Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Nathan Lukes","TOR",22,76,91,23,16,4,2,1,13,10,10,0,9,0,3,2,1,1,0,0.302631578,"Nathan Lukes",18123,664770
"Marcell Ozuna","ATL",162,606,688,183,113,31,0,39,96,104,74,2,170,3,4,0,23,1,0,0.301980198,"Marcell Ozuna",10324,542303
"Iván Herrera","STL",72,229,259,69,51,12,1,5,37,27,25,0,53,2,2,0,3,5,0,0.301310043,"Ivan Herrera",20599,671056
"Luis Rengifo","LAA",78,283,304,85,65,13,1,6,41,30,16,0,44,4,0,1,6,24,7,0.300353356,"Luis Rengifo",19858,650859
"Michael Helman","MIN",9,10,10,3,1,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0.3,"Michael Helman",24605,680737
"Yainer Diaz","HOU",148,585,619,175,127,29,3,16,70,84,24,1,107,2,8,0,22,2,0,0.299145299,"Yainer Diaz",23003,673237
"Trea Turner","PHI",121,505,539,149,103,25,0,21,88,62,27,0,98,6,1,0,10,19,4,0.295049504,"Trea Turner",16252,607208
"Jose Altuve","HOU",153,628,682,185,134,31,0,20,94,65,47,2,119,7,0,0,15,22,7,0.294585987,"Jose Altuve",5417,514888
"Rafael Marchán","PHI",17,51,56,15,8,4,0,3,8,6,3,0,8,1,0,1,1,0,0,0.294117647,"Rafael Marchan",21646,665561
"Brent Rooker","OAK",145,546,614,160,93,26,2,39,82,112,59,4,177,5,4,0,5,11,3,0.293040293,"Brent Rooker",19627,667670
"Jackson Merrill","SDP",156,554,593,162,101,31,6,24,77,90,29,1,101,1,5,4,2,16,3,0.292418772,"Jackson Merrill",29490,701538
"Ketel Marte","ARI",136,504,583,147,86,23,2,36,93,95,65,7,106,5,9,0,9,7,1,0.291666666,"Ketel Marte",13613,606466
"Steven Kwan","CLE",122,480,540,140,107,16,3,14,83,44,53,0,51,5,0,2,5,12,5,0.291666666,"Steven Kwan",24610,680757
"Randal Grichuk","ARI",106,254,279,74,40,20,2,12,40,46,20,0,46,3,2,0,5,0,0,0.291338582,"Randal Grichuk",10243,545341
"Mookie Betts","LAD",116,450,516,130,82,24,5,19,75,75,61,2,57,1,4,0,10,16,2,0.288888888,"Mookie Betts",13611,605141
"Kyle Tucker","HOU",78,277,339,80,44,13,0,23,56,49,56,3,54,1,2,0,5,11,0,0.288808664,"Kyle Tucker",18345,663656
"Juan Soto","NYY",157,576,713,166,90,31,4,41,128,109,129,2,119,4,4,0,10,7,4,0.288194444,"Juan Soto",20123,665742
"Donovan Solano","SDP",96,283,309,81,60,13,0,8,31,35,22,0,65,3,1,0,6,2,1,0.286219081,"Donovan Solano",8623,456781
"Matt Duffy","TEX",4,7,10,2,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0.285714285,"Matt Duffy",13836,622110
"Bryce Harper","PHI",145,550,631,157,85,42,0,30,85,87,76,11,138,2,2,1,18,7,4,0.285454545,"Bryce Harper",11579,547180
"Jake McCarthy","ARI",142,442,495,126,98,13,7,8,66,56,31,1,78,14,3,5,4,25,6,0.285067873,"Jake McCarthy",21622,664983
"Miguel Andujar","OAK",75,302,319,86,67,14,1,4,31,30,13,0,42,3,1,0,10,3,2,0.284768211,"Miguel Andujar",15878,609280
"Jarren Duran","BOS",160,671,735,191,108,48,14,21,111,75,54,1,160,6,3,1,6,34,7,0.284649776,"Jarren Duran",24617,680776
"Jose Miranda","MIN",121,401,429,114,73,28,4,9,44,49,18,1,66,6,4,0,13,2,2,0.284289276,"Jose Miranda",20538,669304
"Weston Wilson","PHI",41,88,98,25,14,7,1,3,13,10,8,0,29,1,1,0,2,3,0,0.284090909,"Weston Wilson",19358,642215
"Kerry Carpenter","DET",87,264,296,75,36,16,5,18,37,57,22,1,75,4,3,0,5,0,2,0.284090909,"Kerry Carpenter",25961,681481
"Miguel Rojas","LAD",103,307,337,87,60,21,0,6,41,36,23,0,34,3,2,2,8,8,2,0.283387622,"Miguel Rojas",7802,500743
"Seiya Suzuki","CHC",132,512,585,145,91,27,6,21,74,73,63,3,160,6,4,0,6,16,6,0.283203125,"Seiya Suzuki",30116,673548
"Juan Yepez","WSN",62,226,249,64,43,15,0,6,32,26,18,0,42,1,3,1,9,2,1,0.28318584,"Juan Yepez",18400,660766
"Rob Refsnyder","BOS",93,272,307,77,49,16,1,11,32,40,28,2,78,5,1,0,6,2,2,0.283088235,"Rob Refsnyder",13770,608701
"Freddie Freeman","LAD",147,542,638,153,94,35,2,22,81,89,78,9,100,10,8,0,13,9,2,0.282287822,"Freddie Freeman",5361,518692
"Eli White","ATL",35,39,42,11,8,1,1,1,9,4,1,0,12,2,0,0,1,3,1,0.282051282,"Eli White",19346,642201
"Luis García Jr.","WSN",140,500,528,141,97,25,1,18,58,70,27,2,86,0,1,0,12,22,5,0.282,"Luis Garcia Jr.",20391,671277
"Gunnar Henderson","BAL",159,630,719,177,102,31,7,37,118,92,78,1,159,7,4,0,2,21,4,0.28095238,"Gunnar Henderson",26289,683002
"William Contreras","MIL",155,595,679,167,105,37,2,23,99,92,78,5,139,3,3,0,19,9,2,0.280672268,"William Contreras",20503,661388
"Yandy Díaz","TBR",145,563,621,158,112,31,1,14,55,65,50,0,95,4,4,0,12,0,0,0.280639431,"Yandy Diaz",16578,650490
"Masataka Yoshida","BOS",108,378,421,106,75,21,0,10,45,56,27,0,52,14,2,0,6,2,0,0.28042328,"Masataka Yoshida",31837,807799
"Tyler Fitzgerald","SFG",96,314,341,88,52,19,2,15,53,34,22,0,108,4,1,0,2,17,4,0.280254777,"Tyler Fitzgerald",26208,666149
"Jurickson Profar","SDP",158,564,668,158,105,29,0,24,94,85,76,4,101,18,5,5,14,10,3,0.280141843,"Jurickson Profar",10815,595777
"Amed Rosario","- - -",103,332,346,93,69,18,3,3,29,32,9,0,73,4,1,0,10,13,5,0.280120481,"Amed Rosario",15518,642708
"Alexander Canario","CHC",15,25,28,7,5,1,0,1,4,2,2,0,11,1,0,0,0,1,0,0.28,"Alexander Canario",22842,672744
"Alec Bohm","PHI",143,554,606,155,94,44,2,15,62,97,40,2,86,6,6,0,18,5,2,0.279783393,"Alec Bohm",21618,664761
"Connor Wong","BOS",126,447,487,125,87,24,1,13,54,52,28,1,114,9,2,1,7,8,7,0.279642058,"Connor Wong",19896,657136
"José Ramírez","CLE",158,620,682,173,93,39,2,39,114,118,54,12,82,1,6,0,9,41,7,0.279032258,"Jose Ramirez",13510,608070
"Byron Buxton","MIN",102,355,388,99,51,27,3,18,62,56,20,1,99,11,2,0,3,7,2,0.278873239,"Byron Buxton",14161,621439
"Lourdes Gurriel Jr.","ARI",133,513,553,143,101,22,2,18,72,75,29,1,101,6,5,0,16,7,1,0.278752436,"Lourdes Gurriel Jr.",19238,666971
"Corey Seager","TEX",123,475,533,132,81,21,0,30,68,74,53,11,96,3,2,0,8,1,1,0.277894736,"Corey Seager",13624,608369
"Kevin Newman","ARI",111,288,311,80,59,17,1,3,41,28,15,1,48,0,2,6,7,8,1,0.277777777,"Kevin Newman",17696,621028
"Brendan Donovan","STL",153,587,652,163,112,34,3,14,65,73,47,0,81,13,5,0,4,5,5,0.277683134,"Brendan Donovan",24679,680977
"Jake Fraley","CIN",116,350,382,97,71,19,2,5,44,26,26,0,70,3,3,0,6,20,5,0.277142857,"Jake Fraley",19260,641584
"Fernando Tatis Jr.","SDP",102,398,438,110,67,21,1,21,64,49,32,0,96,7,1,0,8,11,3,0.276381909,"Fernando Tatis Jr.",19709,665487
"Jonah Bride","MIA",71,232,272,64,43,10,0,11,30,39,30,1,55,3,7,0,9,0,1,0.275862068,"Jonah Bride",24703,681146
"Joc Pederson","ARI",132,367,449,101,60,17,1,23,62,64,55,2,105,18,3,1,5,7,4,0.275204359,"Joc Pederson",11899,592626
"Yoán Moncada","CHW",12,40,45,11,7,3,1,0,4,0,5,0,11,0,0,0,2,1,0,0.275,"Yoan Moncada",17232,660162
"Bryan Reynolds","PIT",156,622,692,171,115,29,3,24,73,88,57,3,156,10,3,0,7,10,2,0.274919614,"Bryan Reynolds",19326,668804
"Manny Machado","SDP",152,593,643,163,104,30,0,29,77,105,45,6,124,1,4,0,25,11,2,0.274873524,"Manny Machado",11493,592518
"Jackson Chourio","MIL",148,528,573,145,91,29,4,21,80,79,39,4,121,3,2,1,7,22,7,0.274621212,"Jackson Chourio",28806,694192
"Francisco Lindor","NYM",152,618,689,169,96,39,1,33,107,91,56,0,127,12,3,0,7,29,4,0.273462783,"Francisco Lindor",12916,596019
"Julio Rodríguez","SEA",143,567,613,155,118,17,0,20,76,68,38,1,156,6,2,0,10,24,5,0.273368606,"Julio Rodriguez",23697,677594
"Nico Hoerner","CHC",151,582,641,159,116,35,1,7,86,48,44,1,66,12,3,0,8,31,6,0.273195876,"Nico Hoerner",21479,663538
"Geraldo Perdomo","ARI",98,337,388,92,66,21,2,3,61,37,36,0,58,3,5,7,5,9,1,0.272997032,"Geraldo Perdomo",22799,672695
"Jon Berti","NYY",25,66,74,18,17,0,0,1,10,6,6,0,14,1,0,1,2,5,1,0.272727272,"Jon Berti",12037,542932
"Eric Haase","MIL",30,66,69,18,12,1,0,5,10,14,3,0,28,0,0,0,0,0,0,0.272727272,"Eric Haase",14111,606992
"Nick Sogard","BOS",31,77,86,21,17,4,0,0,13,8,7,0,25,0,2,0,4,3,0,0.272727272,"Nick Sogard",25483,686765
"Oscar Colás","CHW",13,33,38,9,9,0,0,0,1,4,4,0,10,1,0,0,0,0,1,0.272727272,"Oscar Colas",30162,693049
"Rafael Devers","BOS",138,525,601,143,76,34,5,28,87,83,67,14,147,3,6,0,13,3,0,0.272380952,"Rafael Devers",17350,646240
"Teoscar Hernández","LAD",154,589,652,160,93,32,2,33,84,99,53,3,188,8,1,0,7,12,3,0.271646859,"Teoscar Hernandez",13066,606192
"Nolan Arenado","STL",152,578,635,157,118,23,0,16,70,71,44,2,92,5,7,0,15,2,2,0.271626297,"Nolan Arenado",9777,571448
"Freddy Fermin","KCR",111,339,368,92,72,14,0,6,40,36,23,1,66,2,3,1,10,2,0,0.27138643,"Freddy Fermin",21840,666023
"Salvador Perez","KCR",158,590,652,160,105,28,0,27,58,104,44,9,129,11,6,0,17,0,0,0.27118644,"Salvador Perez",7304,521692
"Ryan Mountcastle","BAL",124,473,507,128,83,30,2,13,54,63,27,0,114,1,6,0,13,3,0,0.270613107,"Ryan Mountcastle",18373,663624
"Otto Lopez","MIA",117,403,434,109,79,23,1,6,49,39,25,0,75,1,2,2,13,20,4,0.270471464,"Otto Lopez",19608,672640
"Nick Gonzales","PIT",94,359,387,97,68,19,3,7,42,49,18,1,74,5,4,1,8,5,3,0.270194986,"Nick Gonzales",27490,693304
"Pavin Smith","ARI",60,137,158,37,17,11,0,9,26,36,18,0,31,0,3,0,4,1,0,0.270072992,"Pavin Smith",19892,656976
"Heliot Ramos","SFG",121,475,518,128,80,23,3,22,54,72,37,2,135,2,4,0,12,6,1,0.269473684,"Heliot Ramos",22515,671218
"Victor Caratini","HOU",87,245,274,66,49,8,1,8,30,30,23,1,53,3,3,0,6,0,1,0.269387755,"Victor Caratini",14968,605170
"Isiah Kiner-Falefa","- - -",133,465,496,125,95,18,4,8,53,43,16,0,78,10,2,3,12,11,2,0.268817204,"Isiah Kiner-Falefa",16512,643396
"Alec Burleson","STL",152,547,595,147,106,20,0,21,71,78,35,0,76,4,6,1,8,9,4,0.268738574,"Alec Burleson",27615,676475
"Ezequiel Tovar","COL",157,655,695,176,101,45,4,26,83,78,23,1,200,4,7,5,16,6,5,0.26870229,"Ezequiel Tovar",24064,678662
"Starling Marte","NYM",94,335,370,90,67,13,3,7,46,40,27,1,81,3,2,3,8,16,1,0.268656716,"Starling Marte",9241,516782
"Mauricio Dubón","HOU",137,402,428,108,79,25,0,4,45,47,16,0,55,2,5,3,6,3,2,0.268656716,"Mauricio Dubon",16530,643289
"Bligh Madris","DET",21,67,75,18,14,3,0,1,8,5,6,0,20,0,1,0,0,0,0,0.268656716,"Bligh Madris",20054,676632
"Griffin Conine","MIA",30,82,89,22,14,4,1,3,14,12,6,0,28,1,0,0,1,0,0,0.268292682,"Griffin Conine",21626,665052
"Brendan Rodgers","COL",135,501,539,134,91,29,1,13,67,54,31,1,132,4,2,1,12,1,0,0.267465069,"Brendan Rodgers",17907,663898
"Masyn Winn","STL",150,587,637,157,105,32,5,15,85,57,41,1,109,1,5,3,1,11,5,0.267461669,"Masyn Winn",27479,691026
"José Tena","- - -",44,161,168,43,35,5,0,3,14,15,7,0,41,0,0,0,1,6,1,0.267080745,"Jose Tena",23691,677588
"David Peralta","SDP",91,236,260,63,44,11,0,8,35,28,22,0,54,2,0,0,3,2,0,0.266949152,"David Peralta",2136,444482
"Mark Vientos","NYM",111,413,454,110,61,22,0,27,58,71,33,0,135,3,5,0,6,0,0,0.266343825,"Mark Vientos",22184,668901
"Romy Gonzalez","BOS",89,199,216,53,36,10,1,6,25,29,12,0,58,1,4,0,5,11,3,0.266331658,"Romy Gonzalez",21562,663853
"J.T. Realmuto","PHI",99,380,413,101,68,18,1,14,50,47,27,1,102,5,1,0,7,2,2,0.265789473,"J.T. Realmuto",11739,592663
"Jeremy Peña","HOU",157,602,650,160,115,28,2,15,78,70,25,1,111,14,6,3,15,20,6,0.26578073,"Jeremy Pena",21636,665161
"Gabriel Moreno","ARI",97,305,351,81,57,18,1,5,39,45,41,1,52,2,3,0,10,3,1,0.26557377,"Gabriel Moreno",22664,672515
"Cody Bellinger","CHC",130,516,569,137,93,23,3,18,72,78,45,7,89,3,5,0,10,9,2,0.265503875,"Cody Bellinger",15998,641355
"Nathaniel Lowe","TEX",140,486,565,129,96,16,1,16,62,69,71,1,125,4,4,0,9,2,0,0.265432098,"Nathaniel Lowe",19566,663993
"Spencer Horwitz","TOR",97,328,381,87,56,19,0,12,46,40,42,2,70,7,4,0,8,0,0,0.265243902,"Spencer Horwitz",26477,687462
"Joey Bart","PIT",80,253,282,67,43,11,0,13,38,45,22,0,73,6,1,0,8,0,0,0.264822134,"Joey Bart",21524,663698
"Elias Díaz","- - -",96,325,351,86,60,20,0,6,27,39,20,2,69,4,2,0,15,0,0,0.264615384,"Elias Diaz",11680,553869
"Jordan Westburg","BAL",107,416,447,110,61,26,5,18,57,63,22,0,97,7,1,1,5,6,3,0.264423076,"Jordan Westburg",27815,676059
"James Wood","WSN",79,295,336,78,52,13,4,9,43,41,39,1,97,2,0,0,1,14,8,0.264406779,"James Wood",29518,695578
"Austin Barnes","LAD",54,140,156,37,33,3,0,1,12,11,14,0,36,0,0,2,3,3,0,0.264285714,"Austin Barnes",12158,605131
"Ryan O'Hearn","BAL",142,443,494,117,78,21,3,15,60,59,46,2,69,2,3,0,7,3,1,0.264108352,"Ryan O'Hearn",16442,656811
"Josh Jung","TEX",46,178,188,47,34,5,1,7,19,16,8,0,48,1,1,0,1,4,0,0.264044943,"Josh Jung",26299,673962
"Xander Bogaerts","SDP",111,428,463,113,86,15,1,11,50,44,28,0,79,1,6,0,13,13,3,0.264018691,"Xander Bogaerts",12161,593428
"Will Brennan","CLE",114,330,353,87,64,13,2,8,37,30,19,2,48,3,1,0,9,4,2,0.263636363,"Will Brennan",25660,686823
"Michael Harris II","ATL",110,440,470,116,83,14,3,16,58,48,23,1,94,4,3,0,6,10,6,0.263636363,"Michael Harris II",25931,671739
"Jacob Stallings","COL",82,243,281,64,37,17,1,9,31,36,27,1,65,9,1,1,10,0,0,0.263374485,"Jacob Stallings",13723,607732
"Dane Myers","MIA",44,95,108,25,15,6,1,3,17,19,8,0,36,3,2,0,0,4,1,0.263157894,"Dane Myers",22054,667472
"David Fry","CLE",122,335,392,88,55,18,1,14,44,51,42,4,84,9,4,0,13,4,1,0.262686567,"David Fry",24934,681807
"Ernie Clement","TOR",139,434,452,114,78,21,3,12,48,51,11,1,41,3,2,2,11,12,3,0.262672811,"Ernie Clement",20352,676391
"Willson Contreras","STL",84,301,358,79,47,17,0,15,48,36,45,2,96,12,0,0,7,4,1,0.262458471,"Willson Contreras",11609,575929
"Lawrence Butler","OAK",125,412,451,108,60,24,2,22,63,57,35,0,108,0,4,0,8,18,0,0.262135922,"Lawrence Butler",22542,671732
"Vinnie Pasquantino","KCR",131,496,554,130,79,30,2,19,64,97,40,1,71,4,13,1,12,1,0,0.262096774,"Vinnie Pasquantino",27676,686469
"Jung Hoo Lee","SFG",37,145,158,38,32,4,0,2,15,8,10,0,13,1,2,0,2,2,3,0.262068965,"Jung Hoo Lee",33824,808982
"Riley Greene","DET",137,512,584,134,77,27,6,24,82,74,64,3,156,5,2,0,2,4,2,0.26171875,"Riley Greene",25976,682985
"Rece Hinds","CIN",24,46,51,12,2,4,1,5,9,11,4,0,16,1,0,0,0,2,0,0.260869565,"Rece Hinds",27493,677956
"Harold Ramírez","- - -",73,238,246,62,52,7,1,2,28,29,5,0,50,2,1,0,2,6,2,0.260504201,"Harold Ramirez",14387,623912
"Brenton Doyle","COL",149,542,603,141,90,24,4,23,82,72,46,1,153,3,8,4,13,30,5,0.260147601,"Brenton Doyle",25479,686668
"Alex Bregman","HOU",145,581,634,151,93,30,2,26,79,75,44,1,86,5,4,0,13,3,1,0.259896729,"Alex Bregman",17678,608324
"LaMonte Wade Jr.","SFG",117,331,401,86,62,16,0,8,45,34,62,5,90,4,3,1,2,2,1,0.259818731,"LaMonte Wade Jr.",18126,664774
"Colt Keith","DET",148,516,556,134,102,15,4,13,54,61,36,2,110,2,2,0,4,7,1,0.259689922,"Colt Keith",27899,690993
"Trevor Larnach","MIN",112,355,400,92,60,17,0,15,59,52,40,1,89,3,2,0,12,4,1,0.259154929,"Trevor Larnach",21501,663616
"Matt Wallner","MIN",75,220,261,57,26,17,1,13,26,37,24,0,95,16,1,0,2,3,0,0.259090909,"Matt Wallner",26466,670242
"Michael Massey","KCR",100,332,356,86,53,17,2,14,45,45,15,1,56,3,4,2,9,1,0,0.259036144,"Michael Massey",27684,686681
"Sal Frelick","MIL",145,475,524,123,95,22,4,2,66,32,39,0,78,4,1,2,8,18,3,0.258947368,"Sal Frelick",29622,686217
"Elly De La Cruz","CIN",160,618,696,160,89,36,10,25,105,76,69,2,218,6,1,2,12,67,16,0.258899676,"Elly De La Cruz",26668,682829
"Oneil Cruz","PIT",146,541,599,140,82,34,3,21,72,76,51,5,181,3,4,0,8,22,1,0.258780036,"Oneil Cruz",21711,665833
"Ramón Laureano","- - -",98,286,309,74,46,16,1,11,35,33,15,0,96,7,1,0,5,8,3,0.258741258,"Ramon Laureano",17128,657656
"Justin Turner","- - -",139,460,539,119,84,24,0,11,59,55,59,2,95,13,7,0,16,0,2,0.258695652,"Justin Turner",5235,457759
"Dairon Blanco","KCR",88,120,132,31,23,4,0,4,37,13,8,0,32,1,1,1,2,31,7,0.258333333,"Dairon Blanco",19779,680118
"Tyler Stephenson","CIN",138,457,515,118,72,26,1,19,69,66,48,2,117,8,2,0,9,1,0,0.258205689,"Tyler Stephenson",17988,663886
"Josh Smith","TEX",149,523,592,135,91,30,1,13,67,62,46,1,121,18,3,2,6,11,2,0.258126195,"Josh Smith",26396,669701
"Gleyber Torres","NYY",154,587,665,151,110,26,0,15,80,63,65,0,136,3,8,2,6,4,3,0.257240204,"Gleyber Torres",16997,650402
"David Villar","SFG",11,35,37,9,4,4,0,1,3,4,1,0,13,0,1,0,0,0,0,0.257142857,"David Villar",24782,681584
"Edmundo Sosa","PHI",90,249,274,64,41,12,4,7,39,31,13,0,66,8,2,1,5,7,1,0.257028112,"Edmundo Sosa",17022,624641
"Matt Vierling","DET",144,518,567,133,84,28,5,16,80,57,41,1,121,3,5,0,9,6,1,0.256756756,"Matt Vierling",21558,663837
"Austin Riley","ATL",110,425,469,109,62,26,2,19,63,56,37,0,118,5,2,0,6,0,0,0.256470588,"Austin Riley",18360,663586
"Jacob Young","WSN",150,468,521,120,92,24,1,3,75,36,30,0,102,12,2,9,11,33,10,0.256410256,"Jacob Young",29931,696285
"Jazz Chisholm Jr.","- - -",147,562,621,144,95,21,4,24,74,73,53,5,152,4,2,0,6,40,10,0.256227758,"Jazz Chisholm Jr.",20454,665862
"Charlie Blackmon","COL",124,449,499,115,74,24,5,12,59,52,43,2,86,6,1,0,4,6,2,0.256124721,"Charlie Blackmon",7859,453568
"Eugenio Suárez","ARI",158,571,640,146,86,28,2,30,90,101,49,0,176,9,11,0,10,2,1,0.255691768,"Eugenio Suarez",12552,553993
"Trevor Story","BOS",26,94,106,24,15,7,0,2,8,10,11,2,33,1,0,0,2,6,3,0.255319148,"Trevor Story",12564,596115
"Austin Hays","- - -",85,235,255,60,37,18,0,5,26,20,9,1,59,8,2,1,2,2,2,0.255319148,"Austin Hays",19363,669720
"Garrett Mitchell","MIL",69,196,224,50,27,12,3,8,33,21,25,0,71,1,0,2,1,11,4,0.25510204,"Garrett Mitchell",27555,669003
"Nick Castellanos","PHI",162,606,659,154,97,30,4,23,80,86,41,2,139,10,2,0,14,6,2,0.254125412,"Nick Castellanos",11737,592206
"Brice Turang","MIL",155,559,619,142,107,24,4,7,72,57,50,1,105,2,3,5,8,50,6,0.254025044,"Brice Turang",22186,668930
"Jack López","LAA",27,67,71,17,13,3,0,1,4,6,2,0,25,1,0,1,2,0,1,0.253731343,"Jack Lopez",13663,605346
"Ramón Urías","BAL",100,272,301,69,47,9,2,11,39,37,23,0,55,5,1,0,0,1,1,0.25367647,"Ramon Urias",18795,602104
"Lenyn Sosa","CHW",100,351,369,89,68,13,0,8,28,35,12,1,77,3,1,2,5,3,1,0.253561253,"Lenyn Sosa",22896,672820
"Jesse Winker","- - -",145,430,508,109,72,23,0,14,63,58,63,2,106,10,3,2,12,14,4,0.253488372,"Jesse Winker",13590,608385
"Austin Martin","MIN",93,233,257,59,39,18,1,1,41,16,20,0,47,2,0,2,4,7,3,0.253218884,"Austin Martin",27462,668885
"Wilyer Abreu","BOS",132,399,447,101,51,33,2,15,59,58,40,0,125,3,5,0,7,8,3,0.253132832,"Wilyer Abreu",23772,677800
"Alejandro Kirk","TOR",103,340,386,86,61,19,1,5,23,54,35,1,51,2,9,0,11,0,0,0.252941176,"Alejandro Kirk",22581,672386
"Max Kepler","MIN",105,368,399,93,63,21,1,8,43,42,22,0,80,5,3,0,3,1,0,0.252717391,"Max Kepler",12144,596146
"Heston Kjerstad","BAL",39,99,114,25,19,2,0,4,8,14,10,2,33,5,0,0,0,1,0,0.252525252,"Heston Kjerstad",31166,677008
"Wyatt Langford","TEX",134,499,557,126,81,25,4,16,74,74,51,3,115,4,3,0,6,19,3,0.25250501,"Wyatt Langford",33333,694671
"Casey Schmitt","SFG",40,107,113,27,16,4,1,6,11,16,4,0,25,1,1,0,2,0,0,0.252336448,"Casey Schmitt",27577,669477
"Andrés Giménez","CLE",152,583,633,147,115,22,1,9,64,63,26,1,97,15,6,3,11,30,5,0.252144082,"Andres Gimenez",19950,665926
"Jesús Sánchez","MIA",149,489,537,123,79,25,1,18,60,64,41,2,140,4,2,1,12,16,2,0.251533742,"Jesus Sanchez",19913,660821
"Willy Adames","MIL",161,610,688,153,88,33,0,32,93,112,74,3,173,1,3,0,12,21,4,0.250819672,"Willy Adames",15986,642715
"Jake Cave","COL",123,323,346,81,53,16,5,7,42,37,18,1,98,1,3,1,6,5,2,0.250773993,"Jake Cave",14477,595909
"Ozzie Albies","ATL",99,399,435,100,60,29,1,10,52,53,27,0,65,5,4,0,6,8,1,0.250626566,"Ozzie Albies",16556,645277
"Gavin Lux","LAD",139,439,487,110,74,24,2,10,59,50,44,0,110,2,2,0,8,5,2,0.250569476,"Gavin Lux",19955,666158
