Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Gabriel Guerrero","CIN",0.222222222,1.666666666,0.2,0.5,0.3,0,0.333333333,0,0,0,0,0.3,0.5,0.2,0.1,0.4,0.5,"Gabriel Guerrero",14528,602115
"Harold Castro","DET",0.375,2.5,0.125,0.625,0.25,0,0,0,0,0,0,0.5,0.5,0,0.125,0.375,0.5,"Harold Castro",14691,605612
"Dylan Cozens","PHI",0.384615384,1.2,0.214285714,0.428571428,0.357142857,0,0.2,0,0,0,0,0.42857143,0.42857143,0.14285714,0.07142857,0.42857143,0.5,"Dylan Cozens",15115,622226
"Matt Carpenter","STL",0.29144385,0.563829787,0.266832917,0.264339152,0.46882793,0.021276595,0.191489361,6,0.056603773,8,0.888888888,0.48292683,0.29268293,0.22439024,0.09268293,0.41707317,0.4902439,"Matt Carpenter",8090,572761
"Tyler Flowers","ATL",0.291666666,1.106060606,0.210227272,0.414772727,0.375,0.075757575,0.121212121,7,0.09589041,0,0,0.45454545,0.34090909,0.20454545,0.125,0.38636364,0.48863636,"Tyler Flowers",9134,452095
"David Peralta","ARI",0.328431372,1.734375,0.200913242,0.506849315,0.292237442,0.0546875,0.234375,13,0.058558558,0,0,0.39041096,0.34703196,0.26255708,0.16438356,0.34931507,0.48630137,"David Peralta",2136,444482
"Eugenio Suárez","CIN",0.322128851,1.034482758,0.245524296,0.383631713,0.370843989,0.027586206,0.234482758,9,0.06,0,0,0.42710997,0.35805627,0.21483376,0.08439898,0.42966752,0.4859335,"Eugenio Suarez",12552,553993
"Joey Gallo","TEX",0.249011857,0.593103448,0.206185567,0.295532646,0.498281786,0.117241379,0.275862068,2,0.023255813,2,1,0.45051195,0.31399317,0.23549488,0.12627986,0.3890785,0.48464164,"Joey Gallo",14128,608336
"Tommy Pham","- - -",0.342261904,1.71,0.238764044,0.480337078,0.280898876,0.05,0.21,14,0.081871345,0,0,0.37815126,0.3977591,0.22408964,0.12605042,0.38935574,0.48459384,"Tommy Pham",2967,502054
"Franchy Cordero","SDP",0.337662337,1.583333333,0.253012048,0.457831325,0.289156626,0,0.291666666,3,0.078947368,1,0.5,0.36470588,0.35294118,0.28235294,0.15294118,0.36470588,0.48235294,"Franchy Cordero",14567,614173
"Aaron Judge","NYY",0.368200836,1.193548387,0.233082706,0.417293233,0.34962406,0.05376344,0.29032258,10,0.09009009,0,0,0.40225564,0.31203008,0.28571429,0.13533835,0.38345865,0.48120301,"Aaron Judge",15640,592450
"Nick Castellanos","DET",0.360801781,0.98816568,0.288135593,0.353813559,0.358050847,0.029585798,0.136094674,14,0.083832335,0,0,0.44915254,0.3029661,0.24788136,0.12076271,0.40042373,0.47881356,"Nick Castellanos",11737,592206
"Christian Yelich","MIL",0.372839506,2.203883495,0.246575342,0.51826484,0.235159817,0.048543689,0.349514563,15,0.066079295,1,0.333333333,0.34920635,0.38095238,0.26984127,0.14512472,0.37868481,0.47619048,"Christian Yelich",11477,592885
"Max Muncy","LAD",0.298701298,0.764705882,0.207547169,0.343396226,0.449056603,0.058823529,0.294117647,5,0.054945054,0,0,0.44736842,0.31203008,0.2406015,0.12406015,0.40225564,0.47368421,"Max Muncy",13301,571970
"Matt Olson","OAK",0.292307692,0.833333333,0.210526315,0.358851674,0.430622009,0.15,0.161111111,8,0.053333333,0,0,0.42004773,0.33890215,0.24105012,0.13842482,0.38902148,0.4725537,"Matt Olson",14344,621566
"Hunter Renfroe","SDP",0.271062271,0.875,0.197324414,0.374581939,0.428093645,0.15625,0.203125,11,0.098214285,0,0,0.48829431,0.33110368,0.18060201,0.18060201,0.34782609,0.47157191,"Hunter Renfroe",15464,592669
"Luke Voit","- - -",0.364705882,0.945945945,0.28,0.35,0.37,0.054054054,0.405405405,3,0.085714285,0,0,0.41,0.38,0.21,0.09,0.44,0.47,"Luke Voit",14811,572228
"Peter O'Brien","MIA",0.341463414,0.882352941,0.288888888,0.333333333,0.377777777,0,0.235294117,1,0.066666666,0,0,0.46666667,0.35555556,0.17777778,0.08888889,0.44444444,0.46666667,"Peter O'Brien",13288,598284
"Wil Myers","SDP",0.326923076,1.507936507,0.275229357,0.435779816,0.288990825,0.063492063,0.174603174,12,0.126315789,1,1,0.50228311,0.33333333,0.16438356,0.12328767,0.4109589,0.46575342,"Wil Myers",10047,571976
"Erik Kratz","MIL",0.264150943,1.161290322,0.187878787,0.436363636,0.375757575,0.096774193,0.096774193,3,0.041666666,0,0,0.39759036,0.34939759,0.25301205,0.12048193,0.41566265,0.46385542,"Erik Kratz",4403,456124
"Miguel Cabrera","DET",0.352380952,2.681818181,0.25,0.546296296,0.203703703,0.09090909,0.136363636,2,0.033898305,0,0,0.41666667,0.32407407,0.25925926,0.10185185,0.43518519,0.46296296,"Miguel Cabrera",1744,408234
"Chad Pinder","OAK",0.324873096,1.181818181,0.192307692,0.4375,0.370192307,0.09090909,0.168831168,3,0.032967032,0,0,0.37735849,0.36792453,0.25471698,0.13207547,0.40566038,0.46226415,"Chad Pinder",15191,640461
"Paul Goldschmidt","ARI",0.359173126,1.058823529,0.25,0.385714285,0.364285714,0.117647058,0.215686274,12,0.074074074,0,0,0.37857143,0.36428571,0.25714286,0.16904762,0.36904762,0.46190476,"Paul Goldschmidt",9218,502671
"Phillip Evans","NYM",0.23076923,1,0.23076923,0.384615384,0.384615384,0.4,0,0,0,0,0,0.53846154,0.38461538,0.07692308,0.30769231,0.23076923,0.46153846,"Phillip Evans",12950,595943
"Eric Thames","MIL",0.283582089,0.714285714,0.2,0.333333333,0.466666666,0.071428571,0.228571428,5,0.1,0,0,0.44,0.34,0.22,0.12,0.42,0.46,"Eric Thames",3711,519346
"Salvador Perez","KCR",0.244736842,0.770491803,0.203931203,0.346437346,0.449631449,0.087431693,0.147540983,4,0.028368794,0,0,0.46683047,0.33415233,0.1990172,0.12039312,0.42014742,0.45945946,"Salvador Perez",7304,521692
"Mason Williams","CIN",0.369565217,1.833333333,0.252747252,0.483516483,0.263736263,0.041666666,0.083333333,3,0.068181818,2,0.4,0.40625,0.30208333,0.29166667,0.11458333,0.42708333,0.45833333,"Mason Williams",11859,592863
"Matt Holliday","COL",0.393939393,1.166666666,0.257142857,0.4,0.342857142,0,0.166666666,0,0,0,0,0.31428571,0.34285714,0.34285714,0.14285714,0.4,0.45714286,"Matt Holliday",1873,407812
"Khris Davis","OAK",0.261111111,0.72361809,0.159313725,0.352941176,0.487745098,0.070351758,0.24120603,6,0.041666666,0,0,0.35784314,0.40196078,0.24019608,0.10784314,0.43872549,0.45343137,"Khris Davis",9112,501981
"Tyler O'Neill","STL",0.363636363,0.611111111,0.226666666,0.293333333,0.48,0.111111111,0.25,3,0.136363636,0,0,0.45333333,0.36,0.18666667,0.13333333,0.41333333,0.45333333,"Tyler O'Neill",15711,641933
"Rougned Odor","TEX",0.305389221,1.045801526,0.195195195,0.411411411,0.393393393,0.114503816,0.13740458,9,0.06569343,8,0.38095238,0.46610169,0.35875706,0.17514124,0.14971751,0.39830508,0.4519774,"Rougned Odor",12282,596059
"Marcell Ozuna","STL",0.309050772,1.34939759,0.180672268,0.470588235,0.348739495,0.102409638,0.138554216,13,0.058035714,0,0,0.42226891,0.35294118,0.22478992,0.15756303,0.3907563,0.45168067,"Marcell Ozuna",10324,542303
"Patrick Wisdom","STL",0.333333333,0.916666666,0.258064516,0.354838709,0.387096774,0.416666666,0.333333333,2,0.181818181,0,0,0.38709677,0.25806452,0.35483871,0.25806452,0.29032258,0.4516129,"Patrick Wisdom",13602,621550
"Justin Turner","LAD",0.33444816,0.661870503,0.26198083,0.293929712,0.444089456,0.071942446,0.100719424,6,0.065217391,0,0,0.38977636,0.31629393,0.29392971,0.1086262,0.44089457,0.45047923,"Justin Turner",5235,457759
"J.D. Martinez","BOS",0.374677002,1.280821917,0.225581395,0.43488372,0.339534883,0.02739726,0.294520547,15,0.080213903,0,0,0.37674419,0.30930233,0.31395349,0.10930233,0.44186047,0.44883721,"J.D. Martinez",6184,502110
"Hunter Dozier","KCR",0.296296296,1.129032258,0.22047244,0.413385826,0.366141732,0.086021505,0.118279569,10,0.095238095,0,0,0.41338583,0.31889764,0.26771654,0.1496063,0.4015748,0.4488189,"Hunter Dozier",15117,641531
"Joe Mauer","MIN",0.329974811,2.303370786,0.268656716,0.509950248,0.221393034,0.033707865,0.06741573,3,0.014634146,0,0,0.2549505,0.40346535,0.34158416,0.12871287,0.42326733,0.4480198,"Joe Mauer",1857,408045
"AJ Pollock","ARI",0.284280936,1.097560975,0.19375,0.421875,0.384375,0.081300813,0.170731707,10,0.074074074,0,0,0.48598131,0.3271028,0.18691589,0.11214953,0.4423676,0.44548287,"AJ Pollock",9256,572041
"Kole Calhoun","LAA",0.24057971,1.234375,0.214285714,0.434065934,0.351648351,0.0390625,0.1484375,4,0.025316455,0,0,0.42582418,0.35164835,0.22252747,0.12637363,0.42857143,0.44505495,"Kole Calhoun",11200,594777
"Trevor Story","COL",0.345088161,0.795698924,0.226851851,0.342592592,0.430555555,0.102150537,0.198924731,21,0.141891891,0,0,0.43317972,0.34331797,0.2235023,0.15898618,0.39631336,0.44470046,"Trevor Story",12564,596115
"Mookie Betts","BOS",0.368159203,0.753846153,0.211981566,0.338709677,0.449308755,0.092307692,0.164102564,14,0.095238095,0,0,0.47235023,0.34792627,0.1797235,0.12211982,0.43317972,0.44470046,"Mookie Betts",13611,605141
"Mike Trout","LAA",0.346153846,0.691823899,0.233618233,0.313390313,0.452991452,0.094339622,0.245283018,11,0.1,0,0,0.4017094,0.37321937,0.22507123,0.15954416,0.3960114,0.44444444,"Mike Trout",10155,545361
"Yandy Díaz","CLE",0.370786516,2.285714285,0.233333333,0.533333333,0.233333333,0.095238095,0.047619047,2,0.041666666,0,0,0.28888889,0.38888889,0.32222222,0.12222222,0.43333333,0.44444444,"Yandy Diaz",16578,650490
"Ronald Acuña Jr.","ATL",0.351916376,1.073170731,0.182692307,0.423076923,0.394230769,0.089430894,0.211382113,11,0.083333333,0,0,0.43769968,0.36102236,0.20127796,0.13738019,0.41853035,0.44408946,"Ronald Acuna Jr.",18401,660670
"Yadier Molina","STL",0.263852242,1.054421768,0.24120603,0.389447236,0.369346733,0.074829931,0.136054421,6,0.038709677,0,0,0.4962406,0.29323308,0.21052632,0.13283208,0.4235589,0.44360902,"Yadier Molina",7007,425877
"Franmil Reyes","SDP",0.345454545,1.648148148,0.209944751,0.491712707,0.298342541,0.074074074,0.296296296,6,0.06741573,0,0,0.33701657,0.43093923,0.2320442,0.14917127,0.40883978,0.44198895,"Franmil Reyes",14566,614177
"Bruce Maxwell","OAK",0.214285714,2.09090909,0.209302325,0.53488372,0.255813953,0.09090909,0.09090909,0,0,0,0,0.25581395,0.34883721,0.39534884,0.1627907,0.39534884,0.44186047,"Bruce Maxwell",13866,622194
"Robinson Chirinos","TEX",0.303921568,0.611111111,0.212669683,0.298642533,0.488687782,0.12037037,0.166666666,7,0.106060606,1,1,0.4954955,0.31531532,0.18918919,0.14864865,0.40990991,0.44144144,"Robinson Chirinos",3142,455139
"Jesús Aguilar","MIL",0.308641975,0.863945578,0.236768802,0.353760445,0.409470752,0.061224489,0.238095238,1,0.007874015,0,0,0.43454039,0.33426184,0.23119777,0.15320334,0.40668524,0.44011142,"Jesus Aguilar",11342,542583
"Steven Souza Jr.","ARI",0.298136645,0.96875,0.240963855,0.373493975,0.385542168,0.15625,0.078125,3,0.048387096,0,0,0.37951807,0.35542169,0.26506024,0.18072289,0.37951807,0.43975904,"Steven Souza Jr.",5667,519306
"Jesse Winker","CIN",0.336244541,1.240506329,0.240343347,0.420600858,0.339055793,0.088607594,0.088607594,5,0.051020408,2,0.5,0.37130802,0.37130802,0.25738397,0.11814346,0.44303797,0.43881857,"Jesse Winker",13590,608385
"Justin Upton","LAA",0.321321321,1.184615384,0.217630853,0.424242424,0.358126721,0.092307692,0.23076923,19,0.123376623,0,0,0.46556474,0.32506887,0.20936639,0.16804408,0.39393939,0.43801653,"Justin Upton",5222,457708
"Ji Man Choi","- - -",0.314960629,1.229166666,0.213235294,0.433823529,0.352941176,0.145833333,0.208333333,3,0.050847457,1,1,0.41605839,0.30656934,0.27737226,0.13868613,0.42335766,0.4379562,"Ji Man Choi",5452,596847
"Aramis Garcia","SFG",0.5,0.625,0.1875,0.3125,0.5,0.125,0.25,1,0.1,0,0,0.46875,0.34375,0.1875,0.15625,0.40625,0.4375,"Aramis Garcia",16925,605244
"Bradley Zimmer","CLE",0.366666666,1.75,0.24137931,0.48275862,0.275862068,0,0.125,1,0.035714285,2,0.5,0.24193548,0.48387097,0.27419355,0.12903226,0.43548387,0.43548387,"Bradley Zimmer",16221,605548
"Matt Kemp","LAD",0.339339339,0.918518518,0.268361581,0.350282485,0.381355932,0.059259259,0.155555555,5,0.04032258,0,0,0.42090395,0.35875706,0.22033898,0.13841808,0.42655367,0.43502825,"Matt Kemp",5631,461314
"Andrew McCutchen","- - -",0.304136253,1.155844155,0.229698375,0.412993039,0.357308584,0.09090909,0.129870129,14,0.078651685,0,0,0.43851508,0.36426914,0.19721578,0.13457077,0.43155452,0.43387471,"Andrew McCutchen",9847,457705
"Yan Gomes","CLE",0.335793357,0.77118644,0.271777003,0.31707317,0.411149825,0.127118644,0.13559322,8,0.087912087,0,0,0.42857143,0.32404181,0.24738676,0.13937282,0.42857143,0.43205575,"Yan Gomes",9627,543228
"Matt Chapman","OAK",0.33773087,1.025316455,0.203980099,0.402985074,0.393034825,0.139240506,0.151898734,9,0.055555555,0,0,0.4044665,0.34987593,0.24565757,0.16129032,0.40694789,0.43176179,"Matt Chapman",16505,656305
"Nick Hundley","SFG",0.310160427,0.972602739,0.269035532,0.360406091,0.370558375,0.08219178,0.136986301,2,0.028169014,0,0,0.46700508,0.3248731,0.20812183,0.18781726,0.38071066,0.43147208,"Nick Hundley",3376,460026
"René Rivera","- - -",0.340425531,0.636363636,0.28,0.28,0.44,0.09090909,0.181818181,2,0.142857142,0,0,0.33333333,0.37254902,0.29411765,0.15686275,0.41176471,0.43137255,"Rene Rivera",3648,425784
"Shohei Ohtani","LAA",0.349753694,1.324324324,0.235555555,0.435555555,0.328888888,0.054054054,0.297297297,9,0.091836734,0,0,0.36888889,0.37333333,0.25777778,0.10222222,0.46666667,0.43111111,"Shohei Ohtani",19755,660271
"Daniel Descalso","ARI",0.300429184,0.649122807,0.235772357,0.300813008,0.463414634,0.131578947,0.114035087,6,0.081081081,0,0,0.49186992,0.29268293,0.21544715,0.15853659,0.41056911,0.43089431,"Daniel Descalso",8392,518614
"Adalberto Mondesi","KCR",0.335135135,1.098591549,0.211640211,0.412698412,0.375661375,0.126760563,0.197183098,8,0.102564102,4,0.307692307,0.41584158,0.40594059,0.17821782,0.17821782,0.39108911,0.43069307,"Adalberto Mondesi",13769,609275
"Ryan Braun","MIL",0.273927392,1.703296703,0.23125,0.484375,0.284375,0.054945054,0.219780219,10,0.064516129,2,0.666666666,0.39628483,0.34365325,0.26006192,0.16408669,0.40557276,0.43034056,"Ryan Braun",3410,460075
"Jorge Soler","KCR",0.340136054,1.37735849,0.192307692,0.467948717,0.339743589,0.132075471,0.16981132,5,0.06849315,0,0,0.53205128,0.26923077,0.19871795,0.17307692,0.3974359,0.42948718,"Jorge Soler",14221,624585
"Nolan Arenado","COL",0.314220183,1.027173913,0.213080168,0.398734177,0.388185654,0.119565217,0.206521739,8,0.042328042,0,0,0.39789474,0.36842105,0.23368421,0.15368421,0.41684211,0.42947368,"Nolan Arenado",9777,571448
"Patrick Kivlehan","ARI",0.428571428,0.75,0,0.428571428,0.571428571,0.25,0,0,0,0,0,0.28571429,0.42857143,0.28571429,0.28571429,0.28571429,0.42857143,"Patrick Kivlehan",13910,623182
"Rio Ruiz","ATL",0.142857142,2,0.142857142,0.571428571,0.285714285,0,0,0,0,0,0,0.42857143,0.14285714,0.42857143,0.14285714,0.42857143,0.42857143,"Rio Ruiz",14103,547004
"Clint Frazier","NYY",0.428571428,2.75,0.285714285,0.523809523,0.19047619,0,0,0,0,0,0,0.47619048,0.19047619,0.33333333,0.14285714,0.42857143,0.42857143,"Clint Frazier",15983,640449
"Stephen Piscotty","OAK",0.290243902,1.361111111,0.221967963,0.448512585,0.32951945,0.048611111,0.1875,15,0.076530612,0,0,0.39359268,0.36842105,0.23798627,0.12814645,0.44622426,0.42562929,"Stephen Piscotty",13367,572039
"Miguel Sanó","MIN",0.285714285,1.063492063,0.150326797,0.437908496,0.411764705,0.079365079,0.206349206,9,0.134328358,0,0,0.4248366,0.33333333,0.24183007,0.1503268,0.4248366,0.4248366,"Miguel Sano",12164,593934
"Jake Lamb","ARI",0.285714285,1.666666666,0.178082191,0.51369863,0.308219178,0.022222222,0.133333333,9,0.12,0,0,0.43835616,0.29452055,0.26712329,0.18493151,0.39041096,0.42465753,"Jake Lamb",13329,571875
"Albert Pujols","LAA",0.247395833,1.072847682,0.223325062,0.401985111,0.374689826,0.178807947,0.125827814,7,0.043209876,0,0,0.46898263,0.35235732,0.17866005,0.18858561,0.38709677,0.42431762,"Albert Pujols",1177,405395
"Edwin Encarnación","CLE",0.265306122,0.823170731,0.202666666,0.36,0.437333333,0.109756097,0.195121951,7,0.051851851,0,0,0.456,0.31466667,0.22933333,0.152,0.424,0.424,"Edwin Encarnacion",2151,429665
"Adrian Beltré","TEX",0.312121212,1.048,0.257971014,0.379710144,0.36231884,0.08,0.12,12,0.091603053,0,0,0.3884058,0.32753623,0.28405797,0.14202899,0.43478261,0.42318841,"Adrian Beltre",639,134181
"Giancarlo Stanton","NYY",0.333333333,1.230263157,0.185096153,0.44951923,0.365384615,0.131578947,0.25,24,0.128342245,0,0,0.38942308,0.37019231,0.24038462,0.18990385,0.38701923,0.42307692,"Giancarlo Stanton",4949,519317
"Bryce Harper","WSN",0.289325842,1.047619047,0.222222222,0.397932816,0.379844961,0.034013605,0.231292517,7,0.045454545,1,0.333333333,0.42307692,0.29487179,0.28205128,0.11794872,0.45897436,0.42307692,"Bryce Harper",11579,547180
"Ryan O'Hearn","KCR",0.29347826,0.75,0.192307692,0.346153846,0.461538461,0.083333333,0.25,0,0,0,0,0.41346154,0.30769231,0.27884615,0.125,0.45192308,0.42307692,"Ryan O'Hearn",16442,656811
"Nelson Cruz","SEA",0.264462809,1.142857142,0.175,0.44,0.385,0.11038961,0.24025974,4,0.022727272,0,0,0.4075,0.3475,0.245,0.1625,0.415,0.4225,"Nelson Cruz",2434,443558
"Meibrys Viloria","KCR",0.388888888,3.333333333,0.277777777,0.555555555,0.166666666,0,0,0,0,0,0,0.42105263,0.47368421,0.10526316,0.15789474,0.42105263,0.42105263,"Meibrys Viloria",17109,650619
"Joc Pederson","LAD",0.253472222,0.904411764,0.169871794,0.394230769,0.435897435,0.102941176,0.183823529,7,0.056910569,0,0,0.42675159,0.34394904,0.22929936,0.15605096,0.42356688,0.42038217,"Joc Pederson",11899,592626
"Shin-Soo Choo","TEX",0.329870129,1.796460176,0.217821782,0.502475247,0.27970297,0.026548672,0.185840707,12,0.0591133,1,0.333333333,0.38083538,0.35135135,0.26781327,0.14496314,0.43488943,0.42014742,"Shin-Soo Choo",3174,425783
"Brad Miller","- - -",0.349650349,0.983333333,0.201342281,0.395973154,0.402684563,0.066666666,0.116666666,3,0.050847457,1,1,0.34,0.42,0.24,0.18666667,0.39333333,0.42,"Brad Miller",12775,543543
"Freddie Freeman","ATL",0.358208955,1.162337662,0.323170731,0.363821138,0.31300813,0.019480519,0.149350649,9,0.050279329,0,0,0.43089431,0.31097561,0.25813008,0.1097561,0.47154472,0.41869919,"Freddie Freeman",5361,518692
"Tzu-Wei Lin","BOS",0.319148936,1.5,0.270833333,0.4375,0.291666666,0.214285714,0.071428571,4,0.19047619,0,0,0.45833333,0.29166667,0.25,0.125,0.45833333,0.41666667,"Tzu-Wei Lin",14678,624407
"Francisco Lindor","CLE",0.279383429,0.981818181,0.215827338,0.388489208,0.395683453,0.104545454,0.172727272,15,0.069444444,1,0.25,0.40357143,0.34642857,0.25,0.16071429,0.42321429,0.41607143,"Francisco Lindor",12916,596019
"Robinson Canó","SEA",0.329411764,1.628205128,0.226415094,0.479245283,0.294339622,0.064102564,0.128205128,7,0.05511811,0,0,0.34716981,0.36981132,0.28301887,0.11320755,0.47169811,0.41509434,"Robinson Cano",3269,429664
"Chris Herrmann","SEA",0.31372549,0.782608695,0.226415094,0.339622641,0.433962264,0,0.086956521,0,0,0,0,0.35849057,0.41509434,0.22641509,0.13207547,0.45283019,0.41509434,"Chris Herrmann",9284,543302
"Brandon Belt","SFG",0.310714285,0.507352941,0.288194444,0.239583333,0.472222222,0.044117647,0.102941176,7,0.101449275,4,0.666666666,0.39795918,0.30272109,0.29931973,0.17346939,0.41156463,0.41496599,"Brandon Belt",10264,474832
"Mike Moustakas","- - -",0.258928571,0.735159817,0.196617336,0.340380549,0.463002114,0.191780821,0.127853881,11,0.068322981,2,0.666666666,0.42647059,0.34243697,0.23109244,0.21218487,0.37605042,0.41176471,"Mike Moustakas",4892,519058
"Evan Longoria","SFG",0.274456521,1.086666666,0.184895833,0.424479166,0.390625,0.1,0.106666666,9,0.055214723,0,0,0.41927083,0.32291667,0.2578125,0.15625,0.43229167,0.41145833,"Evan Longoria",9368,446334
"Lonnie Chisenhall","CLE",0.366197183,0.636363636,0.239436619,0.295774647,0.464788732,0.03030303,0.03030303,1,0.047619047,0,0,0.32876712,0.50684932,0.16438356,0.19178082,0.39726027,0.4109589,"Lonnie Chisenhall",7571,502082
"Jackie Bradley Jr.","BOS",0.298780487,1.186991869,0.206489675,0.430678466,0.362831858,0.06504065,0.105691056,12,0.08219178,1,0.5,0.4516129,0.3431085,0.20527859,0.09970674,0.48973607,0.41055718,"Jackie Bradley Jr.",12984,598265
"Josh Donaldson","- - -",0.301587301,1.361702127,0.171641791,0.47761194,0.350746268,0.106382978,0.170212765,5,0.078125,0,0,0.40298507,0.36567164,0.23134328,0.18656716,0.40298507,0.41044776,"Josh Donaldson",5038,518626
"Derek Fisher","HOU",0.257142857,1.727272727,0.210526315,0.5,0.289473684,0,0.363636363,1,0.052631578,1,1,0.46153846,0.53846154,0,0.12820513,0.46153846,0.41025641,"Derek Fisher",16192,605233
"Joey Votto","CIN",0.333333333,1.206349206,0.313580246,0.375308641,0.311111111,0,0.095238095,10,0.065789473,0,0,0.35308642,0.3382716,0.30864198,0.09135802,0.49876543,0.40987654,"Joey Votto",4314,458015
"Tyler Saladino","- - -",0.320987654,0.777777777,0.247058823,0.329411764,0.423529411,0.083333333,0.138888888,1,0.035714285,1,0.333333333,0.43181818,0.38636364,0.18181818,0.09090909,0.5,0.40909091,"Tyler Saladino",10807,573135
"Franklin Barreto","OAK",0.307692307,0.625,0.093023255,0.348837209,0.558139534,0.125,0.208333333,4,0.266666666,0,0,0.45454545,0.34090909,0.20454545,0.20454545,0.38636364,0.40909091,"Franklin Barreto",15519,620439
"Todd Frazier","NYM",0.241258741,0.776978417,0.1875,0.355263157,0.457236842,0.122302158,0.129496402,8,0.074074074,0,0,0.49671053,0.30263158,0.20065789,0.17434211,0.41776316,0.40789474,"Todd Frazier",785,453943
"Pablo Sandoval","SFG",0.282352941,1.698113207,0.201117318,0.502793296,0.296089385,0.132075471,0.16981132,5,0.055555555,0,0,0.33519553,0.36871508,0.29608939,0.15642458,0.43575419,0.40782123,"Pablo Sandoval",5409,467055
"Yasmani Grandal","LAD",0.277966101,0.984962406,0.172413793,0.410658307,0.416927899,0.112781954,0.180451127,3,0.022900763,0,0,0.48275862,0.32915361,0.18808777,0.19749216,0.39498433,0.40752351,"Yasmani Grandal",11368,518735
"John Ryan Murphy","ARI",0.255813953,0.632352941,0.189781021,0.313868613,0.496350364,0.176470588,0.132352941,7,0.162790697,1,0.333333333,0.42857143,0.28571429,0.28571429,0.18571429,0.40714286,0.40714286,"John Ryan Murphy",10346,571974
"Roberto Pérez","CLE",0.256880733,1.394736842,0.14953271,0.495327102,0.355140186,0.131578947,0.052631578,2,0.037735849,1,0.09090909,0.33050847,0.43220339,0.23728814,0.1440678,0.44915254,0.40677966,"Roberto Perez",2900,547379
"Nick Markakis","ATL",0.317843866,1.439759036,0.266304347,0.432971014,0.300724637,0.06626506,0.084337349,12,0.050209205,0,0,0.31702899,0.39130435,0.29166667,0.13768116,0.45652174,0.4057971,"Nick Markakis",5930,455976
