"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","R","HR","RBI","SB","BB%","K%","ISO","AVG","OBP","SLG","OPS","DRC+","DRB","DRP","WARP"
106765,663898,"Brendan Rodgers",25,2022,"COL",136,581,527,72,13,63,0,7.9,17.4,0.142,0.266,0.325,0.408,0.733,103,,5.5,3.1
107047,663656,"Kyle Tucker",25,2022,"HOU",150,609,544,71,30,107,25,9.7,15.6,0.221,0.257,0.33,0.478,0.808,123,,3.6,4.1
109147,670541,"Yordan Alvarez",25,2022,"HOU",135,561,470,95,37,97,1,13.9,18.9,0.306,0.306,0.406,0.613,1.019,170,,-0.5,6.4
110995,662139,"Daulton Varsho",25,2022,"AZ",149,592,531,79,27,74,16,7.8,24.5,0.207,0.235,0.302,0.443,0.745,97,,2.7,2.3
111033,670764,"Taylor Walls",25,2022,"TB",132,466,407,53,8,33,10,11.2,25.8,0.113,0.172,0.268,0.285,0.553,70,,2.8,0.5
113905,664761,"Alec Bohm",25,2022,"PHI",152,631,586,79,13,72,2,4.9,17.4,0.118,0.28,0.315,0.398,0.713,97,,-3,1.3
118722,680977,"Brendan Donovan",25,2022,"STL",125,468,391,64,5,45,2,12.8,15,0.097,0.281,0.394,0.379,0.773,118,,1.2,2.8
123806,663538,"Nico Hoerner",25,2022,"CHC",133,517,481,60,10,55,20,5.4,11,0.129,0.281,0.327,0.41,0.737,98,,6.1,2.4
124341,663697,"Jonathan India",25,2022,"CIN",103,430,385,48,10,41,3,7.2,21.6,0.13,0.249,0.328,0.379,0.707,102,,-6,1
129503,680911,"Owen Miller",25,2022,"CLE",128,472,424,53,6,51,2,6.8,19.7,0.108,0.243,0.301,0.351,0.652,88,,-1.2,0.4
133509,663728,"Cal Raleigh",25,2022,"SEA",116,415,370,46,27,63,1,9.2,29.4,0.278,0.211,0.284,0.489,0.773,106,,7.3,3
100406,614177,"Franmil Reyes",26,2022,,118,473,438,43,14,47,2,6.3,33.2,0.144,0.221,0.273,0.365,0.638,82,,-0.9,0
101622,624503,"Nick Gordon",26,2022,"MIN",132,443,405,45,9,50,6,4.3,23.7,0.156,0.272,0.316,0.427,0.743,97,,-1.3,1.5
102519,641355,"Cody Bellinger",26,2022,"LAD",142,550,504,70,19,68,14,6.9,27.3,0.179,0.21,0.265,0.389,0.654,74,,1.5,0.9
103203,642708,"Amed Rosario",26,2022,"CLE",153,670,637,86,11,71,18,3.7,16.6,0.121,0.283,0.312,0.403,0.715,106,,3.4,3.5
103209,642715,"Willy Adames",26,2022,"MIL",139,617,563,83,31,98,8,7.9,26.9,0.22,0.238,0.298,0.458,0.756,109,,5.8,3.6
103225,642731,"Thairo Estrada",26,2022,"SF",139,541,488,71,14,62,21,6.1,16.5,0.139,0.26,0.322,0.4,0.722,101,,0.2,2.2
104745,656308,"Michael Chavis",26,2022,"PIT",122,426,401,39,14,49,1,4.5,29.6,0.16,0.229,0.265,0.389,0.654,79,,0.3,-0.1
104926,657041,"Lane Thomas",26,2022,"WSH",139,548,498,62,17,52,8,7.5,24.1,0.163,0.241,0.301,0.404,0.705,89,,0.4,1.5
104938,657077,"Alex Verdugo",26,2022,"BOS",152,644,593,75,11,74,1,6.5,13.4,0.125,0.28,0.328,0.405,0.733,107,,1.1,2.8
107930,669720,"Austin Hays",26,2022,"BAL",143,582,535,66,16,60,2,5.8,19.6,0.163,0.25,0.306,0.413,0.719,99,,0.6,2.1
108119,663993,"Nathaniel Lowe",26,2022,"TEX",157,645,593,74,27,76,2,7.4,22.8,0.191,0.302,0.358,0.492,0.85,123,,-2.3,3.1
110836,657757,"Gavin Sheets",26,2022,"CWS",122,410,377,34,15,53,0,6.6,21,0.17,0.241,0.295,0.411,0.706,89,,-2.7,0.4
125523,673490,"Ha-Seong Kim",26,2022,"SD",149,582,517,58,11,59,12,8.8,17.2,0.132,0.251,0.325,0.383,0.708,103,,3.4,2.9
100502,621043,"Carlos Correa",27,2022,"MIN",136,590,522,70,22,64,0,10.3,20.5,0.176,0.291,0.366,0.467,0.833,129,,1.9,4.5
100988,622534,"Manuel Margot",27,2022,"TB",89,363,336,36,4,47,7,6.6,18.7,0.101,0.274,0.325,0.375,0.7,101,,1.1,1.4
101165,622761,"Jorge Mateo",27,2022,"BAL",147,533,494,63,13,50,35,5.1,27.6,0.158,0.221,0.267,0.379,0.646,73,,1.5,0.6
101514,623912,"Harold Ramírez",27,2022,"TB",120,435,403,46,6,58,3,4.4,16.6,0.104,0.3,0.343,0.404,0.747,102,,0.2,1.2
101568,623993,"Anthony Santander",27,2022,"BAL",151,647,574,78,33,89,0,8.5,18.9,0.214,0.24,0.318,0.455,0.773,121,,-7.4,2.8
101603,624413,"Pete Alonso",27,2022,"NYM",160,685,597,95,40,131,5,9.8,18.7,0.246,0.271,0.352,0.518,0.87,140,,0.4,5.1
102559,641487,"J.P. Crawford",27,2022,"SEA",144,603,518,57,6,42,3,11.3,13.3,0.093,0.243,0.339,0.336,0.675,101,,-4,2
102612,641680,"Jonah Heim",27,2022,"TEX",124,450,406,51,16,48,2,9.1,19.3,0.172,0.227,0.298,0.399,0.697,94,,9.2,2.4
102668,641857,"Ryan McMahon",27,2022,"COL",144,597,529,67,20,67,7,10.1,26.5,0.168,0.246,0.327,0.414,0.741,97,,5,2.2
102704,641933,"Tyler O'Neill",27,2022,"STL",94,383,334,56,14,58,14,9.9,26.9,0.165,0.228,0.308,0.392,0.7,96,,2.4,1.5
102764,642133,"Rowdy Tellez",27,2022,"MIL",151,599,529,67,35,89,2,10.4,20.2,0.242,0.219,0.306,0.461,0.767,120,,0.1,2.9
103420,643396,"Isiah Kiner-Falefa",27,2022,"NYY",140,531,483,66,4,48,22,6.6,13.6,0.066,0.261,0.314,0.327,0.641,92,,3.7,1.9
105147,657656,"Ramón Laureano",27,2022,"OAK",94,383,346,49,13,34,11,6.5,27.2,0.165,0.211,0.287,0.376,0.663,97,,-2.1,1
105432,660162,"Yoán Moncada",27,2022,"CWS",103,433,397,41,12,51,2,7.4,26.3,0.141,0.212,0.273,0.353,0.626,79,,2.2,0.5
105437,664023,"Ian Happ",27,2022,"CHC",158,641,573,72,17,72,9,9,23.2,0.169,0.271,0.342,0.44,0.782,105,,3.9,3
105439,656775,"Cedric Mullins",27,2022,"BAL",153,672,608,89,16,64,34,7,18.8,0.145,0.258,0.318,0.403,0.721,88,,6,2.6
105574,643217,"Andrew Benintendi",27,2022,,125,521,461,54,5,51,8,10,14.8,0.095,0.304,0.373,0.399,0.772,113,,1.6,2.9
105993,664034,"Ty France",27,2022,"SEA",140,613,551,65,20,83,0,5.7,15.3,0.162,0.274,0.338,0.436,0.774,111,,-0.4,2.2
106969,664702,"Myles Straw",27,2022,"CLE",151,596,535,72,0,32,21,9.1,14.6,0.052,0.221,0.291,0.273,0.564,83,,10,2.4
107752,669242,"Tommy Edman",27,2022,"STL",151,630,577,95,13,57,32,7.3,17.6,0.135,0.265,0.324,0.4,0.724,102,,8.2,3.4
108112,670032,"Nicky Lopez",27,2022,"KC",138,480,436,51,0,20,13,6,13.1,0.046,0.227,0.281,0.273,0.554,79,,-5.7,0
108278,669221,"Sean Murphy",27,2022,"OAK",148,612,537,67,18,66,1,9.2,20.3,0.177,0.25,0.332,0.426,0.758,124,,6.3,4.8
108571,669222,"Nick Senzel",27,2022,"CIN",109,420,373,45,5,25,8,7.1,18.1,0.075,0.231,0.296,0.306,0.602,90,,-4,0.7
108612,669257,"Will Smith",27,2022,"LAD",137,578,508,68,24,87,1,9.7,16.6,0.205,0.26,0.343,0.465,0.808,130,,4.1,4.9
108878,669289,"Santiago Espinal",27,2022,"TOR",134,491,449,51,7,51,6,7.3,13.8,0.102,0.267,0.322,0.37,0.692,94,,1.1,1.6
109040,668804,"Bryan Reynolds",27,2022,"PIT",145,614,542,74,27,62,7,9.1,23,0.199,0.262,0.345,0.461,0.806,116,,-2.6,3.4
109161,668227,"Randy Arozarena",27,2022,"TB",153,645,586,72,20,89,32,7.1,24.2,0.183,0.263,0.327,0.445,0.772,105,,1.1,2.8
110298,676801,"Chas McCormick",27,2022,"HOU",110,407,359,47,14,44,4,11.3,26,0.162,0.245,0.332,0.407,0.739,107,,1.4,1.8
111306,660271,"Shohei Ohtani",27,2022,"LAA",157,666,586,90,34,95,11,10.8,24.2,0.246,0.273,0.356,0.519,0.875,150,,0,5.6
138164,673548,"Seiya Suzuki",27,2022,"CHC",110,446,397,54,14,46,9,9.4,24.7,0.171,0.262,0.336,0.433,0.769,104,,1.3,1.9
67568,593871,"Jorge Polanco",28,2022,"MIN",104,445,375,54,16,56,3,14.4,21.3,0.171,0.235,0.346,0.405,0.751,125,,0.9,3.1
69095,605612,"Harold Castro",28,2022,"DET",118,443,420,37,7,47,0,3.8,17.8,0.11,0.271,0.3,0.381,0.681,92,,-1.7,0.5
69270,596059,"Rougned Odor",28,2022,"BAL",133,472,426,49,13,53,6,6.8,23.1,0.15,0.207,0.275,0.357,0.632,82,,-7,0.2
69338,600869,"Jeimer Candelario",28,2022,"DET",124,467,429,49,13,50,0,6,23.3,0.145,0.217,0.272,0.361,0.633,88,,-1.5,0.6
69440,602074,"Yonathan Daza",28,2022,"COL",104,408,372,56,2,34,0,6.4,14.2,0.083,0.301,0.349,0.384,0.733,106,,-7.6,1.1
69455,602104,"Ramón Urías",28,2022,"BAL",117,445,403,50,16,51,1,6.7,22,0.166,0.248,0.305,0.414,0.719,97,,5.7,2
69615,606132,"Raimel Tapia",28,2022,"TOR",127,433,411,47,7,52,8,3.7,18.7,0.114,0.265,0.292,0.38,0.672,84,,2.1,1.2
69790,606466,"Ketel Marte",28,2022,"AZ",137,558,492,68,12,52,5,9.9,18.1,0.167,0.24,0.321,0.407,0.728,103,,-2.4,1.9
70399,596019,"Francisco Lindor",28,2022,"NYM",161,706,630,98,26,107,16,8.4,18.8,0.179,0.27,0.339,0.449,0.788,120,,-0.7,4.5
70607,608324,"Alex Bregman",28,2022,"HOU",155,656,548,93,23,93,1,13.3,11.7,0.195,0.259,0.366,0.454,0.82,118,,0.3,3.3
70613,608336,"Joey Gallo",28,2022,,120,410,350,48,19,47,3,13.7,39.8,0.197,0.16,0.28,0.357,0.637,84,,-3.2,0.4
70635,608369,"Corey Seager",28,2022,"TEX",151,663,593,91,33,83,3,8.7,15.5,0.211,0.245,0.317,0.455,0.772,126,,-1.4,4.4
70646,608385,"Jesse Winker",28,2022,"SEA",136,547,456,51,14,53,0,15.4,18.8,0.125,0.219,0.344,0.344,0.688,116,,-6.6,2.3
100630,621438,"Tyrone Taylor",28,2022,"MIL",117,405,373,49,17,51,3,5.4,25.2,0.209,0.233,0.286,0.442,0.728,88,,-3.9,0.5
100631,621439,"Byron Buxton",28,2022,"MIN",92,382,340,61,28,51,6,8.9,30.4,0.303,0.224,0.306,0.526,0.832,114,,3.8,2.5
100668,621566,"Matt Olson",28,2022,"ATL",161,699,616,86,34,103,0,10.7,24.3,0.237,0.24,0.325,0.477,0.802,123,,0.6,3.6
105791,630105,"Jake Cronenworth",28,2022,"SD",158,684,587,88,17,88,3,10.2,19.2,0.152,0.239,0.332,0.39,0.722,102,,1.7,3
107102,665120,"Jared Walsh",28,2022,"LAA",117,454,423,41,15,44,2,5.9,30.4,0.158,0.215,0.269,0.374,0.643,75,,0.6,-0.2
107106,621493,"Taylor Ward",28,2022,"LAA",135,564,495,73,23,65,5,10.6,21.3,0.192,0.281,0.36,0.473,0.833,123,,1.1,3.7
107168,621020,"Dansby Swanson",28,2022,"ATL",162,696,640,99,25,96,18,7,26.1,0.17,0.277,0.329,0.447,0.776,116,,7.4,5.1
109138,666971,"Lourdes Gurriel Jr.",28,2022,"TOR",121,493,453,52,5,52,3,6.3,16.8,0.108,0.291,0.343,0.4,0.743,110,,-1.8,1.9
110699,668942,"Josh Rojas",28,2022,"AZ",123,510,443,66,9,56,23,10.8,19.2,0.122,0.269,0.349,0.391,0.74,109,,0.9,2.1
66018,547180,"Bryce Harper",29,2022,"PHI",99,426,370,63,18,65,11,10.8,20.4,0.227,0.286,0.364,0.514,0.878,142,,0,3.2
66982,592273,"Brandon Drury",29,2022,,137,568,518,87,28,87,2,6.7,22.2,0.23,0.263,0.32,0.492,0.812,103,,-1.5,1.7
67049,592518,"Manny Machado",29,2022,"SD",150,644,578,100,32,102,9,9.8,20.7,0.234,0.298,0.366,0.531,0.897,123,,2.5,3.9
67248,593428,"Xander Bogaerts",29,2022,"BOS",150,631,557,84,15,73,8,9,18.7,0.149,0.307,0.377,0.456,0.833,123,,-1.1,4.2
68066,595777,"Jurickson Profar",29,2022,"SD",151,658,575,82,15,58,5,11.1,15.7,0.148,0.243,0.331,0.391,0.722,104,,-5.2,2.1
68087,596142,"Gary Sánchez",29,2022,"MIN",124,471,419,42,16,61,2,8.5,28.9,0.172,0.205,0.282,0.377,0.659,109,,1.6,2.4
68091,596146,"Max Kepler",29,2022,"MIN",115,446,388,54,9,43,3,11,14.8,0.121,0.227,0.318,0.348,0.666,103,,0.6,1.7
68156,596748,"Maikel Franco",29,2022,"WSH",103,388,371,31,9,39,1,3.1,19.3,0.113,0.229,0.255,0.342,0.597,80,,-3.5,-0.2
69667,606192,"Teoscar Hernández",29,2022,"TOR",131,535,499,71,25,77,6,6.4,28.4,0.224,0.267,0.316,0.491,0.807,113,,2.4,2.8
70217,608070,"José Ramírez",29,2022,"CLE",157,685,601,90,29,126,20,10.1,12,0.235,0.28,0.355,0.514,0.869,122,,0.3,3.9
70387,595879,"Javier Báez",29,2022,"DET",144,590,555,64,17,67,9,4.4,24.9,0.155,0.238,0.278,0.393,0.671,86,,-3.1,0.9
70406,596115,"Trevor Story",29,2022,"BOS",94,396,357,53,16,66,13,8.1,30.8,0.196,0.238,0.303,0.434,0.737,108,,1,2.1
70408,596129,"Daniel Vogelbach",29,2022,,130,461,386,47,18,59,0,15.8,24.7,0.194,0.238,0.36,0.433,0.793,119,,0,2.2
70430,605141,"Mookie Betts",29,2022,"LAD",141,639,572,117,35,82,12,8.6,16.3,0.264,0.269,0.34,0.533,0.873,123,,6.3,4.7
70524,607043,"Brandon Nimmo",29,2022,"NYM",149,673,580,102,16,64,3,10.5,17.2,0.159,0.274,0.367,0.433,0.8,123,,2.3,5
70775,605137,"Josh Bell",29,2022,,155,647,552,78,17,71,0,12.5,15.8,0.156,0.266,0.362,0.422,0.784,129,,0.1,3.6
70799,605204,"J.D. Davis",29,2022,,114,365,318,46,12,35,1,10.7,33.4,0.17,0.248,0.34,0.418,0.758,103,,-0.7,1.1
70917,607208,"Trea Turner",29,2022,"LAD",160,708,652,101,21,100,27,6.4,18.5,0.169,0.298,0.343,0.466,0.809,118,,0.7,4.3
70928,605119,"Brian Anderson",29,2022,"MIA",98,383,338,43,8,28,1,9.7,26.4,0.124,0.222,0.311,0.346,0.657,92,,-1.7,0.7
103751,656941,"Kyle Schwarber",29,2022,"PHI",155,669,577,100,46,94,10,12.9,29.9,0.286,0.218,0.323,0.504,0.827,134,,-5.3,4.7
104744,656305,"Matt Chapman",29,2022,"TOR",154,621,538,83,27,76,2,11,27.4,0.204,0.229,0.324,0.433,0.757,116,,3.1,3.6
104806,656555,"Rhys Hoskins",29,2022,"PHI",156,672,589,81,30,79,2,10.7,25.1,0.216,0.246,0.332,0.462,0.794,120,,1.6,3.6
105633,664913,"Seth Brown",29,2022,"OAK",148,555,500,55,25,73,11,9.2,26.3,0.214,0.23,0.305,0.444,0.749,112,,-1.9,2.4
106208,656582,"Connor Joe",29,2022,"COL",111,467,404,56,7,28,6,11.8,20.8,0.121,0.238,0.338,0.359,0.697,102,,0.1,1.5
109860,666969,"Adolis García",29,2022,"TEX",156,657,605,88,27,101,25,6.1,27.9,0.207,0.25,0.3,0.456,0.756,109,,1.8,3.2
57850,527038,"Wilmer Flores",30,2022,"SF",151,602,525,72,19,71,0,9.8,17.1,0.166,0.229,0.316,0.394,0.71,96,,-2.7,1.3
59432,545361,"Mike Trout",30,2022,"LAA",119,499,438,85,40,80,1,10.8,27.9,0.347,0.283,0.369,0.63,0.999,156,,1.4,5.7
59660,571771,"Enrique Hernández",30,2022,"BOS",93,402,361,48,6,45,0,8.5,17.7,0.116,0.222,0.291,0.338,0.629,90,,-2.4,1
60408,545341,"Randal Grichuk",30,2022,"COL",135,538,506,60,19,73,4,4.5,23.6,0.166,0.259,0.299,0.425,0.724,101,,-5.6,1.3
60956,570482,"Gio Urshela",30,2022,"MIN",140,551,501,61,13,64,1,7.4,17.4,0.144,0.285,0.338,0.429,0.767,110,,-5.3,1.9
66110,553993,"Eugenio Suárez",30,2022,"SEA",150,629,543,76,31,87,0,11.6,31.2,0.223,0.236,0.332,0.459,0.791,125,,0.3,3.9
66391,570731,"Jonathan Schoop",30,2022,"DET",131,510,481,48,11,38,5,3.7,21,0.121,0.202,0.239,0.322,0.561,67,,1.1,0.1
66719,575929,"Willson Contreras",30,2022,"CHC",113,487,416,65,22,55,4,9.2,21.1,0.224,0.243,0.349,0.466,0.815,138,,-1.9,3.7
66955,592206,"Nick Castellanos",30,2022,"PHI",136,558,524,56,13,62,7,5.2,23.3,0.126,0.263,0.305,0.389,0.694,94,,-1.7,1.3
66995,592325,"Ben Gamel",30,2022,"PIT",113,423,371,42,9,46,5,11.3,23.2,0.137,0.232,0.324,0.369,0.693,95,,-0.8,1.1
67072,592626,"Joc Pederson",30,2022,"SF",134,433,380,57,23,70,3,9.7,23.1,0.247,0.274,0.353,0.521,0.874,135,,-1.4,3.2
67156,592885,"Christian Yelich",30,2022,"MIL",154,671,575,99,14,57,19,13.1,24.1,0.13,0.252,0.355,0.383,0.738,104,,3.2,3
68603,592450,"Aaron Judge",30,2022,"NYY",157,696,570,133,62,131,16,15.9,25.1,0.375,0.311,0.425,0.686,1.111,201,,-6.2,10.5
68660,592669,"Hunter Renfroe",30,2022,"MIL",125,522,474,62,29,72,1,7.5,23.2,0.236,0.255,0.315,0.492,0.807,114,,-1.5,2.5
100661,621550,"Patrick Wisdom",30,2022,"CHC",133,534,469,67,25,66,8,9.9,34.3,0.22,0.207,0.298,0.426,0.724,102,,-2,1.7
101618,624428,"Adam Frazier",30,2022,"SEA",156,602,541,61,3,42,11,7.6,12.1,0.072,0.238,0.301,0.311,0.612,84,,-1.4,0.9
102436,640461,"Chad Pinder",30,2022,"OAK",111,379,361,38,12,42,2,3.7,31.1,0.15,0.235,0.263,0.385,0.648,73,,-2.5,-0.2
102574,641531,"Hunter Dozier",30,2022,"KC",126,500,462,51,12,41,4,6.8,25,0.152,0.236,0.292,0.387,0.679,92,,-2.4,0.6
102653,641820,"Trey Mancini",30,2022,,143,587,519,56,18,63,0,9,23,0.152,0.239,0.319,0.391,0.71,99,,-0.9,1.5
103417,643393,"Tony Kemp",30,2022,"OAK",147,558,497,61,7,46,11,8.1,12.4,0.099,0.235,0.307,0.334,0.641,84,,-0.8,0.9
103451,643446,"Jeff McNeil",30,2022,"NYM",146,589,533,73,9,62,4,6.8,10.4,0.128,0.326,0.382,0.454,0.836,118,,-0.1,3.5
103726,650490,"Yandy Díaz",30,2022,"TB",136,558,473,71,9,57,3,14,10.8,0.127,0.296,0.401,0.423,0.824,138,,-2.1,4
58767,543877,"Christian Vázquez",31,2022,,116,426,398,41,9,52,1,5.2,16.2,0.126,0.274,0.315,0.399,0.714,97,,7.9,2.2
59016,541645,"Avisaíl García",31,2022,"MIA",97,380,357,31,8,35,4,4.5,28.7,0.092,0.224,0.266,0.317,0.583,72,,-2.9,-0.3
59145,542303,"Marcell Ozuna",31,2022,"ATL",124,507,470,56,23,56,2,6.1,24.1,0.187,0.226,0.274,0.413,0.687,111,,-2.7,1.7
59431,545358,"Max Stassi",31,2022,"LAA",101,375,333,32,9,30,0,10.1,29.9,0.123,0.18,0.267,0.303,0.57,83,,-1.8,0.7
59586,571448,"Nolan Arenado",31,2022,"STL",148,620,557,73,30,103,5,8.4,11.6,0.241,0.293,0.358,0.533,0.891,130,,4.4,4.7
59705,542364,"Rafael Ortega",31,2022,"CHC",115,371,316,35,7,35,12,11.9,19.9,0.117,0.241,0.331,0.358,0.689,92,,-2.8,0.7
66057,553869,"Elias Díaz",31,2022,"COL",103,381,351,29,9,51,0,6.6,21.5,0.14,0.228,0.281,0.368,0.649,82,,-11.9,-0.5
66594,572191,"Michael A. Taylor",31,2022,"KC",123,456,414,49,9,43,4,7.7,23.9,0.104,0.254,0.313,0.357,0.67,107,,3.8,2.7
67084,592663,"J.T. Realmuto",31,2022,"PHI",139,562,504,75,22,84,21,7.3,21.2,0.202,0.276,0.342,0.478,0.82,118,,11.1,5
68192,596847,"Ji Man Choi",31,2022,"TB",113,419,356,36,11,52,0,13.8,29.4,0.154,0.233,0.341,0.388,0.729,104,,-0.1,1
70262,543939,"Kolten Wong",31,2022,"MIL",133,497,430,65,15,47,17,9.3,17.7,0.179,0.251,0.339,0.43,0.769,97,,-0.5,1.6
