"bpid","mlbid","Name","Age","Season","Team","G","PA","AB","H","1B","2B","3B","HR","TB","R","RBI","BB","K","HBP","SB","CS","SF","SH","GDP","GUILLEN"
140000,663837,"Matt Vierling",26,2023,"DET",133,530,479,125,89,21,5,10,186,63,44,44,112,5,6,6,1,1,9,41.3
102519,641355,"Cody Bellinger",27,2023,"CHC",130,556,499,153,97,29,1,26,262,95,97,40,87,5,20,6,0,12,8,38.9
103203,642708,"Amed Rosario",27,2023,,141,545,510,134,95,25,8,6,193,70,58,29,99,3,15,2,0,3,18,20
103209,642715,"Willy Adames",27,2023,"MIL",149,638,553,120,65,29,2,24,225,73,80,71,165,6,5,3,0,6,13,45.2
103225,642731,"Thairo Estrada",27,2023,"SF",119,530,495,134,92,26,2,14,206,63,49,22,120,11,23,7,0,2,10,36.5
104926,657041,"Lane Thomas",27,2023,"WSH",156,682,628,168,101,36,3,28,294,101,86,36,176,11,20,5,0,7,6,39.6
104938,657077,"Alex Verdugo",27,2023,"BOS",139,602,546,144,89,37,5,13,230,81,54,45,93,6,5,3,0,5,13,28.4
105339,658668,"Edward Olivares",27,2023,"KC",107,385,354,93,54,23,4,12,160,47,36,22,64,7,11,5,0,2,8,34
107930,669720,"Austin Hays",27,2023,"BAL",142,566,520,143,89,36,2,16,231,76,67,38,141,3,5,1,0,5,12,51.3
108119,663993,"Nathaniel Lowe",27,2023,"TEX",161,724,623,163,105,38,3,17,258,89,82,93,165,5,1,0,0,3,22,47.2
109162,670770,"TJ Friedl",27,2023,"CIN",138,556,488,136,88,22,8,18,228,73,66,47,90,10,27,6,8,3,1,35.6
109519,669394,"Jake Burger",27,2023,,141,540,492,123,60,28,1,34,255,71,80,32,149,12,1,1,0,4,5,56.3
110445,676116,"Ryan Noda",27,2023,"OAK",128,495,406,93,54,22,1,16,165,63,54,77,170,10,3,1,0,2,7,41.3
111161,657136,"Connor Wong",27,2023,"BOS",118,403,371,87,51,25,2,9,143,55,36,22,134,6,8,2,3,1,5,32.7
125523,673490,"Ha-Seong Kim",27,2023,"SD",149,626,538,140,100,23,0,17,214,84,60,75,124,3,38,9,5,5,10,31
69600,606115,"Orlando Arcia",28,2023,"ATL",138,533,488,129,87,25,0,17,205,66,65,39,102,3,1,0,0,3,16,43.9
100502,621043,"Carlos Correa",28,2023,"MIN",133,580,514,118,69,29,2,18,205,60,65,59,131,4,0,0,0,3,30,50
101514,623912,"Harold Ramírez",28,2023,"TB",122,434,400,125,92,19,2,12,184,58,68,22,79,6,5,3,0,6,8,39.7
101568,623993,"Anthony Santander",28,2023,"BAL",153,656,591,152,82,41,1,28,279,81,95,55,152,6,5,1,0,4,14,48.1
101603,624413,"Pete Alonso",28,2023,"NYM",154,658,568,123,54,21,2,46,286,92,118,65,151,21,4,1,0,4,20,58.7
102559,641487,"J.P. Crawford",28,2023,"SEA",145,638,534,142,88,35,0,19,234,94,65,94,125,5,2,0,3,2,10,37.2
102612,641680,"Jonah Heim",28,2023,"TEX",128,500,456,118,72,28,0,18,200,61,95,40,95,1,2,0,0,3,11,52.5
102668,641857,"Ryan McMahon",28,2023,"COL",150,627,555,133,76,31,3,23,239,80,70,68,198,1,5,5,0,3,22,36.3
102745,642086,"Dominic Smith",28,2023,"WSH",146,586,527,134,100,21,1,12,193,57,46,47,91,10,1,1,0,2,12,31.6
103355,643289,"Mauricio Dubón",28,2023,"HOU",127,492,467,130,91,26,3,10,192,76,46,19,70,3,7,2,0,3,11,34.2
105147,657656,"Ramón Laureano",28,2023,,104,404,361,81,50,18,4,9,134,46,35,33,114,9,12,1,0,1,9,30.4
105437,664023,"Ian Happ",28,2023,"CHC",158,691,580,144,84,35,4,21,250,86,84,99,153,6,14,3,0,6,14,36
105439,656775,"Cedric Mullins",28,2023,"BAL",112,455,404,94,53,23,3,15,168,51,74,43,101,1,19,3,3,4,9,39.2
105574,643217,"Andrew Benintendi",28,2023,"CWS",149,621,562,147,106,34,2,5,200,72,45,52,89,3,13,2,1,3,13,20.8
105993,664034,"Ty France",28,2023,"SEA",158,665,587,147,103,32,0,12,215,79,58,43,117,34,1,0,0,1,26,32.9
106969,664702,"Myles Straw",28,2023,"CLE",146,518,462,110,88,18,3,1,137,52,29,42,97,2,20,6,6,6,10,11.5
107284,664040,"Brandon Lowe",28,2023,"TB",108,436,377,87,50,15,1,21,167,58,68,50,119,6,7,0,0,3,12,41.4
107566,669743,"Alex Call",28,2023,"WSH",121,439,375,75,52,14,1,8,115,43,38,53,78,6,9,8,3,2,2,25.6
107752,669242,"Tommy Edman",28,2023,"STL",134,528,479,119,77,25,4,13,191,69,47,35,84,7,27,4,3,4,10,39.1
107811,641584,"Jake Fraley",28,2023,"CIN",110,380,336,86,53,18,0,15,149,41,65,37,71,6,21,5,0,1,7,43.9
108278,669221,"Sean Murphy",28,2023,"ATL",106,438,370,93,51,21,0,21,177,65,68,49,98,18,0,0,0,1,18,52.3
108437,670042,"Luke Raley",28,2023,"TB",117,406,357,89,44,23,3,19,175,56,49,28,128,18,14,3,1,2,3,46.4
108612,669257,"Will Smith",28,2023,"LAD",125,554,464,121,79,21,2,19,203,80,76,63,89,15,3,0,0,12,9,43.8
108977,656716,"Zach McKinstry",28,2023,"DET",145,518,464,107,73,21,4,9,163,60,35,44,113,5,16,6,2,3,3,35
109040,668804,"Bryan Reynolds",28,2023,"PIT",145,640,574,151,91,31,5,24,264,85,84,53,138,7,12,1,0,6,15,41.2
109161,668227,"Randy Arozarena",28,2023,"TB",151,654,551,140,95,19,3,23,234,95,83,80,156,18,22,10,0,5,12,40
110298,676801,"Chas McCormick",28,2023,"HOU",113,457,403,110,69,17,2,22,197,59,70,40,117,11,19,6,1,2,4,50.8
110715,667670,"Brent Rooker",28,2023,"OAK",137,526,463,114,63,20,1,30,226,61,69,49,172,10,4,0,0,4,12,57.4
111306,660271,"Shohei Ohtani",28,2023,"LAA",135,599,497,151,73,26,8,44,325,102,95,91,143,3,20,6,0,3,9,53.9
138164,673548,"Seiya Suzuki",28,2023,"CHC",138,583,515,147,90,31,6,20,250,75,74,59,130,2,6,7,0,7,9,45.3
69338,600869,"Jeimer Candelario",29,2023,,140,576,505,127,63,39,3,22,238,77,70,53,127,13,8,1,0,4,13,40.3
69455,602104,"Ramón Urías",29,2023,"BAL",112,396,360,95,66,22,3,4,135,45,42,27,101,8,3,1,0,1,10,17.8
69790,606466,"Ketel Marte",29,2023,"AZ",149,650,569,157,97,26,9,25,276,94,82,71,109,5,8,2,0,5,17,48.9
70399,596019,"Francisco Lindor",29,2023,"NYM",160,687,602,153,87,33,2,31,283,108,98,66,137,12,31,4,0,7,11,50.9
70607,608324,"Alex Bregman",29,2023,"HOU",161,724,622,163,106,28,4,25,274,103,98,92,87,8,3,1,0,2,23,44.7
70635,608369,"Corey Seager",29,2023,"TEX",119,536,477,156,81,42,0,33,297,88,96,49,88,4,2,1,0,6,10,52.3
100668,621566,"Matt Olson",29,2023,"ATL",162,720,608,172,88,27,3,54,367,127,139,104,167,4,1,0,0,4,13,59.8
105791,630105,"Jake Cronenworth",29,2023,"SD",127,522,458,105,64,24,7,10,173,54,48,46,97,11,6,1,1,5,11,31.5
105846,657557,"Paul DeJong",29,2023,,110,400,372,77,50,13,0,14,132,41,38,21,121,5,4,4,0,2,11,51.2
107095,664774,"LaMonte Wade Jr.",29,2023,"SF",133,519,429,110,77,14,2,17,179,64,45,76,95,6,2,0,4,4,4,43.8
107106,621493,"Taylor Ward",29,2023,"LAA",97,409,356,90,58,18,0,14,150,60,47,39,80,8,4,2,0,6,10,50
107168,621020,"Dansby Swanson",29,2023,"CHC",147,638,565,138,88,25,3,22,235,81,80,66,154,5,9,1,0,2,9,42
109138,666971,"Lourdes Gurriel Jr.",29,2023,"AZ",145,592,551,144,83,35,2,24,255,65,82,33,103,6,5,0,0,2,20,49.2
152764,807799,"Masataka Yoshida",29,2023,"BOS",140,580,537,155,104,33,3,15,239,71,72,34,81,7,8,0,0,2,20,38
66018,547180,"Bryce Harper",30,2023,"PHI",126,546,457,134,83,29,1,21,228,84,72,80,119,5,11,3,0,4,12,45.2
66982,592273,"Brandon Drury",30,2023,"LAA",125,523,485,127,68,30,3,26,241,61,83,25,136,8,0,2,0,5,16,50.8
67049,592518,"Manny Machado",30,2023,"SD",138,601,543,140,89,21,0,30,251,75,91,50,109,2,3,2,0,6,22,56
67248,593428,"Xander Bogaerts",30,2023,"SD",155,665,596,170,118,31,2,19,262,83,58,56,110,7,19,2,0,6,22,36.1
68066,595777,"Jurickson Profar",30,2023,,123,521,459,111,73,27,2,9,169,55,46,50,90,6,1,0,0,5,12,34.5
68091,596146,"Max Kepler",30,2023,"MIN",127,491,438,114,66,22,2,24,212,72,66,45,106,4,1,1,0,4,9,54.2
69667,606192,"Teoscar Hernández",30,2023,"SEA",160,678,625,161,104,29,2,26,272,70,93,38,211,8,7,2,0,7,7,44.3
70217,608070,"José Ramírez",30,2023,"CLE",156,691,611,172,107,36,5,24,290,87,80,73,73,1,28,6,0,6,13,42.5
70387,595879,"Javier Báez",30,2023,"DET",136,547,510,113,82,18,4,9,166,58,59,24,125,9,12,0,0,3,12,32.8
70430,605141,"Mookie Betts",30,2023,"LAD",152,693,584,179,99,40,1,39,338,126,107,96,107,8,14,3,0,5,5,42.9
70524,607043,"Brandon Nimmo",30,2023,"NYM",152,682,592,162,102,30,6,24,276,89,68,74,146,11,3,3,1,4,7,40.4
70775,605137,"Josh Bell",30,2023,,150,617,547,135,85,28,0,22,229,52,74,63,134,2,0,1,0,3,15,59.6
70799,605204,"J.D. Davis",30,2023,"SF",143,546,480,119,77,23,1,18,198,61,69,52,152,6,1,0,0,6,17,44.3
70917,607208,"Trea Turner",30,2023,"PHI",155,691,639,170,104,35,5,26,293,102,76,45,150,6,30,0,0,1,14,37.3
101614,624424,"Michael Conforto",30,2023,"SF",124,470,406,97,68,14,0,15,156,58,58,53,106,7,4,0,0,4,12,41.4
102293,628451,"Andy Ibáñez",30,2023,"DET",112,383,356,94,58,23,2,11,154,42,41,24,69,1,1,0,1,1,8,50
102503,641313,"Tim Anderson",30,2023,"CWS",123,524,493,121,100,18,2,1,146,52,25,26,122,3,13,2,0,2,15,19.2
103751,656941,"Kyle Schwarber",30,2023,"PHI",160,720,585,115,48,19,1,47,277,108,104,126,215,6,0,2,0,3,4,53.7
104744,656305,"Matt Chapman",30,2023,"TOR",140,581,509,122,64,39,2,17,216,66,54,62,165,8,4,2,0,2,4,42.4
105633,664913,"Seth Brown",30,2023,"OAK",112,378,343,76,42,19,1,14,139,33,52,30,101,2,3,1,1,2,6,48.5
106208,656582,"Connor Joe",30,2023,"PIT",132,472,413,102,56,31,4,11,174,63,42,50,110,8,3,5,0,1,4,25.4
109860,666969,"Adolis García",30,2023,"TEX",148,632,555,136,68,29,0,39,282,108,107,65,175,6,9,1,0,6,12,49.1
57850,527038,"Wilmer Flores",31,2023,"SF",126,454,405,115,70,22,0,23,206,51,60,41,63,5,0,0,0,3,14,62.7
59660,571771,"Enrique Hernández",31,2023,,137,508,465,110,76,23,0,11,166,57,61,34,97,3,4,1,0,6,18,36.8
60408,545341,"Randal Grichuk",31,2023,,118,471,434,116,67,31,2,16,199,65,44,29,96,6,2,2,0,2,11,32.3
66110,553993,"Eugenio Suárez",31,2023,"SEA",162,694,598,139,88,29,0,22,234,68,96,70,214,15,2,1,0,11,11,51.5
66719,575929,"Willson Contreras",31,2023,"STL",123,495,428,113,66,27,0,20,200,55,67,51,111,13,6,3,1,2,12,61.8
66955,592206,"Nick Castellanos",31,2023,"PHI",157,671,626,170,102,37,2,29,298,79,106,36,185,3,11,2,0,6,17,49.4
67072,592626,"Joc Pederson",31,2023,"SF",120,425,358,84,52,14,3,15,149,59,51,57,89,7,0,0,0,3,12,39
67098,592696,"Eddie Rosario",31,2023,"ATL",142,516,478,122,74,24,3,21,215,64,74,34,122,1,3,4,1,2,15,42.2
67156,592885,"Christian Yelich",31,2023,"MIL",144,632,550,153,99,34,1,19,246,106,76,78,140,3,28,3,0,1,16,30.2
68603,592450,"Aaron Judge",31,2023,"NYY",106,458,367,98,45,16,0,37,225,79,75,88,130,0,3,1,0,3,5,55.7
68660,592669,"Hunter Renfroe",31,2023,,139,548,498,116,65,31,0,20,207,60,60,44,125,3,0,0,0,3,16,50
70721,608841,"Joey Meneses",31,2023,"WSH",154,657,611,168,118,36,1,13,245,71,89,38,130,5,0,0,0,3,15,31
101618,624428,"Adam Frazier",31,2023,"BAL",139,455,412,99,63,21,2,13,163,59,60,32,68,4,11,4,4,2,6,28.8
101657,624585,"Jorge Soler",31,2023,"MIA",137,580,504,126,66,24,0,36,258,77,75,66,141,6,1,0,0,4,20,63.6
103417,643393,"Tony Kemp",31,2023,"OAK",122,419,359,75,54,13,3,5,109,42,27,44,40,6,15,4,7,3,11,33.3
103451,643446,"Jeff McNeil",31,2023,"NYM",156,648,585,158,119,25,4,10,221,75,55,39,65,18,10,0,3,3,6,41.3
103726,650490,"Yandy Díaz",31,2023,"TB",137,600,525,173,116,35,0,22,274,95,78,65,94,8,0,1,0,2,16,37.9
59145,542303,"Marcell Ozuna",32,2023,"ATL",144,592,530,145,75,29,1,40,296,84,100,57,134,3,0,0,0,2,11,59.5
59586,571448,"Nolan Arenado",32,2023,"STL",144,612,560,149,95,26,2,26,257,71,93,41,101,3,3,3,0,8,21,53.5
66057,553869,"Elias Díaz",32,2023,"COL",140,526,486,130,90,25,1,14,199,48,72,34,118,2,1,0,0,4,12,43.8
66594,572191,"Michael A. Taylor",32,2023,"MIN",125,388,355,78,42,14,1,21,157,48,51,26,130,3,13,1,3,1,9,54.2
67084,592663,"J.T. Realmuto",32,2023,"PHI",135,540,489,123,70,28,5,20,221,70,63,35,138,9,16,5,0,5,10,40
70327,543760,"Marcus Semien",32,2023,"TEX",162,753,670,185,112,40,4,29,320,122,100,72,110,5,14,3,0,5,8,40.2
99953,573262,"Mike Yastrzemski",32,2023,"SF",103,381,330,77,38,23,1,15,147,54,43,45,99,3,2,2,2,1,5,46.3
100007,571970,"Max Muncy",32,2023,"LAD",135,579,482,102,48,17,1,36,229,95,105,85,153,6,1,2,0,6,8,52.6
100121,572233,"Christian Walker",32,2023,"AZ",157,661,582,150,79,36,2,33,289,86,103,62,127,8,11,0,0,8,14,47.7
100496,621035,"Chris Taylor",32,2023,"LAD",115,384,338,80,49,15,1,15,142,51,56,41,125,4,16,3,0,1,3,37.3
103340,643265,"Garrett Cooper",32,2023,,121,457,422,106,70,18,1,17,177,42,61,31,132,2,0,0,0,2,16,50
103523,643565,"Mike Tauchman",32,2023,"CHC",107,401,337,85,59,18,0,8,127,64,48,56,86,4,7,1,1,3,4,26.6
55877,514888,"Jose Altuve",33,2023,"HOU",90,410,360,112,72,21,2,17,188,76,51,44,71,5,14,2,0,1,11,42.1
56289,518692,"Freddie Freeman",33,2023,"LAD",161,730,637,211,121,59,2,29,361,131,102,72,121,16,23,1,0,5,15,45.8
57335,521692,"Salvador Perez",33,2023,"KC",140,580,538,137,93,21,0,23,227,59,80,19,135,13,0,0,0,8,12,52.5
57396,518792,"Jason Heyward",33,2023,"LAD",122,377,334,90,52,23,0,15,158,56,40,34,64,3,2,2,0,3,7,50
57514,519203,"Anthony Rizzo",33,2023,"NYY",99,421,373,91,65,14,0,12,141,45,41,35,97,12,0,3,0,1,12,51.1
57556,519317,"Giancarlo Stanton",33,2023,"NYY",101,415,371,71,34,13,0,24,156,43,60,41,124,2,0,0,0,1,11,62.8
57919,543257,"Robbie Grossman",33,2023,"TEX",112,420,353,84,50,23,1,10,139,56,49,57,98,2,1,0,0,8,8,44.6
65992,543807,"George Springer",33,2023,"TOR",153,683,613,158,111,25,1,21,248,87,72,60,125,5,20,5,0,3,21,39.1
67964,595281,"Kevin Kiermaier",33,2023,"TOR",114,408,370,98,63,21,6,8,155,58,36,29,86,4,14,1,1,4,12,25.9
69159,542932,"Jon Berti",33,2023,"MIA",130,424,388,114,88,16,3,7,157,53,33,29,77,2,16,6,2,3,10,32.1
69854,607054,"Jace Peterson",33,2023,,130,430,374,79,59,10,4,6,115,35,37,47,101,4,15,2,2,3,7,31.4
