Name,Pos,Player Type,ETA,Age,Country,Current Team,Proj Team,Bonus,Ht,Wt,B,T,FV,Risk,Report,Video,PlayerId
"Jose Perdomo","3B","Int'l Amateur",2024,"17.8388888","Venezuela",,"ATL",5000000,"6' 1""","195","R","R","45","Med","Perdomo is expected to get the highest bonus in the 2024 class and reportedly has a verbal agreement with the Braves. While he isn't as likely to stay at shortstop as some of his peers, he may have the most polished hit/power combination in the whole group. He has easy pull-side power, with deft, precise control of the barrel working together to generate big all-around offense, enough that Perdomo could profile as an everyday bat even if he ends up in a corner. Perdomo does some slick things at shortstop, he's just rather stocky and slightly stiff compared to most typical top-of-the-class prospects. His vertical barrel variability is incredible for a player his age, though his front side is a little stiff through contact and he might be tested by pro breaking stuff in the bottom third of the zone. Perdomo has a great offensive foundation for an amateur prospect, and it might allow him to move quickly through the lower minors. This is pretty consistent with Atlanta's M.O. when they're operating at the top of the international market, though Perdomo has less physical projection and athleticism than most of the industry tends to associate with a $5 million prospect. Until he generates a season of data, it's tough to get an actual grip on just how good Perdomo's hit tool might be. If it is indeed exceptional, then Perdomo has big ceiling.",,
"Robert Arias","CF","Int'l Amateur",2024,"17.8583333","Dominican Republic",,"CLE",1900000,"6' 2""","180","L","L","45","Med","The Guardians always seem to have prospects who qualify as ""high-probability hitters"" atop their international signing class, and Arias is the most recent. Teams that manually track swings decisions and rates of squared-up contact in the international space indicate Arias' performance is very special. The lefty-hitting outfield prospect just seems to sear line drives all over the place despite a somewhat odd-looking swing. If you look past his choppy, downward cut, Arias checks all the boxes. He runs well, his broad-shouldered frame is very projectable, and he tracks pitches as if his eyes are fitted with some kind of baseball-seeking laser. He also makes flush, loud contact with remarkable consistency. There are scouts who think Arias needs to get much stronger, and others who view the way he's performed despite a lack of strength as encouraging. I am mostly in the latter camp. Arias' feel for the barrel is quite special and he could be a table-setting center fielder even if he fails to develop power.",,
"Yariel Rodríguez","SIRP","NPB",2024,"27.3666666","Cuba","Chunichi Dragons",,,"6' 1""","200","R","R","45","Med","Rodriguez’s fastball underwent a nearly three-tick velocity bump in 2022, going from sitting 92-93 mph to sitting 94-96 and touching 100 in a relief capacity for the Chunichi Dragons. The added velocity came with (and was likely because of) a full-time move to the bullpen, and Rodriguez posted a 1.15 ERA in his 54 innings. Then Rodriguez pitched for Cuba's 2023 WBC team as a starter. After a rough-looking February tuneup before the actual competition began, he was nasty across 65-to-70 pitches in each of his two WBC starts, when Yariel sat 95, touched 98, and bent in a good vertical breaking ball in the 83-87 mph range. After his WBC performance, Rodriguez chose to opt out of the 2023 NPB season and focus on training to come to MLB the following year. Chunichi put him on the restricted list and Rodriguez wasn’t heard from until October, when he threw live BP for teams in the Dominican Republic and looked like his usual self. 
There may be teams that view Rodriguez as a potential MLB starter because of his repertoire depth and brief success in the WBC, but hold your horses. He started for multiple seasons in Japan and wasn't very good, with a FIP near 5.00 in 2021 prompting a bullpen move the following year. He only came into impact velocity once he moved to the 'pen and there is zero evidence that he'd be able to sustain it as a starter, in fact quite the contrary. As a relief candidate, Rodriguez is exciting and has the stuff to pitch in higher-leverage innings. His vertical fastball/breaking ball combo looks similar to Peter Fairbanks' stuff (minus a few ticks of velo) and is on par with the second- or third- best reliever coming out of a contender's bullpen.","kFqDEzmdPrc","33838"
"Daiber De Los Santos","SS","Int'l Amateur",2024,"17.7944444","Dominican Republic",,"MIN",1900000,"6' 1""","170","R","R","40+","High","There was a point during the scouting process when it sounded like De Los Santos was going to be a Yankee, but instead he went back to the open market and is expected to get a $1.9 million deal from the Twins. There are some scouting concerns that De Los Santos is going to strike out a lot, but he checks every other box. He's an electric athlete with plus bat and foot speed, plus future raw power, and a huge arm. An athletic fit at shortstop due to his physical tools, De Los Santos' hit tool doesn't even have to be very good for him to make a big league impact if the rest of his skills are as advertised. He's one of the higher-variance international prospects in the 2024 class, which is really saying something.",,
"Yandel Ricardo","3B","Int'l Amateur",2024,"17.7944444","Cuba",,"KCR",2400000,"6' 2""","185","R","R","40+","High","Industry word-of-mouth once favored the Padres as suitors for Ricardo, but at some point things changed and he's now expected to join the Royals for a little shy of $2.5 million. Ricardo is a classic high-variance switch-hitting shortstop prospect with hit tool question marks. Some of those stem from his relative newness to switch hitting. His fledgling left-handed swing is long and sometimes out of control, but Ricardo swings with exciting verve and natural loft. There is no consensus about whether Ricardo will be able to stay at shortstop — international scouts and execs have mixed shortstop and third base projections here. Staying at short will give his risky hit tool some margin for error. Purely from a frame and profile standpoint, Ricardo is similar to Mets shortstop prospect Ronny Mauricio.",,
"Yuki Matsui","SIRP","NPB",2024,"28.7277777","Japan","Sendai Golden Eagles","SDP",,"5' 8""","167","L","L","40+","Med","Matsui's combination of splitter quality, fastball shape and angle, and excellent command make him a viable, platoon-neutral big league middle reliever. He first appeared on the International Players section of The Board last year when he posted the second-highest swinging strike rate in NPB behind Livan Moinelo (a name to stash away for next offseason). Despite sitting mostly 91-94 throughout the season, he ranked fourth in K% in 2023 among pitchers who threw at least 40 innings (32.4%) because his fastball misses a ton of bats at the letters thanks to its flat approach angle and vertical movement. The supremely athletic 5-foot-8 lefty has a due north arm slot that helps impart a nearly perfect back spinning axis on his fastball. Sometimes pitchers with this high a slot end up having a steep, downhill fastball angle, but Matsui's lack of size helps counterbalance that, and his bouncy on-mound athleticism should enable him to hold up across a typical 60-inning big league relief workload despite being so small. As pedestrian as Matsui's fastball velocity is, his splitter is quite firm (usually 86-88 mph). It's his most-used secondary pitch; his usage of it has increased in each of the last several seasons and grew to a career-high 35% in 2023. Matsui also has a true two-plane mid-80s slider that is of big league quality, but his usage of it was cut nearly in half in 2023, way down to 10%. It’s a good looking pitch and probably deserves more air time. Despite lacking typical big league reliever arm strength, Matsui looks like a very stable and versatile big league middle reliever. I've gassed his FV a little bit above my typical 40 FV for a role like this because Matsui's mix should enable him to get hitters of both handednesses out. That said, I don't think he has stuff quite on par with a contender's set-up man, which is more a 45 FV for me.","p23yG-9wJ18","33826"
"Jorge Quintana","SS","Int'l Amateur",2024,"17.2972222","Venezuela",,"MIL",1700000,"6' 2""","170","S","R","40+","Med","Quintana is the latest prospect to fit what seems to be Milwaukee's favorite archetype: the hitterish Venezuelan shortstop. Though scouts universally believe Quintana will need to get stronger, he is a virtual lock to stay at short and has fantastic, advanced feel for contact from both sides of the plate. There is some disagreement about how projectable Quintana is (he's a bit thicker than most hitters this age), but if he hits and plays shortstop, he'll be a high-floor utility prospect. If the power arrives, Quintana could be an impact player.",,
"Ashly Andujar","SS","Int'l Amateur",2024,"16.9805555","Dominican Republic",,"COL",1700000,"6' 1""","155","S","R","40+","High","This is a fairly bullish grade and placement for Andujar, who some scouts think is simply too frail to be a viable offensive player in pro ball. I'm willing to project more growth (literally) and skill development here because Andujar is so young. His skill foundation (switch-hitting feel for contact and great defensive actions) has him primed to break out if he can develop big league physicality. After initial rumors had the Yankees on Andujar, he is now poised to sign with Colorado for $1.3 million.",,
"Naibel Mariano","SS","Int'l Amateur",2024,"17.8777777","Dominican Republic",,"CIN",1650000,"6' 3""","170","R","R","40+","High","Mariano is a wiry shortstop prospect with a gorgeous swing, though there is disagreement in the international scouting community as to whether or not he's actually going to hit. He need only hit <em>enough</em> to tap into what could be explosive power at maturity. While some of the prospects in the 40+ FV tier have more present power than he does, Mariano has a better chance to stay at shortstop and should catch the others in the power department as he fills out. Variability around teams' assessment of his hit tool is what makes Mariano more akin to a second-round draft prospect rather than a first.",,
"Dawel Joseph","CF","Int'l Amateur",2024,"17.1861111","Dominican Republic",,"SEA",3300000,"5' 10""","150","R","R","40+","High","Joseph, who reportedly has a verbal deal with Seattle for what would typically be a top-five bonus in any given year of about $3.5 million, is one of the fastest players in the 2024 class and is likely to remain at an up-the-middle position. While he'll show you glimpses of in-game power and certainly rotates with the sort of explosion that might lead to power eventually, Joseph will probably have to get much stronger to do extra-base damage against upper-level arms. His defensive foundation, overall athleticism, and wiry build support projection in this area. Scouts are mixed as to whether Joseph will be able to remain on the infield. About a year ago, he was written up at the site as a good-fielding shortstop prospect, and the Mariners might very well deploy him at short initially in pro ball, but as signing day has approached, I've talked to more and more scouts who think he's going to move to the outfield, where the hope is he retains enough speed to remain in center.",,
"Luis Cova","CF","Int'l Amateur",2024,"17.475","Venezuela",,"MIA",1400000,"6' 2""","175","R","R","40+","High","Cova is a tall, long-levered, projectable outfield prospect who seemed to last deeper into the international scouting process than most premium prospects before reportedly agreeing to a $1.4 million deal with Miami. Cova's combination of physical projection and present skill makes him one of the more well-rounded players in the 2024 international class. Scouts are split as to whether his frame will eventually cause him to outgrow center field, but there is general agreement that he is both currently fast enough to give it a try and that he has a promising enough hit/power combination to profile in a corner if he has to move. Cova is currently a little less twitchy and explosive (he's more elegant and smooth) than some of the other excellent prospects in the class, sliding him a FV tier below the top group.",,
"Francisco Vilorio","RF","Int'l Amateur",2024,"17.7277777","Dominican Republic",,"NYY",1700000,"6' 3""","175","R","R","40+","High","The Yankees rookie ball rosters are full of ultra muscular power hitting prospects and Vilorio is going to join those ranks when he signs for approximately $1.7 million. Vilorio is much stronger and more physically mature than the typical international amateur prospect, and he has the power to match, thump he can generate with wrist-flicking ease. That strength has come on during the last year and a half or so. Vilorio stopped showcasing for teams once he had a verbal deal with the Yankees and put on a ton of muscle behind the scenes before reemerging closer to signing day with a body-builder's physique. There aren't many meaningful scouting thoughts around Vilorio's hit tool due to a lack of looks, but as a corner outfield prospect, he'll need to have a good one to profile.",,
"Yovanny Rodriguez","C","Int'l Amateur",2024,"17.7083333","Dominican Republic",,"NYM",2850000,"5' 11""","180","R","R","40+","High","Rodriguez, expected to get just north of $2.5 million from the Mets, has a classic power-hitting catcher skill set in a scaled-down Gary Sánchez mold. Built to withstand the rigors of a full season of catching, the broad-shouldered Rodriguez has big pull power and arm strength.",,
"Yunior Arias","RF","Int'l Amateur",2024,"17.7944444","Dominican Republic",,"TOR",900000,"6' 4""","190","R","R","40","High","Arias was one of the first couple of prospects from this class who was widely known about, and he was originally rumored to have a $2 million agreement with the Blue Jays that now seems to have come down to just shy of $1 million for reasons that are unclear. While he's almost certainly a corner-only defender, Arias' hit/power combination is lauded by scouts and not all that different from those of the 45 FV corner outfielders near the top of the class. Teams aren't sure what happened here to cause Arias' bonus to come in below what their/my initial intel suggested.",,
"Belfi Rivera","CF","Int'l Amateur",2024,"17.6","Dominican Republic",,"ARI",1800000,"5' 11""","160","L","L","40","High","Rivera is a projectable speedster with a clean lefty swing. His footwork in the box isn't always great, but Rivera's hands are smooth and authoritative for an athlete his size. Rivera has among the better chances to retain his plus speed and stay in center field. His route to an everyday role is more likely to come via a balanced hit/power combo rather than a truly plus offensive tool.",,
"Jhonaykel Ugarte","3B","Int'l Amateur",2024,"17.3611111","Dominican Republic",,"KCR",1300000,"6' 2""","190","R","R","40","High","Ugarte's gotten stronger as signing day has approached, and while that's likely sealed his fate as a future third baseman rather than a potential shortstop, his hit/power combination excites scouts. Every scout I talked to thought Ugarte belonged higher up on this list than where he'd rank if we just lined up players based on their bonus. His hands are quiet but explosive, and his bat path is on plane with the pitch for most of its journey. Ugarte's rumored deal is for $1.3 million with the Royals.",,
"Emilio Sanchez","SS","Int'l Amateur",2024,"17.275","Dominican Republic",,"BAL",1300000,"6' 1""","170","L","R","40","Med","Sanchez is a well-rounded switch-hitting infielder who can do a little bit of everything. He's a smooth operator in the batter's box and on the infield dirt. Sanchez's frame is small-ish, but well-composed. Scouts are divided as to whether he'll grow into as much meaningful strength and power as the similarly skilled shortstops in the 40+ FV tier, making Sanchez more of a high-floor utility prospect than a potential impact player at this stage.",,
"Abdiel Feliz","SS","Int'l Amateur",2024,"17.4138888","Dominican Republic",,"PIT",1200000,"6' 0""","160","S","R","40","High","Feliz checks a lot of the scouting boxes I covet; he's a projectable switch-hitting shortstop and a graceful athlete. His swing is a bit long and loping, but he may be able to shorten up as he gets stronger. The Pirates rumored commitment to Feliz is for about $1.2 million.",,
"Luis Peña","SS","Int'l Amateur",2024,"17.6916666","Dominican Republic",,"MIL",800000,"5' 11""","165","R","R","40","Med","Straight out of Brewers' infield prospect central casting comes Peña, who is like a little Eric Brown clone. Peña's well-built, medium frame and top-hand-driven swing generate doubles pop. He may have a special enough hit tool to profile as an everyday second baseman if he can't stick at short, which scouts were split on. There are also a couple of teams that don't have much info on Peña for whatever reason; his expected bonus of $850,000 was one of the last ones I could get confirmed during the making of this list.",,
"Eric Stout","SIRP","CPBL",2024,"31.3194444","Butler","Chinatrust Brothers",,,"6' 3""","205","L","L","40","Med","Stout signed a minor league deal with the Cubs last offseason, but they released him in April. He then signed a minor league deal with the Mariners, who released him in July so Stout could pursue an opportunity in Taiwan. He doesn't throw all that hard, usually 90-92 mph as a starter, but the uphill angle on Stout's fastball and the length of his low-80s sweeper are the sort of quantifiable traits many teams covet. Especially if he's shifted to relief, there might be more velocity and a more comfortable second bullpen lefty profile here.","oL1pCYpZEGM","16873"
"Humberto Cruz","SP","Int'l Amateur",2024,"17.5944444","Mexico",,"SDP",700000,"6' 0""","150","R","R","40","Med","Cruz, who hails from Monterrey, is another in the long line of interesting Mexican pitching prospects seemingly headed for the Padres org. Cruz is loose and rather projectable despite his small-ish listed height. His gorgeous delivery is similar to Brandon Pfaadt's and Sandy Alcantara's; everything is connected and fluid, enabling Cruz to fill the zone with upper-80s sinkers. He has a shapely (albeit inconsistent) breaking ball and tailing changeup that round out a nascent starter's pitch mix.",,
"Woo Suk Go","SIRP","KBO",2024,"25.9611111","South Korea","LG Twins","SDP",,"6' 0""","198","R","R","40","Med","A powerful, compact athlete with big arm speed, Go is a solid middle-inning relief prospect with a bevy of offerings. He mostly leans on his mid-90s fastball (sitting 93-95 mph, up to 98) and low-90s cutter, but he'll occasionally break off a nasty 12-to-6 curveball, too. He led the KBO in saves (42) and K%-BB% (24.6%) in 2022, and was first in K% among pitchers with at least 30 innings in 2023, his second consecutive season with a strikeout rate in the 31-32% range. His feel for release is a bit inconsistent, likely limiting him to the middle innings in MLB.","P_tZWc6ZGis","sa3012630"
"Naoyuki Uwasawa","SP","NPB",2024,"30.4611111","Japan","Hokkaido Fighters",,,"6' 1""","194","R","R","40","Med","Uwasawa is a durable, strike-throwing kitchen sink righty whose stuff might be a tad better than it has played in Japan. He currently works with six different pitches, including a distinct changeup and splitter (differences in velo and spin make them easier to tell apart), and he might be better served by paring down his repertoire somewhat in MLB. Uwasawa, who worked 170 innings in 2023, has some sneaky carry on a 90 mph fastball, and he can create depth on his two slower breaking balls, but he only struck out 17% of opposing hitters in Japan. The chase rate, per Synergy, on his splitter and cutter are way better than that of his other secondary pitches, so perhaps those two will see greater usage if Uwasawa signs with a big league club looking for a consistent fifth starter.","qngfm9kCkhg","33828"
"Jhonny Level","2B","Int'l Amateur",2024,"17.3138888","Venezuela",,"SFG",998000,"5' 10""","160","S","R","40","Med","Level is very strong — he won't yet be 17 on signing day and yet he's built like Jasson Domínguez was as an amateur, with huge pythons, pecs, and traps. A lack of arm strength will likely limit him to second base, putting pressure on his offensive tools to be loud enough for him to be an everyday player. As you can imagine, there's practically no raw power projection here because Level is already so strong and maxed out. The good news is scouts like his hit tool enough to give him a puncher's chance to be an everyday guy.",,
"Richard Matic","3B","Int'l Amateur",2024,"16.9888888","Dominican Republic",,"NYY",850000,"6' 2""","230","R","R","40","High","You see massive, power-hitting prospects all over the Yankees' rookie ball backfields and Matic is of that ilk, built like a high school edge rusher prospect. He has big power and is much more graceful and athletic than most players this size. Matic's hands fire from a kind of dead stop. His swing isn't all that long, but he's still often pretty late into the contact area. If he continues to get stronger, his ability to be mechanically simple and more consistently on time should grow. While Matic is admirably agile on defense right now, it's pretty realistic to project an athlete of his size to first base. For now, I've given him some chance to stay at third.",,
"Luis Rives","RF","Int'l Amateur",2024,"19.7722222","Cuba",,"HOU",1000000,"6' 3""","185","S","R","40","High","Houston has often targeted Cuban players in the international amateur space, and they again have a couple of older prospects from the island set to get fairly big bonuses this year. The best of them is Rives, a powerful, switch-hitting outfielder whose agreement was first reported in March by Cuban journalist Francys Romero. Sources tell FanGraphs that Rives will get about $1 million. Rives is built like an Abercrombie model and has very dangerous power from both sides of the plate. His power stands apart from the other prospects in this class partially because Rives is two or three years older than most of his peers. The quality of pitching that he faced in Cuba does not allow for reliable statistical conversion, so we're talking about a hit tool (and player) of extreme variance and risk. Switch-hitters with this much power don't exactly grow on trees, so it feels fine to allocate about this much pool space to a profile like Rives' even with the cloudy contact forecast.",,
"Angel Brachi","2B","Int'l Amateur",2024,"17.5472222","Venezuela",,"TBR",800000,"5' 10""","160","R","R","40","Med","Brachi is a gritty scout favorite with limited tools but advanced baseball acumen and feel to hit. He's compactly built and performed from a contact standpoint as an amateur, so it's no surprise he reportedly has a verbal deal with Tampa Bay for about $800,000.",,
