"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
115058,680983,"Kelvin Cáceres",23,2023,"LAA",2,0,0,1.3,0,0,0,0,0,6.75,1,1,2,0,0,0,2,2,1,0,8,36
118309,672282,"Reid Detmers",23,2023,"LAA",28,28,0,148.7,4,10,0,0,0,4.48,81,74,93,28,1,19,228,60,168,13,644,2599
119330,669438,"Mason Englert",23,2023,"DET",31,1,0,56,4,3,0,3,2,5.46,39,34,39,14,2,12,121,17,41,2,253,959
119979,678606,"Jose A. Ferrer",23,2023,"WSH",39,0,0,34,3,0,0,2,5,5.03,19,19,28,5,0,4,54,13,25,1,142,559
126657,669461,"Matthew Liberatore",23,2023,"STL",22,11,0,61.7,3,6,0,0,2,5.25,42,36,37,22,2,5,107,25,46,5,275,1059
131358,681857,"Reese Olson",23,2023,"DET",21,18,0,103.7,5,7,0,0,1,3.99,49,46,53,13,3,14,144,33,103,1,422,1710
134211,680689,"Lyon Richardson",23,2023,"CIN",4,4,0,16.7,0,2,0,0,0,8.64,16,16,8,3,0,6,38,15,12,0,81,331
134746,680570,"Grayson Rodriguez",23,2023,"BAL",23,23,0,122,7,4,0,0,0,4.35,62,59,83,18,4,16,195,42,129,2,515,2104
135070,680723,"Drew Rom",23,2023,"STL",8,8,0,33.7,1,4,0,0,0,8.02,34,30,27,14,3,7,92,19,32,0,170,671
136890,681217,"Chase Silseth",23,2023,"LAA",16,8,0,52.3,4,1,0,1,1,3.96,26,23,23,9,0,9,77,26,56,2,221,888
139369,682842,"Abner Uribe",23,2023,"MIL",32,0,0,30.7,1,0,1,1,8,1.76,8,6,13,2,1,0,20,20,39,1,127,518
139673,672841,"Carlos Vargas",23,2023,"AZ",5,0,0,4.7,0,0,0,0,0,5.79,3,3,3,0,0,2,11,4,7,1,22,81
140142,680767,"Victor Vodnik",23,2023,"COL",6,0,0,8.7,1,0,0,0,0,8.31,9,8,12,3,0,0,18,3,12,0,44,186
140479,677960,"Ryan Weathers",23,2023,,15,12,0,57.7,1,8,0,1,1,6.55,44,42,40,15,1,12,121,29,43,1,257,1072
140736,669391,"Owen White",23,2023,"TEX",2,0,0,4,0,1,0,0,0,11.25,5,5,3,0,0,2,11,2,4,0,19,68
140930,668909,"Gavin Williams",23,2023,"CLE",16,16,0,82,3,5,0,0,0,3.29,32,30,39,17,2,8,111,37,81,4,345,1385
143656,686218,"Emmet Sheehan",23,2023,"LAD",13,11,0,60.3,4,1,1,0,0,4.92,33,33,24,10,1,11,91,26,64,1,248,1031
149873,694037,"Daniel Palencia",23,2023,"CHC",27,0,0,28.3,5,3,0,1,2,4.45,16,14,15,3,1,3,36,14,33,2,119,494
151380,696147,"Sam Bachman",23,2023,"LAA",11,0,0,17,1,2,1,1,2,3.18,7,6,16,0,1,0,19,11,14,1,77,316
151582,696136,"Jordan Wicks",23,2023,"CHC",7,7,0,34.7,4,1,0,0,0,4.41,17,17,19,9,0,5,57,11,24,0,147,583
151691,693433,"Bryan Woo",23,2023,"SEA",18,18,0,87.7,4,5,0,0,0,4.21,44,41,48,12,2,13,130,31,93,7,371,1448
106074,660813,"Brusdar Graterol",24,2023,"LAD",68,1,0,67.3,4,2,7,1,19,1.2,14,9,42,7,1,3,71,12,48,2,257,929
107604,666721,"Max Castillo",24,2023,"KC",7,0,0,20.3,0,1,0,0,0,4.43,10,10,13,4,1,2,32,9,10,3,89,341
107828,665620,"Deivi García",24,2023,,8,0,0,15,0,1,1,0,0,2.4,9,4,2,5,0,2,20,12,10,1,67,289
108274,662253,"Andrés Muñoz",24,2023,"SEA",52,0,0,49,4,7,13,3,14,2.94,20,16,28,10,0,2,56,22,67,5,211,836
108618,666277,"George Soriano",24,2023,"MIA",26,1,0,52,0,0,1,1,0,3.81,26,22,31,9,0,6,73,23,52,5,228,883
108619,667755,"José Soriano",24,2023,"LAA",38,0,0,42,1,3,0,1,15,3.64,22,17,25,3,1,4,50,23,56,7,185,670
108826,666364,"Jordan Balazovic",24,2023,"MIN",18,0,0,24.3,1,0,0,0,2,4.44,13,12,17,3,1,5,46,12,17,0,108,392
108978,665622,"Luis Medina",24,2023,"OAK",23,17,0,109.7,3,10,0,0,0,5.42,73,66,61,31,3,14,188,57,106,8,495,1945
109125,670970,"Adrian Morejon",24,2023,"SD",8,1,0,9,0,0,0,0,0,7,7,7,9,4,0,1,21,5,8,0,44,161
109279,670871,"Guillo Zuñiga",24,2023,"STL",2,0,0,2,0,0,0,0,0,4.5,1,1,1,1,0,0,3,0,4,0,8,43
109297,672851,"Joan Adon",24,2023,"WSH",12,10,0,51.7,2,4,0,0,0,6.45,37,37,34,18,0,8,102,24,48,3,240,924
109661,674444,"Steven Cruz",24,2023,"KC",10,4,0,12.7,0,0,0,0,0,4.97,7,7,5,4,1,1,20,11,15,1,62,244
109681,668470,"Hagen Danner",24,2023,"TOR",1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
110202,673111,"José Lopez",24,2023,"TB",1,0,0,2,0,0,0,0,0,4.5,1,1,2,1,0,0,4,1,2,0,10,51
111112,669022,"MacKenzie Gore",24,2023,"WSH",27,27,0,136.3,7,10,0,0,0,4.42,71,67,86,19,2,27,238,57,151,1,582,2461
111151,676206,"Freddy Tarnok",24,2023,"OAK",5,1,0,14.7,1,1,0,0,0,4.91,8,8,3,4,0,4,27,11,14,0,65,286
111203,669084,"DL Hall",24,2023,"BAL",18,0,0,19.3,3,0,0,1,2,3.26,8,7,11,5,0,2,29,5,23,0,81,370
111327,671096,"Andrew Abbott",24,2023,"CIN",21,21,0,109.3,8,6,0,0,0,3.87,47,47,59,24,1,16,174,44,120,1,459,1897
111773,671106,"Logan Allen",24,2023,"CLE",24,24,0,125.3,7,8,0,0,0,3.81,55,53,83,28,0,16,203,48,119,1,537,2134
113331,678394,"Brayan Bello",24,2023,"BOS",28,28,0,157,12,11,0,0,0,4.24,77,74,103,36,2,24,277,45,132,6,668,2614
113630,676440,"Tanner Bibee",24,2023,"CLE",25,25,0,142,10,4,0,0,0,2.98,49,47,83,26,0,13,187,45,141,5,585,2323
114833,676475,"Alec Burleson",24,2023,"STL",2,0,0,1.7,0,0,0,0,0,21.6,4,4,7,0,0,1,11,0,1,0,13,45
115926,677944,"Slade Cecconi",24,2023,"AZ",7,4,0,27,0,1,0,0,0,4.33,13,13,14,8,1,4,49,4,20,2,111,417
117185,676979,"Garrett Crochet",24,2023,"CWS",13,0,0,12.7,0,2,0,1,0,3.55,6,5,7,4,0,1,19,13,12,1,64,292
117434,675540,"Xzavion Curry",24,2023,"CLE",41,9,0,95,3,4,0,0,0,4.07,47,43,62,22,2,12,160,30,67,2,404,1495
119526,669093,"Jeremiah Estrada",24,2023,"CHC",12,0,0,10.7,0,0,0,0,1,6.75,8,8,6,2,0,4,26,12,13,0,56,237
122708,676106,"Emerson Hancock",24,2023,"SEA",3,3,0,12,0,0,0,0,0,4.5,6,6,12,0,0,1,16,3,6,0,49,194
129445,676272,"Bobby Miller",24,2023,"LAD",22,22,0,124.3,11,4,0,0,0,3.76,53,52,68,22,3,12,169,32,119,6,505,1961
129452,682243,"Bryce Miller",24,2023,"SEA",25,25,0,131.3,8,7,0,0,0,4.32,64,63,70,36,0,18,214,26,119,7,537,2095
129665,669387,"Carmen Mlodzinski",24,2023,"PIT",35,1,0,36,3,3,1,1,10,2.25,14,9,21,4,0,3,41,18,34,1,152,617
130608,677053,"Andrew Nardi",24,2023,"MIA",63,0,0,57.3,8,1,3,1,17,2.67,18,17,27,11,0,7,77,21,73,4,237,958
131491,682847,"Luis L. Ortiz",24,2023,"PIT",18,15,0,86.7,5,5,0,0,0,4.78,50,46,71,14,1,13,154,48,59,2,400,1460
131748,669467,"Andre Pallante",24,2023,"STL",62,0,0,68,4,1,0,5,14,4.76,37,36,54,16,0,6,110,30,43,3,302,1138
135525,671131,"Jackson Rutledge",24,2023,"WSH",4,4,0,20,1,1,0,0,0,6.75,15,15,15,5,0,4,41,6,12,2,88,346
137960,675911,"Spencer Strider",24,2023,"ATL",32,32,0,186.7,20,5,0,0,0,3.86,85,80,92,29,3,22,247,58,281,9,763,3087
139775,681190,"Randy Vásquez",24,2023,"NYY",11,5,0,37.7,2,2,0,0,0,2.87,12,12,18,7,0,5,52,18,33,4,166,669
141191,680232,"Jackson Wolf",24,2023,"SD",1,1,0,5,1,0,0,0,0,5.4,3,3,5,1,0,0,7,1,1,0,22,75
143704,686294,"Amos Willingham",24,2023,"WSH",18,0,0,24.3,0,2,0,0,0,6.66,18,18,21,6,0,8,65,9,15,1,116,457
143774,686613,"Hunter Brown",24,2023,"HOU",31,29,0,155.7,11,13,0,0,0,5.09,94,88,95,34,2,26,273,55,178,9,665,2720
144231,687145,"Evan Justice",24,2023,"COL",9,0,0,7.3,0,0,0,0,0,8.59,7,7,12,2,0,0,16,8,7,1,42,169
144406,686842,"McKinley Moore",24,2023,"PHI",3,0,0,3.3,0,0,0,0,0,18.9,7,7,1,3,0,1,11,5,2,2,21,86
144670,686839,"Brendan White",24,2023,"DET",33,2,0,40.7,2,3,0,0,1,5.09,25,23,28,8,0,4,60,15,44,5,177,655
145031,687798,"Nick Robertson",24,2023,,18,1,0,22.3,0,1,0,1,1,6.04,19,15,18,7,2,3,50,9,26,0,106,393
147697,689172,"Brett Wisely",24,2023,"SF",1,0,0,1,0,0,0,0,0,9,1,1,0,0,0,1,4,0,0,0,4,11
148627,693312,"Kyle Nicolas",24,2023,"PIT",4,0,0,5.3,0,0,0,0,1,11.81,7,7,4,2,0,1,12,4,7,1,26,111
148629,693821,"Bryce Elder",24,2023,"ATL",31,31,0,174.7,12,4,0,0,0,3.81,79,74,106,32,3,19,255,63,128,8,732,2842
148632,694297,"Brandon Pfaadt",24,2023,"AZ",19,18,0,96,3,9,0,0,0,5.72,63,61,59,25,3,22,206,26,94,3,421,1612
148638,694363,"Jared Shuster",24,2023,"ATL",11,11,0,52.7,4,3,0,0,0,5.81,34,34,34,10,2,7,88,26,30,1,230,864
148650,694813,"Gavin Stone",24,2023,"LAD",8,4,0,31,1,1,1,1,0,9,32,31,27,10,1,8,82,13,22,2,152,547
151615,695243,"Mason Miller",24,2023,"OAK",10,6,0,33.3,0,3,0,0,1,3.78,15,14,17,4,1,2,36,16,38,3,139,609
105737,661403,"Emmanuel Clase",25,2023,"CLE",75,0,0,72.7,3,9,44,12,0,3.22,37,26,52,12,0,4,92,16,64,1,302,1120
105834,660787,"Yerry De Los Santos",25,2023,"PIT",22,0,0,24.3,1,1,0,0,3,3.33,10,9,11,4,1,1,26,13,18,1,104,397
105894,661395,"Jhoan Duran",25,2023,"MIN",59,0,0,62.3,3,6,27,5,1,2.45,25,17,32,8,0,6,72,25,84,4,255,1017
105942,665734,"Angel Felipe",25,2023,"OAK",14,0,0,15,1,1,0,1,4,4.2,7,7,5,1,0,0,7,13,19,1,64,271
106153,660634,"Yonny Hernández",25,2023,"LAD",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,10
106650,660906,"Francisco Pérez",25,2023,"OAK",17,1,0,16.7,1,2,0,1,0,5.94,12,11,11,4,2,0,25,8,14,1,74,308
106774,660730,"Elvin Rodriguez",25,2023,"TB",1,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,47
106940,647336,"Michael Soroka",25,2023,"ATL",7,6,0,32.3,2,2,0,0,0,6.4,23,23,19,8,0,9,71,12,29,4,145,537
106975,660761,"José Suarez",25,2023,"LAA",11,7,0,33.7,1,3,0,0,2,8.29,32,31,28,8,0,10,84,20,28,1,165,618
107170,663465,"Kolby Allard",25,2023,"ATL",4,3,0,12.3,0,1,0,0,0,6.57,9,9,11,3,0,2,25,4,13,0,56,199
107172,663474,"Triston McKenzie",25,2023,"CLE",4,4,0,16,0,3,0,0,0,5.06,9,9,6,4,1,1,21,13,16,0,73,300
107428,665871,"Javier Assad",25,2023,"CHC",32,10,0,109.3,5,3,0,1,3,3.05,38,37,59,18,3,13,156,41,94,3,449,1710
107530,666745,"Jhony Brito",25,2023,"NYY",25,13,0,90.3,9,7,1,0,1,4.28,47,43,48,18,2,14,146,28,72,4,372,1445
107559,665795,"Edward Cabrera",25,2023,"MIA",22,20,0,99.7,7,7,0,0,0,4.24,48,47,49,18,0,11,129,66,118,4,434,1802
107732,666808,"Camilo Doval",25,2023,"SF",69,0,0,67.7,6,6,39,8,0,2.93,32,22,38,10,0,3,70,26,87,8,281,1138
107817,666818,"Luis Frías",25,2023,"AZ",29,0,0,31,1,0,0,1,1,4.06,14,14,16,11,0,3,50,17,26,2,139,539
108272,666205,"Kyle Muller",25,2023,"OAK",21,13,0,77,1,5,0,1,0,7.6,65,65,73,22,1,16,184,39,56,3,372,1454
108504,666720,"Yerry Rodríguez",25,2023,"TEX",13,1,0,13.7,0,1,0,1,0,7.9,12,12,12,7,0,1,30,6,15,0,66,278
108756,666214,"Joey Wentz",25,2023,"DET",25,19,0,105.7,3,13,0,0,0,6.9,87,81,78,26,2,25,236,47,98,0,492,1930
108918,669796,"Jose E. Hernandez",25,2023,"PIT",50,0,0,50.7,1,3,0,2,5,4.97,30,28,22,15,1,9,91,22,62,1,223,861
108966,666159,"Matt Manning",25,2023,"DET",15,15,0,78,5,4,0,0,0,3.58,37,31,38,9,2,11,106,21,50,5,316,1179
108971,669160,"Dustin May",25,2023,"LAD",9,9,0,48,4,1,0,0,0,2.63,14,14,18,10,0,1,42,16,34,2,187,727
108975,668834,"Easton McGee",25,2023,"SEA",1,1,0,6.7,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,22,64
109005,670912,"Johan Oviedo",25,2023,"PIT",32,32,1,177.7,9,14,0,0,0,4.31,91,85,96,41,5,19,269,83,158,13,781,2980
109022,666207,"Riley Pint",25,2023,"COL",1,0,0,0.3,0,0,0,0,0,27,1,1,0,1,0,0,2,3,0,0,5,20
109094,670955,"Edwin Uceta",25,2023,"NYM",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,11,51
109108,669060,"Bryse Wilson",25,2023,"MIL",53,0,0,76.7,6,0,3,1,5,2.58,26,22,33,16,2,9,107,22,61,2,314,1156
109126,666208,"Alex Speas",25,2023,"TEX",3,0,0,2,0,2,0,1,1,13.5,3,3,2,0,0,0,2,5,4,0,12,65
109128,666129,"Braxton Garrett",25,2023,"MIA",31,30,0,159.7,9,7,0,0,0,3.66,68,65,93,37,4,20,259,29,156,11,659,2479
109131,666142,"Cole Ragans",25,2023,,29,12,0,96,7,5,0,0,3,3.47,40,37,51,10,2,7,105,41,113,2,392,1584
109135,666200,"Jesús Luzardo",25,2023,"MIA",32,32,0,178.7,10,10,0,0,0,3.58,79,71,94,43,3,22,277,55,208,6,741,2987
109267,666168,"Mason Thompson",25,2023,"WSH",51,0,0,54,4,4,1,3,10,5.5,35,33,46,10,2,4,88,22,44,4,240,895
109278,670174,"Josh Winckowski",25,2023,"BOS",60,1,0,84.3,4,4,3,4,19,2.88,34,27,65,15,0,9,131,31,82,3,367,1386
109477,675989,"Cody Bolton",25,2023,"PIT",16,0,0,21.3,1,0,0,0,1,6.33,15,15,19,8,0,3,47,15,22,1,107,455
109526,676130,"José Buttó",25,2023,"NYM",9,7,0,42,1,4,0,0,0,3.64,17,17,26,3,1,3,47,23,38,0,179,733
109974,669724,"Brenan Hanifee",25,2023,"DET",3,0,0,5,0,0,0,0,0,5.4,3,3,6,1,0,1,12,0,3,0,23,89
110110,676689,"Ricky Karcher",25,2023,"CIN",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,21
110745,674285,"Eduardo Salazar",25,2023,"CIN",8,0,0,12.3,1,0,0,0,0,8.03,11,11,13,3,0,0,19,5,5,4,61,239
111286,669432,"Trevor Rogers",25,2023,"MIA",4,4,0,18,1,2,0,0,0,4,9,8,13,1,0,2,23,6,19,3,79,330
111459,670183,"Garrett Acton",25,2023,"OAK",6,0,0,5.7,0,0,0,0,0,12.71,8,8,2,4,0,3,22,5,5,1,32,124
112439,668933,"Graham Ashcraft",25,2023,"CIN",26,26,0,145.7,7,9,0,0,0,4.76,78,77,98,23,4,23,248,52,111,10,624,2312
114186,674003,"Cody Bradford",25,2023,"TEX",20,8,0,56,4,3,0,0,0,5.3,33,33,28,15,2,11,108,12,51,1,234,972
114244,666374,"Matt Brash",25,2023,"SEA",78,0,0,70.7,9,4,4,5,24,3.06,26,24,51,9,2,3,87,29,107,6,308,1304
114683,663460,"Kris Bubic",25,2023,"KC",3,3,0,16,0,2,0,0,0,3.94,7,7,15,3,0,1,25,2,16,1,68,264
115227,663462,"Isaiah Campbell",25,2023,"SEA",27,0,0,28.7,4,1,1,0,2,2.83,9,9,16,3,1,2,33,13,33,1,120,478
122051,680686,"Josiah Gray",25,2023,"WSH",30,30,0,159,8,13,0,0,0,3.91,72,69,100,29,1,22,249,80,143,9,698,2812
123283,674072,"Tommy Henry",25,2023,"AZ",17,16,0,89,5,4,0,0,0,4.15,42,41,55,17,2,12,143,35,64,4,381,1389
123905,668970,"Gavin Hollowell",25,2023,"COL",26,0,0,33.7,2,0,1,1,3,5.88,23,22,17,5,1,8,62,18,32,6,154,609
124245,669165,"Kyle Hurt",25,2023,"LAD",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,24
125309,666154,"Karl Kauffmann",25,2023,"COL",11,3,0,35,2,5,0,0,0,8.23,34,32,26,11,0,5,68,16,16,4,158,582
125609,669923,"George Kirby",25,2023,"SEA",31,31,1,190.7,13,10,0,0,0,3.35,74,71,122,28,7,22,287,19,172,6,757,2824
126846,666157,"Nick Lodolo",25,2023,"CIN",7,7,0,34.3,2,1,0,0,0,6.29,24,24,32,7,1,10,89,10,47,7,166,646
126961,682052,"Jacob Lopez",25,2023,"TB",4,1,0,12.3,1,0,1,0,0,4.38,7,6,9,4,1,0,20,2,8,2,54,193
127605,666201,"Alek Manoah",25,2023,"TOR",19,19,0,87.3,3,9,0,0,0,5.87,61,57,59,17,2,15,159,59,79,9,415,1689
127779,679525,"Alec Marsh",25,2023,"KC",17,8,0,74.3,3,9,0,0,0,5.69,50,47,39,17,5,16,152,39,85,9,342,1342
128809,669111,"John McMillon",25,2023,"KC",4,0,0,4,0,0,0,0,0,2.25,1,1,0,0,0,1,4,0,8,0,13,55
130453,669684,"Chris Murphy",25,2023,"BOS",20,0,0,47.7,1,2,1,0,0,4.91,27,26,31,14,0,5,79,17,49,1,212,870
130644,679346,"Edgar Navarro",25,2023,"CWS",8,0,0,8.7,0,0,0,0,0,7.27,7,7,6,3,0,2,20,2,9,2,39,150
130740,669194,"Ryne Nelson",25,2023,"AZ",29,27,0,144,8,8,0,0,0,5.31,87,85,88,37,10,24,288,46,96,1,619,2355
132346,671111,"Sammy Peralta",25,2023,"CWS",16,0,0,20,2,0,0,0,0,4.05,11,9,11,6,0,2,31,11,18,0,90,379
132835,663455,"Konnor Pilkington",25,2023,"CLE",1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,8,40
135874,663485,"Cole Sands",25,2023,"MIN",15,0,0,21.7,0,0,0,0,0,3.74,10,9,11,5,0,4,37,14,21,0,99,416
136488,681882,"Colin Selby",25,2023,"PIT",21,5,0,24,2,2,0,3,3,9,24,24,23,2,0,4,43,15,30,0,114,437
138737,668868,"Zack Thompson",25,2023,"STL",25,9,0,66.3,5,7,0,1,1,4.48,35,33,46,15,0,8,108,25,72,2,287,1166
140094,670241,"Darius Vines",25,2023,"ATL",5,2,0,20.3,1,0,0,0,1,3.98,10,9,7,3,2,3,31,7,14,1,84,308
140615,669713,"Hayden Wesneski",25,2023,"CHC",34,11,0,89.3,3,5,0,1,2,4.63,50,46,49,12,1,20,156,32,83,3,379,1479
141005,682227,"Brandon Williamson",25,2023,"CIN",23,23,0,117,5,5,0,0,0,4.46,63,58,66,26,1,18,193,39,98,2,491,1937
141132,676775,"Keaton Winn",25,2023,"SF",9,5,0,42.3,1,3,1,0,0,4.68,22,22,21,7,2,6,65,8,35,5,172,593
142386,683769,"Hunter Gaddis",25,2023,"CLE",11,7,0,42,2,1,0,0,0,4.5,21,21,23,11,1,6,72,14,24,4,182,685
143019,685410,"Peyton Battenfield",25,2023,"CLE",7,6,0,34.7,0,5,0,0,0,5.19,22,20,19,8,0,7,63,12,27,0,146,551
143336,685314,"Andrew Saalfrank",25,2023,"AZ",10,0,0,10.3,0,0,0,0,3,0,2,0,7,0,0,0,7,4,6,0,41,156
143399,685107,"Anthony Veneziano",25,2023,"KC",2,0,0,2.3,0,0,0,1,0,0,2,0,0,1,1,0,5,2,1,0,12,55
143823,686539,"Declan Cronin",25,2023,"CWS",9,0,0,11,0,1,0,0,1,9,12,11,7,1,0,3,21,7,8,2,51,193
143912,686651,"Levi Stoudt",25,2023,"CIN",4,2,0,10.3,0,1,0,0,0,9.58,11,11,11,2,2,1,25,8,9,0,55,224
143917,686610,"Ken Waldichuk",25,2023,"OAK",35,22,0,141,4,9,1,0,0,5.36,93,84,84,39,2,24,264,71,132,9,639,2550
144167,687396,"Brent Headrick",25,2023,"MIN",14,0,0,25.7,3,0,1,1,0,6.31,18,18,12,7,1,7,57,10,30,4,117,494
144213,686753,"Drey Jameson",25,2023,"AZ",15,3,0,40.7,3,1,1,0,1,3.32,15,15,28,6,0,6,64,18,37,1,174,674
144214,686826,"Bryce Jarvis",25,2023,"AZ",11,1,0,23.7,2,1,0,0,0,3.04,9,8,10,0,1,3,25,9,12,0,92,370
144245,687330,"Kevin Kelly",25,2023,"TB",57,0,0,67,5,2,1,1,12,3.09,27,23,33,18,0,2,77,15,56,10,276,1066
144284,686747,"Joe La Sorsa",25,2023,,25,0,0,32.7,1,0,0,0,2,4.41,16,16,24,5,0,3,46,9,28,6,145,539
144465,686752,"Ryan Pepiot",25,2023,"LAD",8,3,0,42,2,1,0,0,2,2.14,10,10,13,7,0,7,55,5,38,3,159,654
144606,686730,"Carson Spiers",25,2023,"CIN",4,2,0,13,0,1,1,0,0,6.92,12,10,14,3,0,1,24,7,12,0,64,291
144657,686973,"Louis Varland",25,2023,"MIN",17,10,0,68,4,3,0,0,2,4.63,35,35,39,7,4,16,129,17,71,1,283,1091
144659,686972,"Cole Waites",25,2023,"SF",3,0,0,2.3,0,0,0,0,0,15.43,5,4,5,1,0,0,7,2,2,0,15,65
144812,687830,"Sawyer Gipson-Long",25,2023,"DET",4,4,0,20,1,0,0,0,0,2.7,7,6,7,4,1,2,26,8,26,0,82,336
145443,689225,"Beau Brieske",25,2023,"DET",25,1,0,35,2,3,2,0,5,3.6,14,14,23,9,0,4,57,12,31,0,152,624
145773,689266,"Dylan Dodd",25,2023,"ATL",7,7,0,34.3,2,2,0,0,0,7.6,29,29,31,13,0,9,93,12,15,1,164,568
146279,689690,"Alek Jacob",25,2023,"SD",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,10,47
151481,701643,"Grant Hartwig",25,2023,"NYM",28,0,0,35.3,5,2,0,0,2,4.84,23,19,22,8,1,3,53,15,30,6,158,644
101992,628711,"Julio Urías",26,2023,"LAD",21,21,0,117.3,11,8,0,0,0,4.6,61,60,59,28,1,24,214,24,117,6,482,1849
103054,642545,"Jaime Barria",26,2023,"LAA",34,6,0,82.3,2,6,0,2,2,5.68,63,52,54,17,0,20,168,30,62,2,362,1350
103055,642546,"Jonathan Hernández",26,2023,"TEX",33,0,0,31.7,1,2,0,4,10,5.4,20,19,25,5,1,4,54,15,34,4,147,553
104033,645444,"Jose Herrera",26,2023,"AZ",2,0,0,2,0,0,0,0,0,9,2,2,3,1,0,0,5,0,0,0,10,38
104043,646241,"Enmanuel De Jesus",26,2023,"MIA",2,0,0,6.3,0,0,0,0,0,11.37,8,8,6,3,0,0,12,4,5,3,34,136
104044,646242,"Jhonathan Díaz",26,2023,"LAA",4,1,0,7,0,0,0,0,0,10.29,11,8,8,5,0,0,18,7,4,2,42,160
104205,650489,"Willi Castro",26,2023,"MIN",3,0,0,2.3,0,0,0,0,0,11.57,3,3,3,0,0,0,3,2,0,0,11,36
104211,650496,"J.C. Mejía",26,2023,"MIL",9,0,0,11.3,1,0,0,1,1,5.56,7,7,12,1,0,2,22,3,13,1,50,214
