"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Parker, Mitchell","680730","2024","646","468",0.259,0.256,0.0030000000000000027,0.408,0.434,-0.026000000000000023,0.311,0.322,-0.01100000000000001,"4.29","4.37","-0.079"
"Assad, Javier","665871","2024","638","445",0.254,0.261,-0.007000000000000006,0.422,0.436,-0.014000000000000012,0.33,0.34,-0.010000000000000009,"3.73","4.94","-1.205"
"Gil, Luis","661563","2024","637","380",0.189,0.208,-0.01899999999999999,0.345,0.356,-0.01100000000000001,0.288,0.302,-0.014000000000000012,"3.50","3.80","-0.299"
"Arrighetti, Spencer","681293","2024","632","389",0.25,0.229,0.02099999999999999,0.424,0.384,0.03999999999999998,0.332,0.311,0.02100000000000002,"4.53","4.05","0.481"
"Lively, Ben","594902","2024","632","460",0.241,0.24,0.0010000000000000009,0.419,0.399,0.019999999999999962,0.315,0.309,0.006000000000000005,"3.81","4.00","-0.185"
"Nelson, Ryne","669194","2024","630","464",0.266,0.267,-0.0010000000000000009,0.446,0.413,0.03300000000000003,0.322,0.315,0.007000000000000006,"4.24","4.17","0.071"
"Suárez, Ranger","624133","2024","626","434",0.243,0.25,-0.007000000000000006,0.379,0.365,0.014000000000000012,0.297,0.297,0,"3.46","3.67","-0.205"
"Waldron, Matt","663362","2024","625","440",0.255,0.246,0.009000000000000008,0.43,0.406,0.023999999999999966,0.323,0.313,0.010000000000000009,"4.91","4.11","0.799"
"Gallen, Zac","668678","2024","621","407",0.237,0.246,-0.009000000000000008,0.376,0.379,-0.0030000000000000027,0.301,0.307,-0.006000000000000005,"3.65","3.94","-0.291"
"Greene, Hunter","668881","2024","611","366",0.183,0.188,-0.0050000000000000044,0.298,0.302,-0.0040000000000000036,0.265,0.271,-0.006000000000000005,"2.75","3.03","-0.276"
"Pivetta, Nick","601713","2024","595","386",0.231,0.22,0.01100000000000001,0.439,0.406,0.032999999999999974,0.306,0.291,0.015000000000000013,"4.14","3.51","0.63"
"Crochet, Garrett","676979","2024","595","348",0.222,0.203,0.01899999999999999,0.371,0.34,0.030999999999999972,0.28,0.263,0.017000000000000015,"3.58","2.85","0.725"
"Pérez, Martín","527048","2024","590","429",0.283,0.277,0.00599999999999995,0.46,0.468,-0.008000000000000007,0.351,0.353,-0.0020000000000000018,"4.53","5.38","-0.847"
"Falter, Bailey","663559","2024","589","445",0.26,0.267,-0.007000000000000006,0.424,0.45,-0.026000000000000023,0.32,0.336,-0.016000000000000014,"4.43","4.81","-0.384"
"Abbott, Andrew","671096","2024","586","418",0.24,0.234,0.005999999999999978,0.439,0.402,0.03699999999999998,0.323,0.31,0.013000000000000012,"3.72","4.02","-0.303"
"Stone, Gavin","694813","2024","580","425",0.248,0.253,-0.0050000000000000044,0.402,0.395,0.007000000000000006,0.304,0.306,-0.0020000000000000018,"3.53","3.91","-0.383"
"Bradley, Taj","671737","2024","578","373",0.235,0.231,0.003999999999999976,0.408,0.417,-0.009000000000000008,0.308,0.314,-0.006000000000000005,"4.11","4.14","-0.031"
"Martinez, Nick","607259","2024","570","430",0.237,0.242,-0.0050000000000000044,0.377,0.365,0.01200000000000001,0.279,0.278,0.0010000000000000009,"3.10","3.19","-0.092"
"Myers, Tobias","668964","2024","569","401",0.242,0.251,-0.009000000000000008,0.387,0.419,-0.03199999999999997,0.297,0.317,-0.020000000000000018,"3.00","4.22","-1.22"
"Woods Richardson, Simeon","680573","2024","569","401",0.246,0.239,0.007000000000000006,0.385,0.394,-0.009000000000000008,0.305,0.31,-0.0050000000000000044,"4.17","4.02","0.155"
"Hendricks, Kyle","543294","2024","567","434",0.286,0.276,0.009999999999999953,0.442,0.426,0.016000000000000014,0.339,0.336,0.0030000000000000027,"5.92","4.81","1.113"
"Suárez, Albert","544150","2024","565","411",0.255,0.243,0.01200000000000001,0.425,0.406,0.01899999999999996,0.32,0.311,0.009000000000000008,"3.70","4.05","-0.347"
"Rogers, Trevor","669432","2024","562","405",0.285,0.275,0.009999999999999953,0.458,0.436,0.02200000000000002,0.35,0.347,0.0030000000000000027,"4.92","5.18","-0.258"
"Ortiz, Luis L.","682847","2024","556","398",0.218,0.24,-0.021999999999999992,0.372,0.424,-0.05199999999999999,0.287,0.32,-0.03300000000000003,"3.32","4.31","-0.993"
"Steele, Justin","657006","2024","555","379",0.219,0.212,0.007000000000000006,0.336,0.303,0.03300000000000003,0.271,0.258,0.013000000000000012,"3.07","2.74","0.334"
"Kremer, Dean","665152","2024","553","376",0.223,0.239,-0.015999999999999986,0.371,0.423,-0.05199999999999999,0.294,0.326,-0.03200000000000003,"4.09","4.49","-0.395"
"Marsh, Alec","679525","2024","548","374",0.249,0.264,-0.015000000000000013,0.434,0.453,-0.019000000000000017,0.325,0.341,-0.016000000000000014,"4.54","4.97","-0.435"
"López, Reynaldo","625643","2024","543","351",0.22,0.241,-0.02099999999999999,0.333,0.394,-0.061,0.271,0.307,-0.035999999999999976,"1.99","3.94","-1.95"
"Estes, Joey","683155","2024","543","414",0.259,0.245,0.014000000000000012,0.473,0.453,0.019999999999999962,0.333,0.324,0.009000000000000008,"5.00","4.43","0.575"
"Pepiot, Ryan","686752","2024","539","341",0.212,0.216,-0.0040000000000000036,0.364,0.371,-0.007000000000000006,0.29,0.295,-0.0050000000000000044,"3.60","3.62","-0.02"
"Ryan, Joe","657746","2024","538","363",0.217,0.208,0.009000000000000008,0.4,0.352,0.04800000000000004,0.282,0.264,0.01799999999999996,"3.60","2.87","0.73"
"Lorenzen, Michael","547179","2024","535","373",0.216,0.243,-0.026999999999999996,0.372,0.412,-0.03999999999999998,0.303,0.329,-0.026000000000000023,"3.31","4.59","-1.275"
"Montgomery, Jordan","656756","2024","532","402",0.312,0.287,0.025000000000000022,0.496,0.443,0.05299999999999999,0.37,0.347,0.02300000000000002,"6.23","5.18","1.051"
"Harrison, Kyle","690986","2024","532","365",0.263,0.257,0.006000000000000005,0.433,0.436,-0.0030000000000000027,0.33,0.338,-0.008000000000000007,"4.56","4.87","-0.31"
"Glasnow, Tyler","607192","2024","522","317",0.19,0.195,-0.0050000000000000044,0.347,0.324,0.022999999999999965,0.258,0.254,0.0040000000000000036,"3.49","2.65","0.843"
"Cannon, Jonathan","686563","2024","522","386",0.263,0.258,0.0050000000000000044,0.44,0.411,0.029000000000000026,0.332,0.322,0.010000000000000009,"4.49","4.37","0.118"
"Skenes, Paul","694973","2024","514","306",0.198,0.192,0.006000000000000005,0.295,0.297,-0.0020000000000000018,0.247,0.248,-0.0010000000000000009,"1.96","2.53","-0.568"
"Lynn, Lance","458681","2024","511","354",0.247,0.262,-0.015000000000000013,0.402,0.453,-0.05099999999999999,0.314,0.34,-0.026000000000000023,"3.83","4.94","-1.105"
"Peterson, David","656849","2024","510","356",0.243,0.261,-0.018000000000000016,0.349,0.396,-0.04700000000000004,0.299,0.328,-0.029000000000000026,"2.90","4.56","-1.659"
"Pallante, Andre","669467","2024","509","365",0.24,0.232,0.00799999999999998,0.338,0.328,0.010000000000000009,0.293,0.288,0.0050000000000000044,"3.78","3.44","0.343"
"Jones, Jared","683003","2024","504","328",0.232,0.233,-0.0010000000000000009,0.432,0.404,0.02799999999999997,0.314,0.311,0.0030000000000000027,"4.14","4.05","0.092"
"Schwellenbach, Spencer","680885","2024","500","344",0.226,0.239,-0.012999999999999984,0.391,0.375,0.016000000000000014,0.286,0.288,-0.0020000000000000018,"3.35","3.44","-0.092"
"Lodolo, Nick","666157","2024","493","316",0.231,0.226,0.0050000000000000044,0.38,0.356,0.02400000000000002,0.309,0.299,0.010000000000000009,"4.76","3.72","1.04"
"Irvin, Cole","608344","2024","492","379",0.293,0.291,0.0020000000000000018,0.498,0.509,-0.01100000000000001,0.357,0.364,-0.007000000000000006,"5.11","5.78","-0.672"
"Rodriguez, Grayson","680570","2024","491","320",0.243,0.23,0.012999999999999984,0.405,0.386,0.019000000000000017,0.31,0.299,0.01100000000000001,"3.86","3.72","0.137"
"Freeland, Kyle","607536","2024","490","378",0.291,0.279,0.011999999999999955,0.507,0.481,0.026000000000000023,0.357,0.344,0.013000000000000012,"5.24","5.07","0.171"
"Maeda, Kenta","628317","2024","485","352",0.281,0.257,0.02400000000000002,0.491,0.425,0.066,0.351,0.323,0.02799999999999997,"6.09","4.40","1.689"
"Hicks, Jordan","663855","2024","481","329",0.265,0.258,0.007000000000000006,0.414,0.423,-0.009000000000000008,0.336,0.339,-0.0030000000000000027,"4.10","4.91","-0.807"
"Woo, Bryan","693433","2024","472","355",0.211,0.22,-0.009000000000000008,0.337,0.339,-0.0020000000000000018,0.249,0.257,-0.008000000000000007,"2.89","2.72","0.173"
"Soriano, José","667755","2024","468","316",0.224,0.242,-0.017999999999999988,0.329,0.369,-0.03999999999999998,0.287,0.314,-0.027000000000000024,"3.42","4.14","-0.715"
"Olson, Reese","681857","2024","465","327",0.238,0.247,-0.009000000000000008,0.347,0.359,-0.01200000000000001,0.282,0.296,-0.014000000000000012,"3.52","3.64","-0.115"
"Ureña, José","570632","2024","463","350",0.254,0.259,-0.0050000000000000044,0.399,0.411,-0.011999999999999955,0.314,0.323,-0.009000000000000008,"3.80","4.40","-0.602"
"Alexander, Tyler","641302","2024","455","336",0.263,0.259,0.0040000000000000036,0.48,0.463,0.01699999999999996,0.335,0.332,0.0030000000000000027,"5.10","4.68","0.419"
"Mize, Casey","663554","2024","452","343",0.29,0.286,0.0040000000000000036,0.436,0.43,0.006000000000000005,0.335,0.334,0.0010000000000000009,"4.49","4.74","-0.255"
"Carrasco, Carlos","471911","2024","447","320",0.276,0.26,0.016000000000000014,0.505,0.435,0.07,0.36,0.333,0.02699999999999997,"5.64","4.71","0.933"
"Wilson, Bryse","669060","2024","442","325",0.252,0.279,-0.027000000000000024,0.432,0.476,-0.043999999999999984,0.323,0.351,-0.02799999999999997,"4.04","5.31","-1.269"
"Gray, Jon","592351","2024","439","325",0.262,0.276,-0.014000000000000012,0.404,0.441,-0.03699999999999998,0.309,0.331,-0.02200000000000002,"4.47","4.65","-0.179"
"Paxton, James","572020","2024","437","313",0.251,0.255,-0.0040000000000000036,0.404,0.403,0.0010000000000000009,0.324,0.334,-0.010000000000000009,"4.39","4.74","-0.345"
"Allen, Logan","671106","2024","432","308",0.295,0.276,0.01899999999999996,0.551,0.496,0.05500000000000005,0.39,0.367,0.02300000000000002,"5.73","5.90","-0.167"
"Vásquez, Randy","681190","2024","431","333",0.304,0.306,-0.0020000000000000018,0.473,0.487,-0.014000000000000012,0.36,0.368,-0.008000000000000007,"4.87","5.94","-1.073"
"Criswell, Cooper","681867","2024","424","313",0.273,0.262,0.01100000000000001,0.422,0.398,0.023999999999999966,0.327,0.32,0.007000000000000006,"4.08","4.31","-0.233"
"Dunning, Dane","641540","2024","421","284",0.26,0.262,-0.0020000000000000018,0.461,0.469,-0.007999999999999952,0.347,0.35,-0.0030000000000000027,"5.30","5.28","0.025"
"Snell, Blake","605483","2024","418","228",0.174,0.178,-0.0040000000000000036,0.263,0.278,-0.015000000000000013,0.241,0.249,-0.008000000000000007,"3.12","2.55","0.565"
"Cabrera, Edward","665795","2024","417","256",0.227,0.243,-0.015999999999999986,0.391,0.419,-0.02799999999999997,0.317,0.335,-0.018000000000000016,"4.95","4.78","0.172"
"Montero, Keider","672456","2024","412","301",0.265,0.284,-0.01899999999999996,0.463,0.457,0.006000000000000005,0.341,0.349,-0.007999999999999952,"4.76","5.24","-0.481"
"Spiers, Carson","686730","2024","410","298",0.297,0.257,0.03999999999999998,0.536,0.465,0.07100000000000001,0.379,0.337,0.04199999999999998,"5.46","4.84","0.62"
"Musgrove, Joe","605397","2024","410","276",0.251,0.248,0.0030000000000000027,0.419,0.421,-0.0020000000000000018,0.317,0.321,-0.0040000000000000036,"3.88","4.34","-0.457"
"Francis, Bowden","670102","2024","408","287",0.196,0.219,-0.022999999999999993,0.371,0.379,-0.008000000000000007,0.272,0.286,-0.013999999999999957,"3.30","3.39","-0.091"
"Hudson, Dakota","641712","2024","404","300",0.286,0.29,-0.0040000000000000036,0.436,0.449,-0.013000000000000012,0.36,0.37,-0.010000000000000009,"6.17","6.01","0.159"
"Yarbrough, Ryan","642232","2024","398","289",0.201,0.245,-0.043999999999999984,0.325,0.383,-0.057999999999999996,0.273,0.316,-0.04299999999999998,"3.19","4.20","-1.007"
"Verlander, Justin","434378","2024","396","289",0.274,0.234,0.04000000000000001,0.45,0.389,0.061,0.337,0.301,0.03600000000000003,"5.48","3.78","1.7"
"Detmers, Reid","672282","2024","391","242",0.282,0.23,0.05199999999999996,0.511,0.404,0.10699999999999998,0.37,0.314,0.055999999999999994,"6.70","4.14","2.558"
"Cole, Gerrit","543037","2024","390","256",0.22,0.226,-0.006000000000000005,0.358,0.375,-0.017000000000000015,0.286,0.296,-0.010000000000000009,"3.41","3.64","-0.229"
"Paddack, Chris","663978","2024","384","283",0.283,0.272,0.010999999999999954,0.444,0.463,-0.019000000000000017,0.332,0.336,-0.0040000000000000036,"4.99","4.81","0.182"
"Herz, DJ","687792","2024","382","236",0.224,0.208,0.016000000000000014,0.359,0.34,0.01899999999999996,0.294,0.281,0.012999999999999956,"4.16","3.26","0.902"
"Walker, Taijuan","592836","2024","381","283",0.317,0.295,0.02200000000000002,0.589,0.553,0.03599999999999992,0.413,0.396,0.01699999999999996,"7.10","7.09","0.01"
"Stripling, Ross","548389","2024","381","309",0.309,0.293,0.016000000000000014,0.453,0.437,0.016000000000000014,0.344,0.334,0.009999999999999953,"6.01","4.74","1.272"
"Fulmer, Carson","608334","2024","379","252",0.246,0.248,-0.0020000000000000018,0.419,0.433,-0.014000000000000012,0.326,0.334,-0.008000000000000007,"4.15","4.74","-0.586"
"Muñoz, Roddery","682610","2024","379","262",0.272,0.279,-0.007000000000000006,0.575,0.542,0.03299999999999992,0.393,0.39,0.0030000000000000027,"6.53","6.83","-0.298"
"Rodríguez, Yariel","684320","2024","368","239",0.229,0.23,-0.0010000000000000009,0.387,0.371,0.016000000000000014,0.312,0.309,0.0030000000000000027,"4.46","4.00","0.465"
"Yamamoto, Yoshinobu","808967","2024","368","240",0.229,0.236,-0.0069999999999999785,0.365,0.356,0.009000000000000008,0.278,0.288,-0.009999999999999953,"3.00","3.44","-0.44"
"Weathers, Ryan","677960","2024","367","254",0.236,0.243,-0.007000000000000006,0.39,0.407,-0.01699999999999996,0.303,0.316,-0.013000000000000012,"3.63","4.20","-0.565"
"Law, Derek","571882","2024","365","264",0.246,0.258,-0.01200000000000001,0.348,0.361,-0.013000000000000012,0.282,0.298,-0.016000000000000014,"2.60","3.70","-1.1"
"Liberatore, Matthew","669461","2024","358","252",0.251,0.25,0.0010000000000000009,0.415,0.415,0,0.313,0.316,-0.0030000000000000027,"4.39","4.20","0.195"
"Holton, Tyler","663947","2024","354","256",0.173,0.214,-0.04100000000000001,0.279,0.331,-0.05199999999999999,0.221,0.26,-0.03900000000000001,"2.19","2.78","-0.586"
"Schmidt, Clarke","657376","2024","353","221",0.23,0.225,0.0050000000000000044,0.356,0.352,0.0040000000000000036,0.296,0.301,-0.0050000000000000044,"2.85","3.78","-0.932"
"Sandoval, Patrick","663776","2024","353","234",0.272,0.256,0.016000000000000014,0.401,0.385,0.016000000000000014,0.329,0.318,0.01100000000000001,"5.08","4.25","0.834"
"Avila, Pedro","658648","2024","353","231",0.239,0.261,-0.02200000000000002,0.369,0.402,-0.03300000000000003,0.304,0.33,-0.026000000000000023,"3.81","4.62","-0.81"
"Povich, Cade","700249","2024","352","246",0.256,0.232,0.023999999999999994,0.454,0.402,0.05199999999999999,0.339,0.313,0.026000000000000023,"5.20","4.11","1.087"
"Ashcraft, Graham","668933","2024","350","260",0.282,0.278,0.003999999999999948,0.434,0.437,-0.0030000000000000027,0.342,0.346,-0.003999999999999948,"5.24","5.14","0.097"
"Soroka, Michael","647336","2024","347","216",0.224,0.237,-0.012999999999999984,0.415,0.398,0.01699999999999996,0.324,0.329,-0.0050000000000000044,"4.75","4.59","0.155"
