Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,10,"Cayden Wallace","KCR","3B","AA",2027,"40+","Med",,"21.15","6' 0""","205","R","R",2022,"Draft","KCR",1697500,"Arkansas","Wallace is yet another draft-eligible sophomore at a high-profile school. While he's played some third base, he doesn't have an infielder's hands and is likely to wind up in an outfield corner, where he's still gaining experience. Between his freshman season at Arkansas and on Cape Cod, Wallace hit a rock solid .281/.366/.493 but there's skepticism around his low-ball swing's ability to catch up to fastballs at the top of the zone. Even though he didn't strike out a ton, he did swing and miss at heaters in the zone a lot. He has a traditional right field profile with power and K's, and quite a bit of hit tool risk.",,"sa3019996"
,10,"Nick Swiney","SFG","SP","",2023,"40+","Low",,"23.6361111","6' 3""","181","R","L",2020,"Draft","SFG",1200000,"North Carolina State","Swiney turned a dominant (and unexpected) four-start run at North Carolina State during the COVID-shortened 2020 season into a seven-figure bonus as a second round selection. He put up a 42% strikeout rate in his pro debut, but was limited to just 32.1 innings due to a concussion. Swiney has excelled so far off funk, deception, and quality offspeed pitches. He has one of the better changeups in the system, with excellent tumbling action, and the Giants were able to add of couple of ticks of velocity to his curveball, which now sits in the upper-70s and features tremendous depth. Both are above-average offerings, and he needs them, as his 88-92 mph fastball is underwhelming. Swiney and the Giants both understand his strengths and weaknesses, and he pitches backwards, throwing his fastball less than a third of the time. The Giants have also smoothed out his mechanics, and while he’s still not the picture of athleticism on the mound, he has a much calmer finish to his delivery than he once did. Swiney’s secondary pitches feature so much movement that he has trouble commanding them, leading to walks and high pitch counts; this will be a focus of his development in 2022. He has the ceiling of a No. 4/5 starter.",,"sa3014542"
,10,"Adrian Placencia","LAA","2B","A+",2024,"40+","High",,"19.3305555","5' 11""","155","S","R",2018,"J2","LAA",1100000,"Dominican Republic","Placencia had a hitterish look as an amateur and during his first stateside instructs. Then he swung and missed at a concerning rate in 2021, and looked especially lost against breaking stuff. It's difficult to reconcile Placencia's on-paper walk rates, which are pretty good, with visual reports of his pitch recognition, which are bad. His barrel drags into the hitting zone, and his swing is mechanically similar to Estevan Florial's, which isn't good. Still, Placencia has plus bat speed, began the year as a 17-year-old, and has a broad strokes profile that we tend to like: he's a short-levered switch-hitter likely to end up playing an up-the-middle position. It makes sense to drop his FV after the season he had, but we don't want to come off him entirely.","3ih5-WuPilk","sa3014688"
,10,"Jonathan Mejia","STL","SS","A",2027,"40+","Med",,"17.4694444","6' 0""","160","S","R",2022,"J2","STL",2000000,"Dominican Republic","Mejia is a medium-framed, switch-hitting shortstop with advanced feel for contact. He tracks pitches well from both sides of the plate, has a relatively compact swing (his lefty cut is more athletic and powerful right now) and is already pretty strong for a 17-year-old. While we're not talking about a prospect with huge, overt power projection, Mejia's feel for contact should enable him to get to whatever raw power he ends up with, and he's a high-probability long-term shortstop. While a great distance from the big leagues, he's a potential everyday guy and one of the better prospects signed during the 2022 international period.",,"sa3018411"
,10,"Hao-Yu Lee","PHI","2B","AAA",2025,"40+","High",,"19.6611111","5' 10""","190","R","R",2021,"J2","PHI",500000,"Taiwan","Lee is a very physical teenage infielder who lost and then regained some of his explosiveness coming off a severe back injury sustained sometime between when he was seen in 2019 and '20. The formerly projectable Lee, once a viable two-way prospect, is now burly and strong and looks more like a shift-aided second base athletic fit on defense. He also rakes. Lee signed in June of 2021 and came stateside for the back half of the year, appearing in a handful of complex games and at instructs. He rips his top hand through contact with purpose and has authoritative pull power for a teenage hitter, as well as a track record of above-average contact dating back to his amateur days, though there's very little pro track record right now. The defensive fit is precarious based on Lee's size and middling athleticism, but he has a potent hit/power combination that gives him a shot to be something approaching an everyday player.",,"sa3017863"
,10,"Ryan Bergert","SDP","SP","MLB",2025,"40","Med",,"22.5638888","6' 1""","205","R","R",2021,"Draft","SDP",500000,"West Virginia","Bergert missed his draft year recovering from Tommy John surgery but was back for a few innings after the draft. Pre-surgery, he had a low-90s fastball and good breaking stuff, generating most of his whiffs with breakers in the 78-83 mph range. While his breaking ball has enough depth to play as a chase pitch when it's located, his changeup is now his nastiest offering, falling through a trap door and disappearing beneath the barrels of left-handed hitters. While he needs to build innings, Bergert appears to be fully healthy coming off of TJ and he has a starter's complement of pitches. He doesn't have big upside, but he could quickly be in position to tussle for a spot at the back of the Padres rotation.",,"29863"
,10,"Alberto Rodriguez","SEA","RF","AAA",2024,"40","High",,"21.9861111","5' 11""","227","L","L",2017,"J2","TOR",500000,"Dominican Republic","A physical, lefty corner bat with some thump, Rodriguez was generating peak exit velos consistent with the big league average as a teenager in the 2019 GCL while with Toronto. He was traded to Seattle in the 2020 Taijuan Walker deal, and part of the reason the Blue Jays were so willing to part with him was because Rodriguez was very out of shape at that time. He slimmed down over the several months following the trade, regained his explosiveness, and had a good age-20 season at Low-A, slashing .295/.383/.484 in the Cal League in 2021. Still, he was a relatively surprising 40-man add in the offseason considering how far away he was from the big leagues, with just a week of games above Low-A. 
Statistical models seem to love Rodriguez, who clubbed 45 extra-base hits last year and and kept his strikeout rates in the 16-22% range for two consecutive seasons while he was a young-for-the-level regular, but the visual evaluation of him is mixed. Rodriguez is indeed an explosive rotational athlete with plus bat speed. His swing is so uphill that he often struggles to get on top of fastballs, an issue that is compounded by the overall complexity of his swing, which is a lot of fun to watch but can negatively impact his timing. His swing is actually different than it was in 2021, featuring a much more open stance. Rodriguez's feet then come together as he closes off, before he takes a huge stride forward as his uncorks. At times, he shows an ability to alter his posture in such a way that he can still connect with stuff at the letters even though his swing has so much uppercut (Juan Soto does this consistently — it's incredible). But he doesn't do so regularly, and this might be more thoroughly exposed as Rodriguez faces upper-level pitching with more velocity. Though he didn't show any surface-level statistical evidence of it in 2019 or '21, scouts who have seen him this year consider him chase-prone. We're more inclined to lean on multiple years of data than a week's worth of looks when it comes to assessing the plate discipline piece of Rodriguez's puzzle, but as a corner-only defender with some visible swing-and-miss issues, it would be a body blow to his profile if he turned out to also have problematic pitch selection. 
Let's revisit the core reasons for optimism here: this is a young, lefty-hitting prospect with impact bat speed who has performed statistically his entire career, and done so while being young for the level. If you have a pro scouting model or are simply doing age-bounded stat searches on our site, you need to consider that Rodriguez has already blown through physical maturity and is much less physically projectable than an overwhelming majority of the other 21-year-old prospects who you're comparing him to or including him with. That he's on already the 40-man creates some weird developmental tension, as it may cause him to press or be rushed through the minors. There are certainly statistical and visual reasons to be excited about Rodriguez, but there are some underlying attributes driving our skepticism. We're hopeful he's a power-over-hit part-time corner outfielder.",,"sa3005603"
,10,"Caleb Freeman","CHW","SIRP","",2022,"40","Med",,"24.6055555","6' 1""","190","R","R",2019,"Draft","CHW",150000,"Texas Tech","Freeman is a high-probability middle relief prospect with mid-90s velocity and two good breaking balls. His fastball sits 95 mph and has vertical action. It plays great with his 78-82 mph 12-to-6 curveball, which spins around 2900 rpm. He also has a hard slider in the 84-87 mph range that has purely horizontal movement, and enough length to miss some bats away from righties. Freeman finished 2021 at Double-A, then went to the Fall League. Down several pitchers to start 2022, the White Sox have been forced to turn to some closer-to-the-majors arms who are further down this prospect list, but Freeman isn't all that far off and has a shot to make a case for a big league roster spot at some point this year. He projects in consistent middle relief.",,"26255"
,10,"Ambioris Tavarez","ATL","3B","AA",2025,"40","High",,"18.8861111","6' 0""","168","R","R",2021,"J2","ATL",1500000,"Dominican Republic","Out of the penalty box they were in for the previous administration's transgressions on the international market, the Braves made their first big investment in Latin America since 2017 when they signed Tavarez, who had one of the more highly-regarded bats in that year’s international class, to a $1.5 million deal in January of 2021. While he has a bit of a slow trigger due to a big step that initiates his swing, scouts marveled at his bat speed and power potential. Already 6-foot-2 and in the neighborhood of 180 pounds, he’s going to get bigger and stronger and will likely end up as a power-hitting third baseman, as he’s already a tick or two slow for shortstop, but his arm should be plenty for the hot corner. While he played some at the end of big league spring training when the full-season minor leaguers broke camp before the big leaguers did, Tavarez still hasn't played an organized game and it's unclear why. Our points of contact with the org won't say what's going on, nor do other teams have an injury for Tavarez listed in their internal systems.",,"sa3019895"
,11,"Gilberto Jimenez","BOS","CF","",2023,"45","High",,"22.2305555","5' 11""","212","R","R",2017,"J2","BOS",10000,"Dominican Republic","Jimenez generated a lot of interest coming into 2021, and a quick glance at his stats might lead you to believe that he capitalized on the spotlight, finishing the season with a .306/.346/.405 line, numbers made all the more impressive when you consider that he’s just 20 years old and was coming off a lost year of development. But if you go beyond the surface, it becomes clear that his <em>lack</em> of progress in some the areas actually contributed to him being left off the 40-man roster and exposed to the now-canceled Rule 5 draft.
Some relevant context: Since signing, he's started switch hitting, making consistent contact from both sides of the plate over his first couple years of short-season ball. When he added about 50 pounds of good weight without sacrificing his athleticism, the hope was that he'd add in-game power to the equation, but that power didn't show up in 2021; of his 114 hits at Low-A, 89 were singles and just three left the park. From the right side, he sets up with a closed stance and times his swing with a pronounced leg kick, which he eliminates from his more open, slash-and-dash lefty cut. But neither of those swings have been altered in a way that capitalizes on his newly embulkened physique. His swing is flat through the zone from both sides, and even when he does tap into his power, his top hand drags his bat through the zone, with he back arm supplying little additional force. It’s a slap-hitter approach that belies his build. Moreover, Jimenez’s power production issues have been compounded by an increase in strikeouts and a dip in his already-low career walk rate. He’s a hyper-athletic switch-hitter with clear bat-to-ball skills and plus speed, and he's still just 21 years old, but the power and his sense for the strike zone are still in need of improvement. Jimenez isn't all that different than the Brewers Garrett Mitchell, who also is a swing change away from a breakout, except Jimenez is a couple years younger.",,"sa3005507"
,11,"Mike Burrows","PIT","SIRP","MLB",2022,"45","Med",,"22.8972222","6' 2""","183","R","R",2018,"Draft","PIT",500000,"Waterford HS (CT)","Burrows' velocity has climbed nearly 10 ticks since high school and he's sustained it in the mid-90s when he's healthy, which he appeared to be during the 2021 Fall League, where he had some of the nastier stuff on the circuit. An oblique injury cost him about two months during the summer, and Burrows came back working three innings at a time. He sat mostly 94-95 mph during the regular season and was pumping lots of 6s during the AFL, but the meal ticket pitch here is Burrows' curveball, which has devastating bite and depth; he leans on it as a first pitch strike and to finish hitters. He only threw his changeup about 9% of the time during the regular season, and while he flashed the occasional above-average cambio in the Fall League, it's inconsistent. Burrows' fastball angle also doesn't fit his style of vertical attack perfectly, which limits his heater's utility a bit, and he has pretty violent mechanics. That all pushes him toward the bullpen, though such a move might keep the arrow pointing up on the fastball, and the fact that there are three pitches here perhaps gives him a shot to work more than one inning (which he now officially has experience doing) or in situations of great importance. Either way, he looks like an impact reliever.",,"24728"
,11,"Marc Church","TEX","SIRP","MLB",2024,"45","High",,"21.5027777","6' 3""","190","R","R",2019,"Draft","TEX",300000,"North Atlanta HS (GA)","A 2019 18th-rounder out of North Atlanta High School, Church had not played an affiliated game until 2021. He has mowed down low-level hitters with a fastball that will sometimes sit 95-97 mph for entire outings. It is very difficult for opposing hitters to get on top of his heater, in part because of its velocity, in part due to its secondary characteristics (like angle and rise), and also because Church consistently commands it to the top of the zone. His slider looks just like his fastball out of the hand, it bites late, and his command of the pitch is also very consistent. There is a good bit of effort to his delivery and some violence about his head and shoulders, enough that one can see why he's been working purely in relief despite wielding this level of command, and maybe enough to help make the argument that he should be pushed up the minor league ladder quickly. Church looks like a late-inning buzzsaw, and this level of stuff and consistent execution would fit among the best couple of reilevers in a contending team's bullpen.",,"26353"
,11,"Eric Brown Jr.","MIL","2B","AA",2027,"45","High",,"21.7833333","5' 11""","190","R","R",2022,"Draft","MIL",2050000,"Coastal Carolina","Brown is one of the best athletes in the draft class, he has exceptional range at shortstop, and his swing is so explosive that it makes him dangerous even though he has middling raw power. His swing is weird, though, and he has one of the more extreme bat wraps you'll ever see, made viable by his extremely short levers, which help prevent his cut from being functionally long. His short levers give him mediocre plate coverage, something Brown can adjust for by altering his stride direction to match pitch location, which is harder than it sounds. He is extremely difficult to make swing and miss, and while he doesn't have the arm for shortstop, he's a premium infield athlete who could be plus at second base. He's not likely to hit for big power, but Brown still projects as a middle infielder with a plus bat, and is therefore a high-probability big league role player.",,"sa3019923"
,11,"Miguel Amaya","CHC","C","MLB",2023,"45","Med",,"23.5611111","6' 1""","230","R","R",2015,"J2","CHC",1000000,"Panama","Amaya had been a 50 FV prospect for a couple of years but as we shuttled our offseason top 100 list around last year, scouts and executives consistently told us to move him down, citing a relative lack of raw power compared to other 50 FV hitters. He remains a polished defender with leadership qualities befitting an everyday backstop, and his body is built to withstand the rigors of the dog days. Like most catchers, Amaya's offensive tools play down a bit in games because the position wreaks havoc on the body. His hands work in such a way that he can hook breaking balls with power and drive velo to the opposite-field gap. He walks a lot and has reached base at a career .340 clip. There's too much offensive ability here to consider Amaya a low-variance backup but definitely not enough power to consider him a 2 WAR annual lock. 
A forearm strain that plagued him during the first half of 2021 may be to blame for the extreme nature of his suppressed power prior to his shutdown and subsequent Tommy John, which took place not long before this list was initially published. The timing of his TJ and rehab complicates Amaya's 2022, will probably force the Cubs to find yet another catcher for their 40-man roster in '22, and may create an injury-related option year exemption that allows the Cubs to delay Amaya's entrenchment on the active roster a while longer. We still think his long-term role is in this FV tier but the timeline for Amaya's arrival has shifted back pretty significantly and the layoff creates some volatility, so he slides within this tier.","ALRAn-JhLgA","21693"
,11,"Luis Frías","ARI","SIRP","",2022,"45","High",,"24.3555555","6' 3""","245","R","R",2015,"J2","ARI",50000,"Dominican Republic","Frías rocketed from High-A to the big leagues in five short months last season. He's a power pitcher, with a sinking fastball that touches 98 mph, a tight and short slider, a split that tickles the 90s, and a 12-6 hook in the low-to-mid 80s. His offspeed is more good than great: While he doesn't have a reliable bat-missing secondary just yet, all three flash average and he has some feel for sequencing, particularly in pairing his heater and curve.
Between the end of 2019 and spring training last year, Frías cleaned up his delivery. It's still a little funky, with an unusual slow-fast-slow cadence as he starts his motion, lifts his leg, and drives toward the plate, but he's much more under control now and he threw plenty of strikes at Double-A. The big knock here is his movement profile. Frías works with a four-seamer out of an over-the-top slot, but his spin rate is well below average on that and all of his secondaries, so he probably won't miss as many bats as the velo suggests. That likely pushes him to relief in the end, where his heater should crest triple digits and he'll only need one of his offspeed pitches to tick up to project as a late-inning arm. There's also a modest chance he becomes a poor-man's Sandy Alcantara, where the stuff is too good to homer against consistently and he contributes as a grounder-generating innings eater.","zxleCAlKeXc","21997"
,11,"Spencer Jones","NYY","RF","AAA",2027,"45","High",,"21.3805555","6' 7""","225","L","L",2022,"Draft","NYY",2880800,"Vanderbilt","A fantastic two-way prospect in high school, Jones had surgery to repair a fracture in his elbow as a senior and matriculated to Vanderbilt, where he then had Tommy John; he's never toed the rubber for the Commodores. When he first began to play some first base and hit, he looked overmatched in every way and was limited to part-time duty. As a full-time starter during his junior year, Jones tweaked his swing throughout the spring and began to look more comfortable, both with his own huge body and swing, as well as against high-level opposing pitchers. He started hitting for huge power while using a low-effort swing, as if he was starting to understand how big and strong he was, and how simple he could keep things at the plate while still doing damage. While he has had strikeout issues, Jones has missed huge chunks of time, he's barely focused on hitting, and it's taken him a bit to dial in a swing he's comfortable with. He'll likely have to make constant adjustments because of his size, but as the draft approached, it seemed like things were rounding into form. Jones has freaky size and power, and of all the prospects in this draft, he's arguably the one with the best shot to eventually have 80-grade raw power. If he develops even a 40-grade hit tool, he'll be a star-level player. His ceiling is worth taking a shot on once the surer-thing prospects come off the board in the middle of the first round.",,"sa3019969"
,11,"Andrew Abbott","CIN","SP","MLB",2025,"45","Med",,"23.3333333","5' 11""","175","L","L",2021,"Draft","CIN",1300000,"Virginia","Abbott went undrafted in 2020, despite the 28 punchouts he registered over 13 innings of work in the pandemic-shortened season. Despite that performance (and his similarly dominant performance with Team USA), many were unconvinced of his ability to start, having spent his first three years in Virginia’s bullpen. He brought a chip on his shoulder into his 2021 college season, along with a more refined three-pitch mix than he’d previously showcased. He throws a low-90s fastball from a high lefty arm slot that’s a tick or two faster than it was in 2020 (he's been 92-94 mph early this spring), but would still benefit from another velocity bump. The heater plays up in large part thanks to his curveball, which sits in the 77-79 mph range with 12-6 movement. While the curveball is still his preferred secondary, his most improved offering by far is his changeup, which he throws harder and with more consistent sink than in previous seasons. He threw the changeup much more frequently during his 2021 college season (16% of the time, up from 6% in 2020), inducing a 33% chase rate while proving he could withstand a starter’s workload, as he recorded 106.2 innings of work, nearly matching his total over his previous three seasons out of the ‘pen (108.1). After going in the second round in 2021, he threw a couple of Complex League starts, followed by 13 innings at Low-A (three short starts and one relief outing), where he issued 22 strikeouts against just four walks and maintained an impressive CSW% all the while. He'll have to show either a more significant velocity increase to project as a high-leverage reliever or further refinement of his feel for his secondaries to solidify himself as a starter, with the latter looking more feasible early on in pro ball.","iHroTkeeju4","29911"
,11,"Angel Martínez","CLE","SS","MLB",2023,"45","High",,"20.6916666","6' 0""","165","S","R",2018,"J2","CLE",500000,"Dominican Republic","While Martinez has exciting bat speed (especially for a switch-hitting shortstop), there are fair questions about his swing efficacy and ability to actually hit for power. Exceptionally twitchy, he is also kind of stiff and doesn't have the same body composition as a lot of toolsy, projectable shortstops in their early-20s, so he has a cloudier path toward big future power output. Barely 20 years old, one could argue this will still arrive simply through maturation. Martinez can play any infield spot, and he has average feel for contact and patience. Whether he develops meaningful power will dictate whether he's an everyday shortstop or just a good utility player, which is the role in which we're currently projecting him.",,"26540"
,11,"Rayne Doncon","LAD","2B","A+",2026,"45","High",,"19.025","6' 2""","176","R","R",2021,"J2","LAD",497500,"Dominican Republic","Doncon became scout famous during 2021 instructs when, having just turned 18, he was sizzling hard contact all over the field against a rather select group of opposing pitchers. The twitchy infielder has 70-grade bat speed and a natural feel for hitting pitches on the outer third to the opposite field. He can flatten his bat path to impact pitches at the letters, he's shown an ability to make in-flight adjustments to breaking balls and barrel them even when he's out on his front foot against them, and he can get the bat head out and crush weak stuff that gets left on the inner half. Lithe and wiry, Doncon is extremely likely to grow into more strength, which could give him absurd power for a middle infield prospect. He tended to offer at pitches outside of the strike zone during instructs and the ball/strike recognition is still a volatile, tough-to-peg aspect of the profile here. 
Doncon is also not a great defensive infielder and may not only have to move off of shortstop, but is a candidate to move to the outfield eventually, though he runs well enough to give center field a try if that comes to fruition. Though far flung from a frame/body standpoint, the skills-based comp here is Rickie Weeks Jr.: premium bat speed and precocious hitting skill that give him an All-Star ceiling despite potential defensive issues.",,"sa3016720"
,11,"Dylan Beavers","BAL","RF","MLB",2027,"45","High",,"21.1388888","6' 4""","206","L","R",2022,"Draft","BAL",2200000,"California","Beavers is a physical corner outfield prospect with water-carrying raw power. His stance is similar to Christian Yelich's and the college version of Hunter Bishop, but Beavers struggles to keep his long levers on time (he also has a little hitch before his hands fire) and he tends to inside-out pitches he should pull. Often he is totally late on fastballs on the outer third and misses them entirely. He has one of the freakier body/athleticism/power/speed skill sets in this class, regardless of demographic, and if his swing can be dialed in he could break out in a big way, as he has the ability to hit 30 bombs.",,"31695"
,11,"Willy Vasquez","TBR","CF","AA",2024,"45","High",,"21.0694444","6' 0""","195","R","R",2019,"J2","TBR",,"Dominican Republic","Vasquez was a 2021 revelation on the complex, slashing .288/.382/.411 while seeing time at shortstop, third base, and a little bit of center field. He is extremely muscular for his age, and is somewhat stiff, but also very explosive. Possessing advanced natural feel for contact, Vasquez's swing might need a tweak if he's going to get to more in-game power (he had among the highest max exit velos in this system) but if he keeps hitting like this it may not be worth risking changing him. With this sort of size and physicality at this age, Vasquez is not a consensus long-term shortstop and tends to generate either third base or mostly speculative center field projections (this is our inclination based on the stiffness in Vasquez's lower half) from scouts. Several people raved about this young man's drive and makeup during sourcing, which hasn't impacted his placement as much as it has solidified confidence in it. There is big potential ceiling here.",,"sa3011821"
,11,"Dyan Jorge","COL","CF","AA",2026,"40+","High",,"19.5361111","6' 2""","160","R","R",2022,"J2","COL",2500000,"Cuba","Jorge left Cuba in 2019 and was eligible to sign throughout 2020, but most of the money for that signing period was already committed. Jorge and the Rockies decided it was mutually beneficial to wait until the next period to ink a $2.8 million deal, a Rockies record and one of the single largest bonuses in the class. He plays the game upright, without a lot of bend in his knees and hips, but Jorge is a premium rotational athlete with plus present bat speed and a Division-I cornerback's build that portends more power. He is one of a few high-variance shortstop prospects from the 2022 international class. While the general lack of flexibility creates skepticism around Jorge's ability to stay at shortstop, he has the speed to play center field if he has to move off the dirt. He's a very talented up-the-middle prospect.",,"sa3018387"
,11,"Joe Mack","MIA","C","AAA",2026,"40+","High",,"19.7611111","6' 1""","203","L","R",2021,"Draft","MIA",2500000,"Williamsville East HS","Mack (whose brother Charles was drafted by the Twins a few years ago) is a lefty-hitting catcher with a big frame, above-average bat speed, and an upright swing. His cut has gorgeous natural loft (but is quite long), and he's a loose, explosive rotator. Because he was an upstate New York high schooler, Mack's showcase summer was of particular importance. He hit well at the events he attended, but he certainly has some swing- and demographic-related risk since high school catchers are low-probability prospects. He might play some 3B/2B in pro ball. There's everyday talent here with considerable risk.",,"sa3017374"
,11,"Gage Workman","DET","SS","AAA",2024,"40+","High",,"22.9361111","6' 4""","200","S","R",2020,"Draft","DET",1000000,"Arizona State","Workman was one of the more divisive figures in the 2020 draft. On the plus side was an athletic, switch-hitting, left-side defensive stalwart who was just 20-years-old following his junior year at Arizona State, while on the other side was a strikeout rate that was nothing short of alarming. The Tigers gave him $1 million as a fourth round pick, and he showed both the good and the bad in his game during his pro debut; the debate about his future lingers on. Workman has made clear improvements with his swing decisions as a pro, and he'll need those on-base skills, as it will be a struggle for him to be anything more than a 40-45 hitter as he progresses. While he has doubles power and could be good for 15-18 home runs as his game matures, he is easily fooled by even mediocre breaking balls, and will likely always rack up big strikeout numbers. Though some scouts put a 70 on his third base defense out of college, the Tigers moved him to shortstop. There, he impressed scouts with the glove in 2021, leading most evaluators to believe he can no only stay at short, but even end up being above-average thanks to fantastic instincts and actions to go along with a strong arm. Workman’s overall tools and skills make it easy to see a damn good utility player in the end, but the industry needs to see some unanticipated (positive) changes in his hitting ability to project him as an everyday player.",,"27573"
,11,"Rikelbin De Castro","TOR","SS","",2024,"40+","Med",,"19.6888888","6' 0""","160","R","R",2019,"J2","TOR",1200000,"Dominican Republic","De Castro spent the year on the complex, from extended spring training through instructs. He's a terrific young defensive shortstop with special range, footwork, hands, and actions. These gifts give De Castro a high floor of sorts, as he's very likely to be at least a utility type if he ends up becoming any kind of competent offensive player. He has only fair feel for contact and currently has 30-grade raw power, but it's realistic to envision him becoming a 45 or 50 bat with 40 power, which makes you a career big leaguer if you can play defense like De Castro can. From a rudimentary projection standpoint, De Castro is working with medium size, so there's not a clear path toward the kind of power that would make him a star. Instead, we're probably looking at a more narrow range of outcomes in the utility/second-division regular range.",,"sa3014714"
,11,"Emmanuel Rodriguez","MIN","CF","AAA",2025,"40+","High",,"19.5861111","5' 10""","215","L","L",2019,"J2","MIN",2500000,"Dominican Republic","Last year, we wrote about the incredible physical growth Rodriguez had enjoyed during the lost 2020 season, when he went from looking like a tweener fourth outfield prospect to resembling a college football player. We had no idea how that would manifest on the field since Rodriguez didn't go to instructs that year, but one could have assumed that he'd have more power. Well, it turned out to be a lot more power. The 18-year-old's high-end exit velos were in line with the big league average, and he tied for the second-most home runs in the FCL. He also struck out 36% of the time. Most young, strikeout-prone power hitters are tall, long-levered guys, but Rodriguez is pretty compact; his swing is short and has a high, abbreviated finish. Stiffness and a somewhat grooved swing seem to be driving the Ks here. If the strikeouts persist, Rodriguez will have to stay in center field, which is rare for someone as big and physical as he is at 19. We also aren't projecting a ton on the power even though he is so young, since his frame is pretty maxed out. Rodriguez still brings exciting power from the left side of the plate and has gotten to it in games so far. He's a risky, high-variance type with a puncher's chance to be a 45 or 50 one day.","-XltguAldkY","sa3014693"
,11,"Jake Bennett","WSN","SP",,2026,"40+","Med",,"21.8305555","6' 6""","234","L","L",2022,"Draft","WSN",1734800,"Oklahoma","Bennet has a huge, statuesque frame and his delivery is silky smooth despite a longer arm swing, though his arm slot does not impart bat-missing shape on his fastball. Instead Bennett is reliant on arm strength, which he came into more of throughout the 2022 college season, and he was dominant late in the year as Oklahoma competed in Omaha. His changeup and slider are nastier, and Bennett uses them with the frequency you'd expect depending on the handedness of the hitter. His slider plays against lefties in part because his arm slot is tough for them to pick up, while his mid-80s changeup has plus fade. There may be a way to tweak his stride direction, and by extension his arm slot, to help him create more carry on his fastball, which would give Bennett three swing-and-miss weapons instead of two. Otherwise, he looks like a quick-moving backend piece.",,
,11,"Drew Waters","KCR","CF","MLB",2022,"40+","High",,"23.7527777","6' 2""","183","S","R",2017,"Draft","ATL",1500000,"Etowah HS (GA)","Waters was a tooled-up second round pick who signed a slightly below-slot deal and coasted through the low minors, earning a Double-A assignment to start 2019 when he was still only 20. He hit .319/.366/.481 there, was promoted to Triple-A late that year, and was a unanimous top 100 prospect the following offseason. Waters' plate discipline turned out to be in a red flag area and since that season, upper-level pitching has exploited his free-swinging approach, and Waters' performance has not only plateaued, but taken a dive into the 90 wRC+ area during his multi-year Triple-A tenure. 
The age-related adjustment one could have arguably made (certainly, for a time, we made it) during the early part of his stretch in Gwinnett is much less applicable now, and the 23-year-old Waters continues to walk at just a 4% clip at Triple-A and chase pitches that he either misses or that limit the quality of his contact. He still has rare raw power for a switch-hitter who can play a viable center field, and even though he's likely to end up with a well-below average hit tool such that he's not an everyday player, up-the-middle defenders who can damage mistakes from both sides of the plate tend to carve out a big league role. Waters' long speed, athleticism and arm strength allow him to make the occasional spectacular defensive play, while his hands and balls skills are more of a mixed bag. His toolset is similar to that of a diluted Aaron Hicks (without the plate discipline), and Kevin Pillar's batting line provides a fair look at what Waters' might look like if he played every day, though he does not play defense at Pillar's level. Most contemporary fourth outfielders are really just part of a platoon somewhere and tend to come from the part of the prospect pool with more stable hit tools. Instead Waters feels like an abnormally dangerous fifth outfielder.","lNnHDBf17DI","20505"
,11,"Calvin Ziegler","NYM","SP","A+",2026,"40+","High",,"19.9944444","6' 0""","205","R","R",2021,"Draft","NYM",910000,"TNXL Academy (FL)","Ziegler was generating enough buzz during minor league spring training that a scout in Arizona mentioned his name to me totally unprompted, as a heads up that he might be breaking out. A Canadian high schooler in the Toronto area, Ziegler was in a bind ahead of the 2021 draft because travel restrictions were going to make it hard for him to be seen by scouts. He transferred to TNXL Academy, an athletics ""school"" in Florida, for his pre-draft spring. The Mets made him their second round pick and signed him for just over $900,000, then shut him down during the regular season. He's come out hot to start 2022, at least from a bat-missing standpoint, though he doesn't always work efficiently. Ziegler's stuff isn't appreciably different than when he was in high school, though he is mixing in his secondary stuff more heavily. He was using his fastball over 75% of the time on the summer showcase circuit, but his usage has been around 60% so far this year. Both Ziegler's trademark breaking ball and his mid-80s changeup show bat-missing potential, though the former has much more consistent finish. While Ziegler doesn't have the prototypical pitching prospect's frame at a fairly mature six feet tall, his delivery is very athletic, and the power and balance he shows in his lower half as well as the flexibility of his upper back generate optimism that he might yet throw harder than his current 91-96 mph range. Ziegler's ""lack"" of height and the way he gets deep into his legs during his delivery give his fastball a tough-to-hit line. Changeup and overall command refinement are all that stands between Ziegler and pretty comfortable projection into a rotation. At the time of Mets list publication, he has been out for a few weeks with biceps tendinitis but is already throwing again and should be back before the end of the season.",,"sa3018142"
,11,"Eric Silva","SFG","SP","AA",2026,"40+","Med",,"19.9944444","5' 11""","185","R","R",2021,"Draft","SFG",1500000,"Laguna Hills HS","Silva’s smallish frame scared teams out of first-round consideration, but the Giants still selected him in the fourth round and signed him to a bonus more apt for the early second. What Silva lacks in size, he makes up for in terms of athleticism and stuff. His fastball settles in at 92-94 mph and can touch 95-96 at times, but the best part of his arsenal is a pair of power breaking balls, with both his slider and curveball featuring plenty of spin and movement. He shows some feel for a changeup that was rarely seen in high school and will be a big part of his development going forward. He has an aesthetically pleasing delivery and throws strikes, so it’s a starter package if he can show the ability to hold up to a full season’s workload.",,"sa3017965"
