Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,10,"Thomas Saggese","STL","3B","MLB",2025,"40+","High",,"21.4722222","5' 11""","175","R","R",2020,"Draft","TEX",800000,"Carlsbad HS (CA)","Saggese has a very old school baseball vibe about him: no batting gloves, a simple, wristy swing that sprays fastballs the other way, and sound infield defense reliant on effort and feel more than athleticism. Saggese is best at recognizing and punishing breaking balls. A majority of his extra-base hits so far in 2023 have come against sliders, which he tracks and whacks with robot-like precision. Saggese can't play shortstop; he's best at third and can moonlight at second. We're looking at something close to an average hit and power combo here, which isn't a slam dunk everyday profile for a corner infielder, but should be plenty for Saggese to have a lengthy big league career as a righty-hitting part-time regular at second and third.",,"27883"
,10,"Randy Vásquez","NYY","MIRP","MLB",2023,"40+","Med",,"24.9111111","6' 0""","165","R","R",2017,"J2","NYY",10000,"Dominican Republic","A spin-rate sleeper near the bottom of this list for several years, Vásquez broke out in 2021 when he had a two-tick velocity bump, climbed three levels and finished the year at Double-A. Vásquez spent all of 2022 with Double-A Somerset, where he continued to pitch pretty well as a starter, amassing 115 innings and striking out 120 hitters while walking 44. His low-80s, two-planed sweeping breaking ball has elite spin and is Vásquez's best pitch. He can vary the shape on his 93-95 mph fastball to feature more or less sink, though his long, low arm swing always tends to impart tail and sink on that pitch. An upper-80s cutter and changeup round out a repertoire full of firm pitches that make Vásquez's slower slurve more conspicuous to hitters. 
Because his mechanical operation has always been pretty violent, he tends to be projected in the bullpen by scouts, and he has been here at FanGraphs for the duration of his life as a prospect. He has the four-pitch mix and a multi-year track record of starter-quality strike throwing, but there's just not another big league starter whose delivery is this long, low, and violent looking. The 2023 season will be Vásquez's first on the 40-man and it makes sense to let him keep starting during at least his first option year, but after that it might be tempting to move him into a long relief role and hope there's more velo in the tank. He's going to be a valuable member of a pitching staff in some capacity starting this year.",,"24719"
,10,"Ty Floyd","CIN","SP",,2025,"40+","Med",,"22.0916666","6' 2""","200","R","R",2023,"Draft","CIN",2100000,"LSU","Floyd was a two-year starter at LSU whose stock exploded during the College World Series when he was topping out at 98 and bending in a nasty slider, which was suddenly much harder than his regular season sliders, often 87 mph or so. Floyd struckout 120 hitters in 90 innings as a junior using mostly his mid-90s fastball, which features big ride and misses bats in the zone. His slider tends to finish high but it's still good if it's as hard as his was late in the year. His arm speed helps him sell his changeup, which has good long-term projection because of his arm speed, and once in a blue moon Floyd will dump in an slower curveball. It's a starter's mix with starter's on-mound athleticism and what looked like a late uptick in stuff. ",,
,10,"Justin Martinez","ARI","SIRP","MLB",2023,"40+","High",,"22.1694444","6' 3""","180","R","R",2017,"J2","ARI",50000,"Dominican Republic","Martinez was working in the upper 90s before his 18th birthday, but command, fastball shape, and the lack of a true plus secondary pitch marred his early-career performance. So, too, did injury. Martinez had Tommy John in 2021, which put him in a bit of a developmental bind since he came back in the middle of 2022, his 40-man evaluation year, and only had a couple months to earn a roster spot. He did. After moving to the bullpen post-surgery, Martinez saw his velo leap into the 97-100 mph range, and a brand new splitter not only gave him a plus secondary weapon, but the pitch might end up being even better than that. It comes out of his hand with bullet spin (but barely any spin at all), which sometimes makes it look like a slider when it finishes to his glove-side, but it often just has bat-missing sink. There are even times when Martinez will mis-release his splitter and it accidentally tails back over the glove-side corner of the plate, freezing hitters. 
There is still an actual slider here (83-86 mph) and it still isn't great, but the 100-mph fastball and the splitter should both be enough for Martinez to work in the later innings of big league games assuming he ends up with at least 40-grade command as he continues to shake off the rust post-op. He's been struggling to find the zone, walking about a batter per inning at Reno as of list publication. The Diamondbacks could use a door-slamming reliever at the back of their bullpen, and Martinez looked like an internal candidate for the job entering the year, if a bit of a longshot. He's been too wild at Triple-A to play any kind of role yet this season, let alone a high-leverage one. There's still big variance here, but Martinez's stuff is much nastier than the average middle reliever's and his FV grade reflects that. ","24n0n54plvI","24453"
,10,"Colby White","TBR","SIRP","",2023,"40+","Med",,"25.2416666","6' 0""","190","R","R",2019,"Draft","TBR",197500,"Mississippi State","There's no change to White's blurb. He had Tommy John in April of 2022 and missed the entire year, but the Rays added him to the 40-man roster after the season anyway since his rehab timeline puts him on track to return relatively early during the '23 slate. He spent two years at Pearl River Community College, then transferred to Mississippi State where he dominated, striking out nearly two batters per inning. White is of the vertical fastball/breaking ball power-pitching variety, leaning heavily on his 93-98 mph heater, which features huge carry at the top of the zone. His slider isn't nearly as good, but it had gotten better over the year prior to his elbow blowing out and could be above-average if that trajectory continues. This fastball is going to pave over lots of big league hitters, giving White a chance to pitch in late-inning relief.",,"sa3011200"
,10,"Alex McFarlane","PHI","SIRP","AA",2026,"40+","High",,"22.3111111","6' 4""","215","R","R",2022,"Draft","PHI",572500,"Miami","McFarlane was a pure relief prospect at Miami and has maxed out throwing about 65 innings in a single year, a total he amassed in 2022 across his play as a college junior, on Cape Cod, and then finally in pro ball after signing. He is a plus on-mound athlete with a great pitcher's frame, huge arm strength, and a plus breaking ball. His fastball doesn't play as well as you'd like it to due to the tailing shape created by McFarlane's nearly side-arm delivery, but as a draft prospect you could easily envision him having a malleable level of athleticism that could lead to a breakout, one that would have him projecting into a high-leverage role. That seems to have happened. Since joining the Phillies, McFarlane has leaned into the natural tailing action he imparts on the fastball and is throwing more of a sinker. He's been sitting 98-100 mph during the spring of 2023 and looks like a quick-moving relief prospect who could be a third banana in a contender's bullpen.",,"sa3020633"
,10,"Adam Maier","ATL","SP","A+",2025,"40+","High",,"21.8472222","6' 0""","203","R","R",2022,"Draft","ATL",1197500,"Oregon","Maier was arguably a top 50 draft prospect before he blew out in March of 2022; he had his UCL repaired with an internal brace rather than have Tommy John. The Braves gave him an over-slot $1.2 million in the 2022 seventh round and he's expected to continue his rehab and pitch in games sometime in 2023. Healthy Maier sits 92-94 and will peak in the 95-97 mph range depending on the outing. His fastball has impact sink and tail, which often enables it to slip underneath the barrel of right-handed hitters, and his slider's two-plane wipe pairs nicely as a glove-side action pitch with his sort of fastball and has near elite spin. A consistently-finishing changeup rounds out a starter's three-pitch mix. Maier is small of frame but is an above-average on-mound athlete whose stuff is geared to induce weak contact and work efficiently. He's a key name to monitor on the Braves backfields so, if at all possible, he can be evaluated in game action before the 2023 trade deadline.",,"sa3020883"
,10,"Dustin Harris","TEX","LF","AAA",2024,"40+","High",,"24.2305555","6' 3""","185","L","R",2019,"Draft","OAK",250000,"St. Petersburg JC (FL)","His surface-level slash line looks fine, but Harris' underlying power output has regressed substantially. He isn't hitting the ball very hard, his exit velos are down across the board compared to 2022, and it's tough to know what's causing this and if it will cease. Harris' swing has become stiff and stilted, and his hands don't look as free and explosive as they once did. He's still covering the whole plate and can spray liners to all fields. You'd think a hitter of Harris' stature would be strong enough to have a conservative approach to contact like this and still hit for power, but that isn't what's happening under the hood. I hesitate to come off Harris a ton because even if this power regression is somehow permanent, he still has a contact/OBP combo strong enough to profile in a smaller role.",,"25705"
,10,"Tony Blanco Jr.","PIT","RF","A",2027,"40+","High",1,"18.3805555","6' 5""","230","R","R",2022,"Intl15","PIT",900000,"Dominican Republic","Blanco is a gigantic corner outfield/1B prospect who had the most present raw power in the January 2022 international signing class. He absolutely towers over his father, who was twice a <em>Baseball America</em> Top 100 prospect but spent most of his pro career in Japan. The recent track record of hitters this size isn't favorable, with only Franmil Reyes really panning out, but it's exciting to watch Blanco take BP and see how loose and athletic he is for his size. He signed for $900,000 and barely played in the 2022 DSL. He will be an unmistakable fixture on Pittsburgh's backfields for the next couple of years and is a power-hitting corner prospect of extreme variance.",,"sa3019722"
,10,"Zac Veen","COL","RF","MLB",2024,"40+","High",,"21.8027777","6' 3""","190","L","R",2020,"Draft","COL",5000000,"Spruce Creek HS","I wrote on the offseason Top 100 that things were still in a holding pattern with Veen because while he has huge tools and has performed in the low minors, the length of his swing makes it very difficult for him to turn on fastballs. Veen rotates with rare ferocity, and his broad-shouldered, 6-foot-4 frame leaves room for immense strength as he matures, projection he's already begun to actualize. As explosive as most of his body is, Veen's hands are not, and he tends to be long into the hitting zone, which is where his fastball vulnerability stems from. Pitchers work him in on the hands, then get him to swing over the top of back-foot breaking balls once Veen starts to cheat on heaters in that spot. Per Synergy, Veen saw just shy of 100 fastballs thrown 94 mph and above at Double-A this season and hit .125 against them with a .347 OPS. Indeed, almost all of Veen's pull-side contact into the outfield after being promoted to Double-A came against secondary pitches, which big league pitchers will have little incentive to offer him. 
Veen is going to wreak havoc on the bases. He plays with an elite motor, moves from base to base with just a few gigantic strides, and commits to the next base with abandon in borderline situations. He added meaningful muscle and strength during the 2022-23 offseason, and came to spring training with a noticeably stronger physique. His current swing is sexier than it is functional, so it's tough to project Veen as the five-tool superstar that it felt like he could become when he was drafted, and right now he looks more like a reserve outfielder with one elite tool. He'll remain in this FV tier unless a relevant adjustment is made to his swing. Veen had surgery to repair ligaments in his hand days before list publication and will be on the shelf for the rest of 2023.","lgqbYc_lNLg","27770"
,10,"Luis Lara","MIL","RF","AA",2027,"40+","High",,"18.8722222","5' 7""","155","S","R",2022,"Intl15","MIL",1100000,"Venezuela","A revelation at instructs in the fall, Lara was among the most exciting young players in all of Arizona. He's a compact left-handed hitter with big rotational athleticism and a super loose swing that produces shocking power for a hitter his size. Against competition that was much older than him, Lara showed all-fields feel to hit, spraying oppo contact one at-bat and dropping the bat head to scoop with power the next. He's not your typical teenage outfield prospect because he's so short, but Lara's whippy swing and the quality of the contact he makes gives him power potential in spite of this. Fast enough to see if center field is a fit, Lara's arm would shift him to right if he can't run well enough for center. Such a move would obviously put more pressure on Lara's bat, but early returns in that regard are very exciting.","uAfq8xzZADU","sa3018514"
,10,"Brandon Valenzuela","SDP","C","AAA",2024,"40+","Med",,"22.9972222","6' 0""","225","S","R",2017,"J2","SDP",,"Mexico","Valenzuela's athleticism and physique are uncommon for a catcher. Defensively, he still has some things to work on (mostly his ball-blocking, though he's also been crossed up a few times in the last couple of weeks), but his arm strength is plus and his receiving is about average. There's enough here to project Valenzuela as a viable big league defender, but probably not a special one. After his surface-level stats regressed in 2022, Valenzuela slugged his way to Double-A midway through this season. His approach lacks nuance; he has a pull-oriented approach in the extreme and does basically all of his damage against middle-middle and middle-in mistakes. Valenzuela makes a nearly average rate of contact because his swing so compact. Even when he's late or isn't making sweet spot contact, he's strong enough to mis-hit balls over infielders' heads or rip it between the first and second baseman. Especially if his on-base skills continue to hold water at the upper levels, it's a pretty interesting offensive mix for a catcher. Because there's no individual plus tool, it's tough to imagine Valenzuela as a primary catcher, but a switch-hitting backup who can tread water on offense and take a walk would be a luxury.",,"sa3005729"
,10,"Enmanuel Bonilla","TOR","RF","CPX",2029,"40+","High",,"17.6916666","6' 1""","210","R","R",2023,"Intl15","TOR",4100000,"Dominican Republic","Signed for just over $4 million in January, Bonilla was among the best prospects in the class. Burly and strong, he already has rare power for a prospect his age, and it is weaponized by very advanced feel to hit. An international scout source with awareness of its gravity put a Manny Ramirez swing comp on Bonilla. There's a chance his frame gets to a LF/DH area because he's already so physical, but Bonilla has the potential to be middle-of-the-order force.",,"sa3020684"
,10,"Yasser Mercedes","MIN","RF","A",2027,"40+","High",,"18.875","6' 2""","180","R","R",2022,"Intl15","MIN",1700000,"Dominican Republic","Born in Puerto Rico and raised for a bit stateside, Mercedes eventually settled in the D.R., where he became a prototypical right field prospect with plus potential power and arm strength. The Twins signed him for $1.7 million in January of 2022 and he had a raucous first pro season in the DSL, slashing .355/.420/.555 and swiping 30 bags. He began 2023 in extended spring training and was easily the most impressive prospect at Twins camp. 
Mercedes' hitting hands are incredibly explosive and work in a path similar to Ty France and Jose Miranda. This is one of those hitters who strikes the baseball with such force that it sounds different coming off their bat than other players their age. There's a gap between his raw and game power because he's a little chase-prone and will make suboptimal contact by swinging at pitches he should take, but Mercedes has feel for the barrel and his flexible lower half helps him adjust to vertically-oriented pitches. Even though he's quite physically mature, Mercedes does run well and he popped a few 4.2s during my time in Fort Myers. His reads and routes in center field aren't crisp right now but he has the speed to be developed there and hope that they improve. Things were rough enough from a feel and instincts standpoint that I haven't changed Mercedes' projected position, but I have upped his long-term grade in right field, as he has special speed for a corner defender. From a tools standpoint, Mercedes is on par with high schoolers who go in the middle of the first round. Unless his issues with chase end up having a big impact on his hit tool, this is a player who actually has five-tool potential.",,"sa3019557"
,10,"Justyn-Henry Malloy","DET","3B","MLB",2023,"40+","Med",,"23.6166666","6' 1""","212","R","R",2021,"Draft","ATL",297500,"Georgia Tech","Malloy was a raw but toolsy third baseman out of a New Jersey high school in 2018, but a strong commitment to Vanderbilt prevented him from getting much actual pre-draft consideration. Two years of struggles with the Commodores resulted in just 39 total at-bats before Malloy transferred to Georgia Tech for his junior year and hit .308/.436/.558 with more walks than strikeouts in his only year of actual playing time. Without a clear position, Malloy fell all the way to the sixth round, where he was drafted by Atlanta. Within a year and a half Malloy had coasted through Double-A. He hit .289/.408/.454 split mostly between High- and Double-A during his first full pro season, then hit .306/.438/.444 in the 2022 Fall League. The Braves traded him to Detroit for Joe Jiménez during the offseason and Malloy has continued to produce a huge OBP-driven line as a MudHen early in 2023. 
His thunderous hands create big power in a short distance, and Malloy is capable of torching pull-side contact. His swing tends to cut through the middle/down portion of the zone, very similar to current Tiger Matt Vierling's swing. He gets right on top of the plate and is looking to yank as much as possible to his pull side. Curiously, while Malloy's been able to produce a huge barrel rate, the rest of his TrackMan-generated hit metrics have been average or a little below. 
A premium OBP and roughly 20 annual bombs would probably be enough for him to profile at third base, but Malloy has some real issues there. His range is fine but, as incredible as he looks in his uniform, he's not a third base-worthy athlete in the hips and shoulders, and he can't make enough of the throws from third to comfortably profile there. Yandy Díaz has some similar issues with bulk and stiffness but has still played third base part of the time for most of the last five years. Here Malloy is projected as a similar replacement-level defender at third, but he's probably better suited for 1B/DH or left field, the latter of which he has a bit of experience playing. The offensive package isn't enough to profile in an impact, everyday capacity, but is enough to play a part-time role in a platoon or a run-chasing alignment.",,"29606"
,10,"Gabriel Gonzalez","SEA","RF","AAA",2026,"40+","Med",,"19.7416666","5' 10""","180","R","R",2021,"Intl15","SEA",1300000,"Venezuela","Gonzalez is a precocious young corner bat with a potent hit/power combination and, aside from his plate discipline and one aspect of his plate coverage, a fairly well-rounded offensive skill set. He's already quite physically mature and much less projectable than the typical 19-year-old corner outfield prospect, but his physical maturity is part of what's helping him punish the ball with power. Gonzalez also has pretty advanced barrel feel. His compact stature and quick wrists make him tough to beat on the inner half and at the top of the zone, but his front side is stiff and upright throughout his swing, and he struggles with pitches down and away from him. He's also been quite chase-prone as a pro (he's chasing at a nearly 40% clip so far this year), which, combined with his plate coverage issues, causes him to swing inside slider after slider. Righty-hitting corner guys who lack plate discipline are scary prospects, but Gonzalez is very young and some of his issues at the plate might have an easy fix via a more flexible lower half or by crowding the plate. The bat speed and barrel feel combo is enough to push Gonzalez above a typical corner bat prospect with warning signs like his.",,"sa3015723"
,10,"Colton Gordon","HOU","SP","MLB",2025,"40","Low",,"24.7805555","6' 4""","225","L","L",2021,"Draft","HOU",127500,"Central Florida","Gordon kicked back from Florida to Hillsborough Community College (FL) before bumping back to Division-I ball with Central Florida. He made four starts there before the 2020 shutdown, then his 2021 season for the Knights was cut short by Tommy John. The Astros used a Day Two pick on him in 2021 anyway, and hustled Gordon up the minor league ladder when he was finally back from his TJ rehab in June of 2022. He was assigned straight to Double-A Corpus Christi in 2023. While his smoke and mirrors deception hasn't played quite as well as it did against A-ball bats, Gordon is still throwing a starter's level of strikes and showing stuff commensurate with a backend starter, and as he's barely pitched for the last several years, he might yet get better. Gordon's low slot is a nightmare for lefty batters. He can land his slider in the zone or bury it for a chase, and even with just these two pitches, Gordon could probably be a lefty specialist reliever. Arm-side changeup command and the ability to change speeds with a second breaking ball give him a solid backend starter's mix. On the one hand, the Astros are good at developing pitching and Gordon has missed a lot of time. But Gordon also isn't the sort of athlete we normally project long-term growth for. We have a low-variance 40 on him.",,"31312"
,10,"Alberto Rios","LAA","LF","A",2026,"40","Low",,"21.5333333","6' 0""","203","R","R",2023,"Draft","LAA",847500,"Stanford","A high school infielder who became a reserve catcher during his underclass years at Stanford, Rios didn't really get consistent reps until his junior year when he moved into a vacant spot in the outfield. He responded by slugging a jet's worth, hitting .384/.485/.707. Rios doesn't have the prototypical power of a corner outfield prospect, with his best chance to profile there coming via his excellent feel for contact. Rios was especially good at getting on top of high fastballs in college, but his hand path, which is remarkably similar to Keston Hiura's, is not the kind for which this is typically true. It's possible Pac-12 pitching just wasn't good enough to expose the upper-zone hole in Rios' swing. If it turns out his hit tool can hold water, then Rios is going to be a doubles machine capable of playing at least a part-time corner role. If not, then it would be interesting to see if he can catch as a pro or play an infield position again.",,"sa3022441"
,10,"Max Muncy","OAK","SS","MLB",2026,"40","High",,"21.1","6' 1""","180","R","R",2021,"Draft","OAK",2850000,"Thousand Oaks HS","Muncy is exhibiting a frightening amount of swing-and-miss; so far in 2023, the 20-year-old has the highest swinging strike rate of any player in the A’s system with as many plate appearances. Unfortunately, the increase in whiffs hasn't come with a corresponding increase in slugging, and while he’s hitting a bit more than in years past overall, it's still below the Midwest League average. His increase in opposite field contact is perhaps encouraging, as is the trend of his strikeouts decreasing over the course of the season (his strikeout rate is down around 20% since the beginning of June). Muncy still runs pretty well and has a penchant for legging out grounders hit to the left side of the infield. His instincts and arm are less advanced than may be expected of player drafted as a no-doubt shortstop, but he’s young enough that there’s still time for him to continue to develop there. A light-hitting middle infield utility role is still within his reach.","j89GELajAQE","29779"
,10,"Victor Mesa Jr.","MIA","CF","MLB",2024,"40","Med",,"22.0638888","6' 0""","195","L","L",2018,"J2","MIA",1000000,"Cuba","Mesa's profile has done a near 180 since he signed for $1 million as the less-famous of the Brothers Mesa a couple of years ago. Then viewed as a contact-oriented hitter who might become a table-setting leadoff man, he's become a plus center field defender with a power-over-hit offensive skill set. Mesa is chasing and whiffing a ton as a nearly-22-year-old at Double-A Pensacola. Even though his slash line is impressive early on in 2023, his swing doesn't let him get to the top third of the zone and big league arms are going to execute up there consistently. It's going to make it tough for Mesa to get to his nearly average raw power, impressive punch for a such a little hitter. 
The carrying tool here is Mesa's defense, which has become fantastic. He's especially good at breaking in on balls hit in front of him and is very comfortable going back on balls hit directly over his head. The defense will enable Mesa to play a big league role because viable center field defenders are in short supply, even in the majors. He's similar to Trent Grisham except without any of Grisham's feel for the zone, and so Mesa's production is likely to fall below Grisham's modest line.",,"25999"
,11,"Daniel Palencia","CHC","SIRP","MLB",2023,"45","High",,"23.6555555","5' 11""","210","R","R",2019,"J2","OAK",10000,"Venezuela","Palencia had barely pitched in the U.S. and had only been seen by a few scouts when the A’s traded him to the Cubs for Andrew Chafin. Palencia’s fastball stood out from the jump, as he was sitting 97–99 mph immediately during backfield activity. His heater still sits 98–99 and frequently tops out in the triple-digits with late life, a near-elite offering that plays down due to his middling control. His two secondaries include an above-average slider that he throws hard enough (it averaged just south of 90 mph in 2022) to make up for its generic shape. He hasn't yet been able to locate any of his three offerings consistently, and that erratic control carried over to 2023, with Palencia starting the season as a Double-A starter who maxed out around three innings (the last time he lasted longer than four innings was back in June of 2022). After five starts there, he didn't pitch in a game for a couple weeks, then reemerged as a single-inning reliever at Triple-A. Since the promotion and reassignment to the bullpen, he's gotten wilder, but he’s still garnering a lot of swinging strikes, both in and out of the zone. 
Listed at 5-foot-11, Palencia has a maxed-out, muscular frame that might not age well athletically. The combination of power and fluidity he shows in his mechanics (even though he doesn't have consistent feel for release right now) is akin to Pirates righty Luis Ortiz, who is similarly built and has been able to withstand a starter’s workload while maintaining upper-90s velo. While we buy that he'll hold his stuff under a starter’s load of innings, Palencia hasn't proven it yet. He may indeed be better in small, electrifying doses, and that seems to be the avenue the Cubs are exploring with Palencia at the moment. His big league debut came in extra innings on July 4. In both of his frames, he retired the side in order, while his defense threw both zombie runners out at the plate, which means in two full innings, he’s only faced four batters while recording his first big league win on just 12 pitches. His fastball sat 98-99 and touched 100 several times, with his slider garnering big league chase at 90 mph. With the type of velocity he provides, Palencia is a good fit for a high-impact relief role.","MFHyImuRBqk","27914"
,11,"Jorbit Vivas","LAD","2B","MLB",2023,"45","Med",,"22.5611111","5' 10""","171","L","R",2017,"J2","LAD",300000,"Venezuela","Vivas is still short but he's no longer small, as over the last couple of years his back, shoulders, arms, and thighs have swollen to an impressive size. This has resulted in a modest uptick in power, and after Vivas hit just two total homers in his first couple of pro seasons, he's reached double digits in each of the last two. But Vivas' skill set is still rooted in his bat-to-ball skills, which are enhanced by his compact swing and short-levered stature. He's a dynamic in-the-box athlete who swings really hard but still makes a ton of contact, running an 89% in-zone contact rate in 2022. While he has experience at both second and third base, Vivas' arm strength is not typical of a big league left side infielder, and he's arguably landlocked at second base only. Without positional versatility helping to carry him to a big league role, he looks more like a second-division second baseman who'd perform at a 1.5-ish WAR clip across a whole season of at-bats, but of course that would require a team without a superior alternative at the keystone to roster him.",,"23917"
,11,"Kahlil Watson","CLE","SS","AAA",2026,"45","High",,"20.4583333","5' 10""","178","L","R",2021,"Draft","MIA",4540000,"Wake Forest HS","There was a lot of pre-draft industry gossip about Watson's makeup and maturity, but you always want to take stuff like that with a huge grain of salt. Young athletes aren't finished developing as people, and there's sometimes individual bias baked into those opinions and rumors. One scout's assessment of a player being arrogant and selfish is another's report of him being confident and proactive. In Watson's case, teams considered his issues to be significant enough to precipitate a draft day fall, and they proved persistent as Watson was eventually disciplined by the Marlins in 2022. The final straw, which prompted the team to send Watson home for a portion of the summer, came when he mimed shooting an umpire using his bat as a prop gun after an unfortunate check swing call. This is concerning, immature behavior in the workplace that you hope, with proper support from the Marlins, the now 20-year-old Watson outgrows. 
Watson also spiraled on the field in 2022 and often looked lost at the plate, striking out a ton. His immense talent and bat speed were both still evident, but his offspeed pitch recognition was sushi raw. After an ankle injury sidelined him for most of this April, Watson got hot at High-A Beloit and then began to cool off and strike out a lot again, though not nearly as often as he had in 2022. In fact, his swinging strike rate has been a little bit better than average (about 10%) as of list publication. He has 20/20 ability and middle infield athleticism, the talent for stardom if Watson can develop a 40-grade hit tool and be more pulled together as a person. This is a situation where ability and trade value are not aligned, but sliding Watson because of his behavior essentially quantifies the impact of that behavior in a way that feels gross, so he's lined up here purely on his ability and performance, which is that of a risky, high-variance prospect who will probably take some time to develop in every conceivable way.",,"sa3017513"
,11,"Mikey Romero","BOS","2B","AAA",2028,"45","Med",,"19.7194444","5' 11""","175","L","R",2022,"Draft","BOS",2300000,"Orange Lutheran HS (CA)","While not a lock to stay at shortstop due to middling range and actions, Romero had among the more advanced hit tools in the 2022 high school class, able to impact pitches all over the strike zone. He ranked 37th on the 2022 draft board and was selected 24th, where he received a $2.3 million bonus to forego a commitment to LSU. Lower back stiffness has sidelined him for all of 2023 as of list publication, though Romero is expected to start playing rehab games on the complex shortly. He projects as a strong-side platoon infielder who's capable at second and third base.",,"sa3020216"
,11,"Jarlin Susana","WSN","SP","AA",2027,"45","High",,"19.5222222","6' 6""","235","R","R",2022,"Intl15","SDP",1700000,"Dominican Republic","While he was still an amateur, Susana had a very, very late velocity spike and progressed from throwing in the mid-80s to the mid-90s in a very short period of time. Because he popped up late relative to his peers, most of the pool money for when he was first eligible to sign had already been committed and he opted to wait a year so that more teams could pursue him with a meaningful bonus. The Padres signed him for $1.7 million and pushed him to camp in Arizona during 2022 minor league spring training, much earlier than other teams tend to move their recent signees (though of course, he was a little older). Susana was seen a ton by scouts during minor league and extended spring training, and pitched in eight official games on the complex before the Padres traded him to Washington as part of the Juan Soto deal. After a couple more complex starts in Florida, the Nats promoted Susana to Fredericksburg, where he also began the 2023 season. 
Already 6-foot-6 and 235 pounds, Susana is a developmental leviathan with both extreme risk and upside. His fastball sits 96-99 mph and routinely kisses 101, peaking at 103 mph, but its lack of movement and downhill angle make it shockingly hittable for a pitch that fast. It's not a given that the physically mature Susana will be able to sustain this level of arm strength when he's working a full slate of innings, and he hasn't yet worked more than four innings at a time in a single start. The track record of teenage pitching prospects who are already this big and throw this hard at this age isn't great, either. It's likely Susana will need to pitch more heavily off his slider in the future because of his heater's weird vulnerability. When it's right, his slider is already a plus pitch in the upper-80s, and it should mature as a plus-plus offering. While his three-quarters arm angle creates suboptimal fastball shape, its tailing action pairs okay with his slider and can blow up hitters in on their hands, especially when he's started them with an in-zone slide piece for strike one. Curveball and changeup development are long-term goals but it isn't like Susana has had to work through opposing lineups three and four times just yet, which is when he'd need to start mixing things up a little more. There's impact starter potential here but because of his round-down fastball playability and the history of young pitchers who are built like this, a relief role akin to Brusdar Graterol is more likely.",,"sa3018808"
,11,"Jesus Baez","NYM","3B","A+",2027,"40+","High",,"18.5972222","5' 9""","180","R","R",2022,"Intl15","NYM",275000,"Dominican Republic","A $275,000 signee from 2022, Baez hit well in the DSL (.242/.341/.403) but the really impressive data point was his peak exit velos, which are nearly big league average and are plus-plus on the scale for a teenage hitter. Baez is a stocky and strong 18-year-old who scouts think will eventually move to second or third base, where he's already played a bit. He has a chance to hit enough to not only be an everyday infielder, but potentially a power-hitting impact player. Baez's bat speed is incredible. His in-the-box movements are big, elaborate and showy, as if choreographed by a high school drama club, but Baez is a compact quarter stick of dynamite whose short levers might just enable such a style of hitting to work. He's already showing some underlying swing-and-miss yellow flags against rookie-level pitching, but his tool package and statistical performance are much more exciting than they are scary at this point. Baez doesn't have the positive long-term physical projection that Mark Vientos, Ronny Mauricio, or even Brett Baty (who was a high school underclassman) had when they were his age. He's more likely to be built like a catcher at age 23 than he is a middle infielder — think of Baez like a Juan Uribe starter kit. He's at risk of not having a true position, but his offensive potential gives Baez a puncher's chance to profile at just about any of them.",,"sa3018507"
,11,"Grant McCray","SFG","CF","MLB",2025,"40+","High",,"22.8166666","6' 2""","190","L","R",2019,"Draft","SFG",697500,"Lakewood Ranch HS (FL)","McCray plays an electric center field, covering ground thanks to his past life as a track athlete and carving routes on deep flies in a way that speaks to his football background. The former multi-sport athlete spent 2022 mostly at Low-A and had a breakout offensive season thanks to noticeable adjustments to his swing (including a lower load and a shortened path to the ball) that were aimed at tapping into in-game power (which it did) and cutting down on in-zone swing-and-miss (which it did not). He started 2023 at High-A and his strikeouts are still hovering around the 30% mark. The upside is that those Ks aren’t a result of an inability to recognize a strike; McCray’s chase rate is significantly lower than the big-league average. Instead, the whiffs are largely due to his vulnerability to fastballs in the upper third of the zone. With an uppercut swing geared for pull power, he’s bound to be punished for that unless he can adapt. Still, the fact that he’s added significant power since signing without sacrificing his impact speed gives him a very high ceiling, dependent mostly on tamping down his in-zone swing-and-miss. We're not discouraged by his wRC+ downtick compared to 2022, which is more a symptom of Eugene relative to the rest of the Northwest League than a dip in his ability (learning from coming off Bailey and Matos last year, we are), but McCray is still a risky, high-variance prospect.",,"25690"
,11,"John McMillon","KCR","SIRP","AA",2024,"40+","High",,"25.6777777","6' 3""","230","R","R",2020,"UDFA","KCR",20000,"Texas Tech","McMillon has been the data darling of this system since the moment he signed as an undrafted free agent. He has two monstrous pitches that are undercut by 20-grade control. McMillon's high-octane delivery features a huge pedal down the mound into an open stride that helps him clear his front side and deliver with a vertical arm slot from a low release height. It helps his fastball ride like a roller coaster above the barrels of hitters with dominance. McMillon throws with all his might, and his athleticism is evident throughout his delivery, but his grip-and-rip style not only lacks precision but any modicum of control. If he could throw strikes regularly, he'd already be an elite reliever. His mid-80s slider has big length and bite, and is three ticks harder than it was last year. There are two plus-plus pitches here. McMillon is similar in many ways to James Karinchak, and if he can dial in his control even a little bit more, he'll be a late-inning option.",,"27942"
