Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,6,"David Davalillo","TEX","SP","AA",2026,"45","Med",,"23.1111111","6' 1""","190","R","R",2022,"Intl15","TEX",30000,"Venezuela","Davalillo got serious offseason Top 100 consideration coming off his breakout 2024. He was a college-aged righty who worked 110.1 innings, reached High-A, and sustained above-average stuff the entire year. He was working with mid-90s velo early during 2025 spring training but that has backed into more of an average range as he's gotten into rhythm at High-A Hub City. 
Davalillo has feel for locating four pitches and is especially precise with his two breaking balls — a big curveball and a sweeper — both of which are really good. So loose is his arm action that on layback it looks like his hand and the baseball are touching his right shoulder. It's deceptive and allows him to snap over the top of his two breakers. The direction on the finish of his splitter will vary, and some of them look like sliders, but Davalillo tends to locate it below the zone and he's great at killing spin; this pitch averages just over 1,000 rpm. This is a fairly complete pitching prospect, really only dinged for the tailing shape on his fastball and his slightly small frame. He looks like a virtual lock to be added to Texas' 40-man after the season (especially is he's promoted to Frisco mid-year and keeps pitching well) and looks like a soon-to-be no. 4/5 starter.",,"sa3020448"
,6,"Jorge Quintana","SDP","3B","A",2030,"40+","Med",,"18.4888888","6' 2""","170","S","R",2024,"Intl15","MIL",1700000,"Venezuela","Quintana's profile has shifted pretty rapidly compared to when he signed. His amateur profile was that of a contact-oriented switch-hitting shortstop, one with a higher floor and perhaps lower variance. But in Arizona, he looks more like an exciting power projection infielder who might outgrow shortstop. Quintana is an angular 6-foot-2 or so, and he's an explosive rotational athlete with plus bat speed. His swing has gorgeous low ball loft, and while there's risk that Quintana's lever length and bat path will interact in a way that leaves him vulnerable to good velocity down the line, for now it's fine to be enthused about his potential for rare lefty infield power. There's a chance his frame matures in the Goldilocks Zone, where Quintana adds enough strength to have impact power but not so much as to effect his mobility at shortstop. Based on early 2025 looks in Arizona, those chances are remote, and we consider Quintana a likely future third baseman whose overall prospect value is similar to that of a high schooler who goes in the comp or early second round of a draft.",,"sa3024107"
,6,"Felix Arronde","KCR","SP","A+",2026,"40+","Med",,"22.4333333","6' 3""","185","R","R",2021,"Intl15","KCR",100000,"Cuba","Arronde has an exciting combination of velocity, projectability, and starter-quality strike-throwing ability for a 22-year-old pitcher, and in 2024, he demonstrated starter's durability by working over 100 innings at Low-A Columbia. He posted a 2.94 ERA in 110.1 innings last season and began 2025, his 40-man platform year, at High-A Quad Cities. 
As his stuff is currently constituted, Arronde is in position to be a strike-throwing backend starter. His fastball's lack of movement causes it to play down despite its velocity, but if Arronde can get stronger (especially in his lower body) and better explode down the mound, the ceiling on that pitch is pretty big. At 22, it's not a given that will happen, but Arronde's wispy build has uncommon late projection for a pitcher his age. His breaking ball would benefit from more power, too. It's a low-spin 82-84 mph slider that's generating slightly above-average miss so far this year, but it looks a grade below average to the eye. It has short action for a pitch as slow as it is. Arronde's best pitch is his promising splitter, which sometimes has slider shape and action. It's all over the place, but it moves late and it moves a lot, and some of them are 70s on the scouting scale. The Cuban righty is a pretty good bet to be added to the Royals' 40-man roster after the season and debut in 2027 as a spot starter before rooting into the back of the rotation over as he enters his mid-20s.",,"sa3016526"
,6,"Samy Natera Jr.","LAA","SIRP","AAA",2027,"40+","High",,"25.9055555","6' 4""","225","L","L",2022,"Draft","LAA",125000,"New Mexico State","Born in Mexico, Natera went to high school in El Paso. He was mostly focused on basketball in high school and didn't start pitching until he was 17 years old. He had a walk-prone pro debut in 2023 and then sprained his elbow during 2024 spring training, which limited him to 15 innings during the regular season. Natera then had a great Arizona Fall League showing, as he would routinely peak in the 95-97 mph range during his starts while sitting 93-94 for the bulk of his outings. He was in as good of physical condition as any Fall Leaguer save for maybe Jac Caglianone, with a sculpted 6-foot-4 frame that looks like it can handle a starter's innings load. Natera's delivery has a long arm swing and his release is inconsistent, but his fastball's shape gives him some margin for error in this regard and he simply has not pitched very much for someone his age. He has an above-average sweeper in the 81-85 mph range and can create modest fade on his low-80s changeup. Every aspect of Natera's craftsmanship could conceivably improve. This is an athletic guy without a ton of high-level experience who, if his physique is any indication, seems motivated to max himself out. He's a multi-inning relief prospect with some right tail outcomes in a rotation if indeed he is just scratching the surface.","rnns57SEg6Y","sa3020862"
,6,"Bryce Cunningham","NYY","SP","A+",2027,"40+","High",,"22.7805555","6' 5""","230","R","R",2024,"Draft","NYY",2300000,"Vanderbilt","Cunningham split time between starting and relieving as an underclassman before rooting into Vandy's weekend rotation as a junior. He nearly doubled his career high in innings pitched, but still held 93-95 mph fastball velocity all season. Cunningham's career ERA was a shade under 5.00, but his stuff was good enough for him to rank 47th on my Draft Board. The Yankees popped him in the second round and Cunningham didn't pitch after the draft. 
At a strapping 6-foot-5, Cunningham is an athletic mover who strides somewhat open as he pedals home. He throws from a three-quarters arm slot with a 1:00 fastball spin axis, and he might benefit from supination on release to create more carry on his fastball. A short, blunt, below-average mid-80s slider was his most used secondary in 2024, but a high-spin, mid-80s changeup is Cunningham's best pitch. His strike-throwing was a little less consistent late in the college season, but that was to be expected considering his workload. Cuningham needs breaking ball augmentation, but he has realistic no. 4 starter upside if the Yankees can help with that.",,"sa3029687"
,7,"Bishop Letson","MIL","SP","AA",2029,"45+","High",,"21.0444444","6' 4""","170","R","R",2023,"Draft","MIL",482600,"Floyds Knobs Central HS (IN)","Letson sort of flew under the radar as a Purdue commit until he cracked 90 mph at Super 60 in his draft year. He signed for nearly half a million dollars in the 11th round as a compelling mix of raw ingredients, and he's looking absolutely awesome out of the gate as a 20-year-old in High-A. Lanky, whippy and still projectable at 6-foot-4 and with long arms, Letson gets best-in-baseball extension from a low release height. The combination allows both of his runny, low-90s fastball shapes to play up and avoid slug, covering up his raw feel for locating a sharp low-80s slider, and for locating to his arm side in general.
Adding a changeup is vital to countering Letson’s substantial reliever risk, and he flashed a damn good one in his first start of May. But much like his health after a sore elbow has limited him to less than 100 pro innings, the track record there is very light. He's mopping the floor with older hitters in spite of it, but Letson currently sports a long arm action with some release point inconsistency. Still, he's already frequently touching 95 mph at the start of the 2025 season, and projecting some command and velo gains off his frame and athleticism is part of the dream here.","jPRMxSzR_Qs","sa3023526"
,7,"Marcus Phillips","BOS","SP",,2028,"45+","High",,"21.1805555","6' 4""","250","R","R",2025,"Draft","BOS",2500000,"Tennessee","A South Dakota high schooler then two-way JUCO prospect at Iowa Western. Was in the Tennessee bullpen as a sophomore, then moved to the rotation in 2025. Had a great year in certain key ways (most notably stamina, stuff retention late in the season) and not in others (fastball command). Looks like an outside linebacker coming at you down the mound at roughly 6-foot-6, 250 pounds. Long, loose, if somewhat violent arm stroke, plus-plus extension, sits 96 and touches 101 from a near sidearm slot. Fastball cuts at times, tails at others. Paired with mid-to-upper 80s gyro slider that has hard late break. Ones with two-planed movement are plus, ones that move more laterally and less vertically are fringy. Throws strikes with both but not in great locations, and Phillips' fastball shape simply requires his locations be better. Minimal changeup usage at this point, little to no vert, above-average horizontal break. You can see he has feel for creating action on it, but not for locating it. Busted out some nasty right-on-right cambios against Arkansas in the postseason (ask Ryder Helfrick) but doesn't trust it yet. Body and athlete scream ""starter,"" command and repertoire don't as of yet, but re-read the first two sentences of this report and project on this barely 21-year-old unit.",,"sa3039870"
,7,"Dasan Hill","MIN","SP","A+",2029,"45+","High",,"19.7666666","6' 5""","165","R","L",2024,"Draft","MIN",2000000,"Grapevine (TX)","Hill was maybe the most projectable player in the entire 2024 draft class regardless of position or demographic at 6-foot-5, 165 pounds. His fastball was peaking in the 88-90 mph range during the summer between his junior and senior year of high school, but held 92-97 for five or six innings at a time during his senior spring. That on its own was exciting, but Hill also had a ton of room on his frame for strength, and maybe more velocity. He's already added some, and not only has he pitched well despite a fairly aggressive full-season assignment in 2025, but Hill's heater is averaging a shade below 96 mph so far. It's not playing like a dominant fastball due to its sink and downhill plane, and this pitch definitely needs to be viewed in light of Hill's usage (he's not pitching all that deep into games), but it's impressive that he's throwing harder this soon. 
Hill's secondary stuff has also improved already. In fact, all of Hill's secondary pitches (including a rapidly improving changeup that's living off Hill's arm speed right now) are generating huge miss, collectively north of 60% as of this writing; that's roughly twice the big league average for secondary pitches. His slider and knuckle curve are in the low-80s, with the changeup in the mid-80s. Hill's high arm slot helps his breakers have depth, and Low-A hitters gearing up for 97 have been early on his changeups. Hill isn't a surgeon, but at his age and size, that's fine. He's throwing strikes with his slider when he needs to climb back into counts; he actually commands that pitch and the rest are more scattered. There's developmental work to be done in the control/command department, and athletically/mechanically, Hill's style is kind of reliever-y, but what 19-year-old this size has total control of their body? Hill has an All-Star ceiling while his profile also carries the risk and deep timeline of a low-minors pitching prospect. This is already an arrow-up prospect who likely will be again during our offseason update if Hill can sustain this stuff throughout the rest of the season (he's on pace to work about 60 innings) and deeper into starts (hopefully for five or six innings) at least a couple of times.",,"sa3067070"
,7,"Adam Serwinowski","LAD","SP","AA",2027,"45+","High",,"21.3166666","6' 5""","190","L","L",2022,"Draft","CIN",125000,"Eastside HS (SC)","Serwinowski was a Pick to Click two Prospect Weeks ago, and while he didn't throw enough strikes in 2024 (12.3% walk rate in 85.2 innings) to justify a windmill slam onto the Top 100 entering 2025, he is still basically on that trajectory and has mid-rotation upside. His delivery is very deceptive, and the line on his fastball is nasty. It's a difficult to see and also difficult to get on top of. He shares mechanical similarities with Yusei Kikuchi and Kyle Freeland, with perhaps an even more deliberately short arm action than either of those two. Serwinowski's heaters will sit 92-95 throughout the entirety of his starts (he's yet to work more than five frames in a single outing, but that likely won't be true for much longer), and he can rip 94-97 in short bursts. He also features a plus 77-84 mph slider with big two-plane arc. He can land it in the zone for strikes or bury it as a chase pitch. 
Changeup/splitter projection here is tough. Serinowski's ultra-short arm action is less fluid than those of pitchers who tend to have positive long-term changeup development. A lack of clarity around a third pitch creates relief risk, but if he eventually has to downshift into the bullpen, we're talking about a good setup man. Serwinowski's slider plays as a bat-misser to the back foot of righties, and he doesn't necessarily need a changeup to act as a platoon-neutralizing finisher as much as he just needs a distinct third pitch to give hitters something else to think about. Perhaps that'll eventually be a cutter. Serwinowski has two future plus pitches and is comfortably on pace to work a big league starter's load of innings by the time he has to be put on the 40-man roster during the 2026-27 offseason.","a84wFZqo3dI","sa3020626"
,7,"JR Ritchie","ATL","SP","AAA",2026,"45+","High",1,"22.2638888","6' 2""","185","R","R",2022,"Draft","ATL",2397500,"Bainbridge HS (WA)","A classic high school pitcher draft prospect, Ritchie had a projectable 6-foot-2 frame, a fast, whippy arm action and a snappy, devastating breaking ball as a Pacific Northwest prepster in 2022. His gorgeous arm action portended changeup development, and his feel for spin allowed you to project that Ritchie would develop a second good breaking ball over time. It took $2.4 million to keep him from a commitment to UCLA, and Ritchie sadly blew out after just four 2023 starts. He returned in June 2024 and ended up throwing 49.2 innings across 11 combined starts between his rehab on the complex, age-appropriate Low-A starts, and two High-A outings to cap the year. 
Ritchie didn't come out of his rehab having taken a meaningful physical step; he's still a slender fella who sits 91-93 and requires rather violent, high-effort arm speed to generate it. Ritchie would show you 94-96 in short bursts as an amateur, but he's been more in the low-90s since his senior spring of high school, and now he's approaching age 22. What did take a step forward coming out of his TJ rehab was Ritchie's changeup, which now has a one-seam sinker look out of hand. Even with below-average velocity, there's enough other stuff happening here for Ritchie to continue to project as a starter, though his FV is shaded down a tier from last cycle because he didn't have a velo spike coming out of rehab. That might still happen for him, but as we're sitting here, Ritchie has mostly averaged 92 since the spring of 2022, and I think at this point it's incumbent upon him to actually throw harder rather than wishcasting more velocity for him. He still has the look of a good team's no. 4/5 starter thanks to his quality secondary pitches.","3YvgHFrqjbc","sa3020395"
,7,"Braylon Doughty","CLE","SP","A",2029,"45+","Med",,"19.8166666","6' 1""","196","R","R",2024,"Draft","CLE",2570000,"Chaparral HS (CA)","Doughty was arguably the most polished high school pitcher in the 2024 draft. Impressive balance over his blocking leg and release consistency allowed him to throw quality fastball strikes and command both of his breaking balls with precision, all while toying with hitters' timing via Cueto-ish changes in his cadence. Doughty's fastball sat mostly 91-93 during a brief summer showcase look, then was more more 92-94 and touching 96 during his senior spring. It was briefly in the 93-97 range during spring training but has backed into the low 90s as Doughty has stretched out. That's going to be fine, as Doughty's arm stroke is deceptive and quick, and his fastball averages roughly 18 inches of vertical break. Plus, he commands it to the part of the zone where it's most effective. The shape of his heater pairs nicely with his power curveball, which is one of the sexier curves in the minors and often spins around 3,000 rpm. Talent for spin and a short, consistent arm stroke should allow Doughty to add a quality second breaking ball and improve his changeup, respectively. This is a mid-rotation starter kit with a higher-than-usual floor for a teenage pitching prospect because Doughty's command is so advanced.","YyR6XF-4ggA","sa3067030"
,7,"Theo Gillen","TBR","CF","A",2028,"45+","Med",,"20.0527777","6' 2""","195","L","R",2024,"Draft","TBR",4370000,"Westlake (TX)","When Gillen first burst onto the prospect scene, he was a skinny shortstop with a great looking lefty swing. He dealt with injuries of varying severity throughout high school, the most significant of which required labrum surgery. In addition to their toll on Gillen, the injuries made it difficult to evaluate him, as even when he was healthy, he sometimes looked rusty. Now he's getting stronger, and looks more comfortable in the box the further away he gets from his injuries. He is one of the few players in last year's draft class who could hit, hit for power, and also projects to play an up-the-middle position. 
Gillen has quick and slick hitting hands. His swing looked long during his pre-draft summer, but he's meaningfully stronger now and is getting back to the ball quicker. He rotates hard while keeping his head on the baseball and makes a ton of sweet spot contact. A scout source told Eric they thought Gillen had a chance to be a left-handed Marcus Semien — that's what Gillen's hitting hands are like. It's also the path Gillen's body and defensive fit could follow as he fills out. While Gillen's lateral agility and arm strength probably aren't a fit at shortstop (his high school position), his middle infield experience and speed give him a good shot to play second base or maybe try center field. We think the former is more likely. Especially if he continues to get stronger, his hit/power combo will profile in an everyday capacity at either spot.",,"sa3025565"
,7,"Owen Hall","DET","SP","A",2029,"45","High",,"19.8805555","6' 3""","185","R","R",2024,"Draft","DET",1750000,"Edmond North (OK)","A prototypical high school pitching prospect, Hall ranked 32nd on the 2024 Draft Board due largely to his projectable build and breaking ball quality. It only took a modest $1.75 million to sign him away from a Vanderbilt commitment. 
Hall is a skinny 6-foot-3 righty with a condor's wingspan whose fastball velocity was pretty variable during pre-draft looks; he was up to 97 the summer before his draft year but sat 92-94 at times. He works with a high-three-quarters arm slot, but a more vertical hand position on release creates playable riding action on his heater despite its downhill plane. Hall also hides the ball well; his arm action is efficient and should become more consistent as he matures and improves his release consistency. Though Hall often struggles to finish his breaking balls below the zone, both pitches — an upper-70s curve and a low-80s slider — have aesthetically pleasing shape and depth and could be plus if they're thrown harder as Hall's frame fills out. We also have optimism surrounding Hall's changeup projection because of his arm speed and action. Hall is a high-variance project with mid-rotation ceiling. His FV is a shade higher than most prep pitchers who get shy of $2 million.","Z2qerUsbfzg","sa3066594"
,7,"James Triantos","CHC","2B","AAA",2026,"45","Med",,"22.6722222","6' 1""","195","R","R",2021,"Draft","CHC",2100000,"Madison HS (VA)","It's typical for contact prodigies like Triantos to be at least partially discovered because of their data — they rarely swing and miss during high school showcase play, and across several events, they generate a large enough sample to flag them because of this. In Triantos' case, the pandemic made it hard for him to accumulate such a sample, and yet the Cubs boldly gave him just over $2 million to sign as a second rounder rather than go to Virginia. Triantos has more or less run the minor league table as a plus or better contact hitter with all-fields doubles power. He's now reached Triple-A and sports a .289/.349/.417 career minor league line. He's been among the best pure contact hitters in the minors since he turned pro and has bounced around the 45-50 FV range the last couple of years as his defensive home has gotten sorted out. 
For a while he looked so rough at 2B/3B that he seemed destined for LF/DH, but the further and further Triantos has gotten from a 2023 meniscus injury, the better he has looked at second. He has below-average hands, but he's in his physical prime and as rangey and mobile as he's ever been, and should be able to play there. He has also been given reps in center field, and while he's a surprisingly fast runner given some of his other athletic limitations, the position is a stretch for him. We speculatively have left field as part of his future mix. Triantos doesn't have the power of a first division second baseman, so versatility should be part of his game; he can't handle the hot shots at third base, so left field it is.
Let's not lose sight of the apple here — Triantos can really hit. He has great bat control and his best swings have huge finish behind him, though he's definitely looser than he is explosive. Capable of pulling up-and-in pitches with power, Triantos is a line drive singles hitter in the bulk of the zone. He's a proactive swinger but isn't so chase prone that it threatens to sabatoge his overall production. The 2025 season will be Triantos' 40-man platform year. Whether he can play first base or left field might dictate whether he's easy to roster or necessary to trade.","RYoayN5iVcE","sa3017295"
,7,"Demetrio Crisantes","ARI","2B","A+",2028,"45","Low",,"21.0722222","6' 0""","178","R","R",2022,"Draft","ARI",425000,"Nogales HS (AZ)","Crisantes was the star infielder at Nogales High School, a powerhouse program in Arizona that went to the state finals twice during Crisantes' tenure. Since entering pro ball, he has been a superlative statistical performer at the lowest domestic levels. Crisantes hit his way off the complex in 2024 and slashed .333/.429/.478 across 63 games at Low-A Visalia. He also had 23 extra-base hits, a strong strikeout-to-walk ratio, and was 20-for-22 on stolen base attempts. 
Crisantes does a lot of little things really well, but he isn't especially toolsy or projectable. He's a fantastic defensive second baseman who plays with a low center of gravity, and he has plus hands and actions. He's also seen time at both corner infield spots, but he has less arm strength than is ideal for third base. Visual evaluation of Crisantes' hit tool comes in south of his data, which is plus. Though his bat path doesn't look like it will be on time against upper-level velocity, he had an 89% in-zone contact rate in 2024 and his swing is geared for loft in an awful lot of the zone for a guy making that much contact. He may not have the offensive output of an impact everyday hitter but should be a core role player who sees 400 PA or so on the right side of the infield.","dmepTlptHPE","sa3021051"
,7,"Jhonny Level","SFG","2B","A",2030,"45","Med",1,"18.5055555","5' 10""","160","S","R",2024,"Intl15","SFG",998000,"Venezuela","Level signed for just shy of $1 million in 2024 and hit a robust .275/.393/.517 with 10 homers in 48 games. He's built like Jasson Domínguez, with huge pythons, pecs, and traps, and Level won't turn 18 until March. A lack of arm strength will likely limit him to second base, putting pressure on his offensive tools to be loud enough for him to be an everyday player. As you can imagine, there's practically no raw power projection here because Level is already so strong and maxed out. The good news is that he's a talented enough hitter to have a puncher's chance to profile as an everyday option. Level is an explosive rotator from both sides of the plate (especially the left side), and he has roughly average bat control, maybe a little better than average as a lefty. Things here are off to an encouraging start. Level should be stateside in 2025 and could finish the season as a teenager in full-season ball. ",,"sa3023898"
,7,"A.J. Ewing","NYM","CF","AA",2028,"45","Med",,"21.1416666","6' 0""","160","L","R",2023,"Draft","NYM",675000,"Springboro HS (OH)","After dabbling the prior year, the Mets had Ewing make a more complete transition to center field in 2024, and he's barely played the infield (where he's not very good) so far in 2025. Speed and defense have become the foundation of Ewing's profile. He has highlight reel, gap-to-gap range and great feel for positioning himself to be ready to throw as soon as he collects the baseball, which is remarkable for someone who hasn't focused on playing the outfield for very long. Ewing's reads and routes aren't always crisp — the lone thing standing between him and a future 70-grade glove — but it's not out of the question that he could improve in those areas over time. 
Ewing's speed is also the driving force of his offense. He leaves the batter's box as if he were shot out of a canon and runs in the 4.10 range from home to first, turning many singles into doubles and doubles into triples. Ewing's surface stats as a pro (a career .274/.399/.415 line) are an embellishment of his abilities as a hitter and aided by his speed. He swings really hard, often with so much effort that it alters his ability to track the baseball. Ewing's K% is way down this year compared to his norms, but there's nothing identifiably different about his swing, and I expect his strikeouts to rebound. Ewing should rack up extra base hits and steals because of his speed and style of play, but he probably won't hit many homers. He's going to be a good big leaguer and is currently projected as a second-division regular in center field who lacks the consistent offense to be a true impact guy.",,"sa3022963"
,7,"Devin Taylor","ATH","LF","A",2028,"45","Med",,"21.7361111","6' 0""","215","L","R",2025,"Draft","ATH",2500000,"Indiana","One of the most consistently productive college hitters in this year's class. Finished his Indiana career with a .350/.459/.672 line, and raked with wood in two years of summer ball. Gorgeous feel for all-fields contact, can drive pitches on the outer third to the opposite field with power and turn on pitches on the inner half. Makes it look easy the way he reads and reacts to pitch location and speed. Can adjust hands and upper body posture to put the barrel on the ball. Lower launch guy who might not quite hit for his raw power in games. Terrible outfield defender; might just be a DH. Among the more stable hitters in the draft and a likely first round pick. Defensive piece is a body blow to his overall value and gives him basically zero margin for error as a hitter, but Taylor should do enough to, in essence, be an everyday bat.",,"sa3043560"
,7,"Gage Wood","PHI","SP","A",2026,"45","High",,"21.7944444","6' 0""","205","R","R",2025,"Draft","PHI",3000000,"Arkansas","Wood was a power reliever during his first two years in Fayetteville and then moved into the rotation as a junior, only to be shut down pretty quickly with a shoulder injury that limited him to 10 starts and 37 regular season innings. To say Wood looked healthy when he returned would be an understatement. At the College World Series, Gage did his best Kerry Wood impression and ripped riding fastballs and knee-buckling curveballs past Murray State hitters in a 19-strikeout no-hitter. 
Wood is small, he's now had injury issues, and he really only has two pitches at the moment, and yet he still might go in the middle of the first round because his fastball's velo/ride/angle cocktail is deadly, and his curveball's vertical snap plays beautifully off of it. Are there echoes of Ty Floyd here? That's not going great. Wood is similar in stature and repertoire. His ability to spin the baseball should yield at least one other good breaking ball. He threw something like 50 cutter/sliders and 15 changeups in all of 2025; those pitches are raw. Adding to Wood's relief risk is that he can only consistently throw his fastball for strikes, but even that is a developmental win considering he was in the bullpen a year ago, and recall that there are many big league starters who feast off of heavy fastball usage when it rides like Wood's does. He's risky but could be a good no. 4 starter.",,"sa3045536"
,7,"Enrique Bradfield Jr.","BAL","CF","AAA",2025,"45","Low",,"23.8305555","6' 0""","175","L","L",2023,"Draft","BAL",4170000,"Vanderbilt","Bradfield is a plus-plus runner with the skill set of an old school, top-of-the-order catalyst; he's also a plus center field glove. A force of nature on the bases in high school, scouts wanted to see Bradfield become stronger in college. He did enough of that at Vanderbilt to slash .311/.426/.447 there (with a little dip in production as a junior) and go in the 2023 first round, but it's probably not enough to do much damage in pro ball. 
Angular and skinny, Bradfield's .272/.358/.371 line from 2024 is emblematic of his tools on offense, with his profile driven by his terrific swing decisions and contact ability, but lacking much power. He hunts fastballs and is adept at parsing them from breaking stuff, which he rarely offers at. This is in part because Bradfield lacks the strength to do much with softer stuff, and his downward-cutting swing tends to drive it into the ground. Against heaters, Bradfield is an all-fields singles hitter who can occasionally inside-out a fastball down the left field line for a double. He is very difficult to make whiff inside the strike zone (90% in-zone contact rate in 2024) and will beat out a ton of infield choppers and grounders thanks to his speed (Bradfield tends to run in the 4.1s, at times faster with a jailbreak swing). Still, the contact and on-base aspects of Bradfield's game might play down a bit due to the quality of his contact. 
If we look at all of the center fielders across the last half decade or so, you don't really see players who slug under .400 end up north of the average everyday player line. That doesn't mean Bradfield is bad, it just means he's more likely to land somewhere closer to the 20th-30th range among big league center fielders. He's a winning player who impacts the game in a myriad of ways and has a long track record of performing in this relatively slugless style. The day before list publication, Bradfield left his game with left hamstring discomfort after a feet-first slide into third base on a triple. He walked off under his own power, which is a good sign, but if for some reason he's going to miss an extended amount of time, I'll come back and update this blurb.",,"sa3022917"
,7,"Dax Fulton","MIA","SP","AAA",2025,"45","Low",,"23.9583333","6' 7""","235","L","L",2020,"Draft","MIA",2400000,"Mustang HS (OK)","Fulton was actually throwing a little bit harder in the early part of 2023 (averaging 93.5 mph per Synergy, a tick and a half more than 2022) when he blew out and had a mid-June Tommy John, a little less than five years after his first one; he spent the 2024 season on the IL. He returned to start 2025 at Double-A and is struggling to throw strikes more than has been normal for Fulton, but not more than is normal for a guy coming off of surgery. 
Fulton's arm stroke is super short for such a tall pitcher, and this mechanical funk and the extreme downhill angle of his fastball combine to make him an uncomfortable at-bat. He commands two solid secondary pitches, the best of which is a breaking ball in the 81-86 mph range, which he's throwing harder now than he was in 2023. Fulton also commands a changeup to the bottom/arm-side part of the plate. Both of Fulton's secondaries are currently performing much better than when he was last healthy, as his miss and chase rates are a little higher than average on those pitches. He's on Miami's 40-man and stands a great chance to debut near the end of the year, late enough to retain rookie eligibility for next season.",,"sa3014535"
,7,"Antwone Kelly","PIT","SIRP","AA",2026,"45","High",,"22.0833333","5' 11""","220","R","R",2021,"Intl15","PIT",100000,"Aruba",,,"sa3015489"
,7,"Roc Riggio","COL","2B","AA",2026,"45","Med",1,"23.3055555","5' 9""","195","L","R",2023,"Draft","NYY",693000,"Oklahoma State","Riggio became famous when he committed to UCLA ridiculously early (he was in eighth grade). He didn't end up a Bruin and instead matriculated to Oklahoma State, where he hit very well for two years as he embraced a sort of grinder/heel persona. He ended up slashing .316/.438/.601 in two seasons for the Cowboys, then .221/.349/.397 with 11 home runs and 27 steals at High-A Hudson Valley in his first full season. He hit his way to Double-A Somerset in 2025 and was slashing a robust .264/.370/.567 at the time he was traded for Jake Bird. 
Lefty-hitting infielders with this kind of bat speed are uncommon, and the Yankees made changes to Riggio's swing (he has a much bigger leg kick now) that have made it more athletic and seem to have positively impacted his plate coverage. He's been more dangerous than vulnerable against pitches out away from him this year, and had a 55% hard-hit rate around the midway point of the summer. Riggio is no slouch as a defender, either, even though he is likely limited to second base. His surface stats are a caricature of his true talent because the hitting environments at Hudson Valley and Somerset are favorable, but this is still an ""arrow up"" prospect who is starting to look like a potential everyday second baseman.",,"sa3022750"
,7,"Winston Santos","TEX","SP","AAA",2026,"45","Med",,"23.4611111","6' 0""","180","R","R",2019,"J2","TEX",10000,"Dominican Republic","Santos has plus command of a riding fastball that averaged 96 mph in 2024 but was more 93-96 in his two 2025 outings before he was shut down with a stress reaction in his back. He had an offseason argument to be on the Top 100 because of his arm strength, command, and durability (Santos had thrown about 100 innings each of the last three years), but the quality of his secondary stuff (or lack thereof) kept him in this FV tier. 
Santos is short but built sturdily, and he's a plus athlete who has held plus velo deep into games and seasons throughout his whole career. His command can elevate how his slider and changeup play, especially his 84-87 mph slider, but too many of those pitches are vulnerable to damage when they aren't dotted. This is the profile of a pitcher who is quite valuable during the regular season because of his ability to eat efficient innings, but he's not going to overpower lineups start after start. In a contender's rotation, he's more toward the back than entrenched in the middle, and he might downshift into a long relief role come playoff time. On the 40-man roster for the first time, it's possible a version of that happens this season.","1d751lveIak","sa3015952"
,7,"Deivid Coronil","SDP","SS","DSL",2031,"40+","High",,"17.9916666","6' 3""","165","S","R",2025,"Intl15","SDP",900000,"Venezuela","Coronil has a projection-driven profile at shortstop, and was an ""arrow up"" prospect between the time he committed to sign with the Padres and the time he actually put pen to paper, as he showed burgeoning strength and power as signing day approached. There were rumors that an unknown team offered him $1.7 million to break ties with the Padres before Roki Sasaki came to terms with the Dodgers, but Coronil signed for $900,000. 
A graceful, low-to-the-ground defender, Coronil makes effortless throws to first base on routine plays and has a good shot to stay at shortstop. His offensive output will depend on how much stronger he can get. He had a slash-and-dash look for most of the commitment window, before greater physicality arrived throughout 2024. There's hit tool risk and overall variance here, but Coronil otherwise checks a lot of exciting boxes and has impact upside.",,"sa3067691"
