Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,3,"Brice Matthews","HOU","SS","MLB",2026,"45","High",,"22.6555555","6' 0""","190","R","R",2023,"Draft","HOU",2480000,"Nebraska","Matthews was one of the more polarizing prospects in the 2023 draft, an unpolished collection of huge tools and mixed results. His exit velos were as high as anyone's in the class, including Dylan Crews, it's just that Matthews' feel to hit was not good. He didn't swing and miss excessively in college, but the visual evaluation of his hit tool wasn't great, and Matthews especially struggled to get on top of high fastballs. He is a plus runner and will show you a max-effort plus arm, but Matthews is also a crude defender at short and isn't a lock to stay there. He's often slow to approach choppers in front of him and has to rush once he has the baseball, and his throwing accuracy is a mixed bag. The last time the Astros took a player whose scouting report read like this — huge tools college guy with hit tool risk — it was George Springer. 
Matthews got 156 plate appearances after the draft last summer, primarily with Low-A Fayetteville, where he had a 26.7% strikeout rate and only produced 10 extra-base hits. He spent nearly a month on the IL with a lower back issue early in 2024 and has been white hot since returning. Matthews hits out of a square, balanced setup with a simple stride and his bat path tends to be on the flatter side, with solid bat speed through the zone. We want to let him air out in pro ball for a while before revisiting his FV grade. He was always going to be a bit of a slow burn, a toolsy dev project typical of Houston's high-variance style of drafting when it comes to hitters.",,"33280"
,3,"Ben Kudrna","KCR","SP","AAA",2026,"45","Med",,"21.7833333","6' 3""","200","R","R",2021,"Draft","KCR",3000000,"Blue Valley SW HS","Kudrna has already put on noticeable strength since being selected 43rd overall by his hometown Royals in the 2021 draft, and he still has room for more on his frame. His delivery is also a more controlled, repeatable operation than it was in his prep days. He has a compact arm circle with a quick, clean path before he releases from a high three-quarters slot. Kudrna utilizes both a four-seam fastball and a sinker that sit 91-95 mph and have touched as high as 97 mph this year. The sinker shows average tail and sinking action, while the four-seamer has solid carry in the upper quadrants of the zone. His 83-86 mph slider is a two-plane breaker with late action. On occasion it will turn into more of a vertical downer, with both shapes capable of producing above-average teeth. Kudrna's changeup (85-88 mph) offers limited velocity separation from his fastball, but he throws it with the same arm speed (his delivery's late acceleration helps too), while flashing effective fade and depth on his better ones. It's a pitch that varies in its quality at present, but it has already taken a big leap in his brief time as a pro, and with the quality of his arm action, it should continue to evolve into at least an average weapon for him. With a career walk rate around 10% across his 245.2 frames in the Royals system, Kudrna projects to be an average control/fringe-average command type who is tracking towards a no. 4/5 starter role.",,"sa3018253"
,4,"Alfredo Duno","CIN","C","A",2028,"45+","High",,"18.8472222","6' 5""","235","R","R",2023,"Intl15","CIN",3100000,"Venezuela","Duno's amateur report was akin to that of Gary Sánchez. He was not viewed as a slam dunk to stay at catcher in part because of his size, but nearly top-of-the-scale power and arm strength drove a profile of monster upside. Duno hit a robust .303/.451/.493 in the 2023 DSL but he didn't catch, DHing all summer instead (and playing first base in the DSL All-Star Game) due to an elbow injury. This spring on the Goodyear complex, Duno stood apart from most of his peers in terms of size and strength, and looks at home among big leaguers who are a decade or so older than he is. He takes a ridiculous BP for an 18-year-old, the kind where you can feel the thump of him compressing the baseball deep in your chest, as if you were standing next to a bass drum at a concert. The level of explosion and bat speed for an athlete of Duno's size is remarkable, and he already has enormous measureable raw power for a player his age. He was obviously bigger than Chase DeLauter (listed at 6-foot-4, 235 pounds) when the two stood next to one another. 
Duno is still incredibly raw, most notably as a catcher, where the speed of the game is too much for him right now. He had multiple pitch timer violations in the Reds' Spring Breakout game, for instance. None of this is unusual for a teenage backstop, let alone one who probably caught less pro-quality stuff than most high-profile domestic amateurs. To put this in a different context, it's as if Duno is a high school senior who didn't catch as a junior, and now rather than now catch fellow high school seniors, he's catching domestic A-ball arms. His profile is similar to other high-risk/high-upside teenage catchers like Blake Mitchell and Eduardo Tait (both 45 FV prospects), but Duno has a different level of physical ability than those two guys. Of players who could take a leap from outside the Top 100 to being among the top 30 or so prospects in baseball during the next 18 months, Duno is a clear candidate because of his power potential at the catching position. I want to see how his strikeouts trend during the season and revisit his defense on tape (it's not good right now) later in the year before stuffing this guy in the no. 30-50 overall range in baseball, but that's how things are trending here.","NQiYjLFs01A","sa3021066"
,4,"Jansel Luis","ARI","SS","A+",2027,"45+","High",,"19.6833333","6' 1""","170","S","R",2022,"Intl15","ARI",525000,"Dominican Republic","Luis was one of last spring's complex-level revelations, a projectable switch-hitting shortstop with premium hand speed. Luis has a chance to mature in the Goldilocks Zone, where he adds power while remaining at short. He's an above-average athlete who plays low-to-the-ground defense, his hands are fine, and his arm should be sufficient for the left side of the infield at maturity. Luis' hands are incredibly explosive, and he still has room to add mass and find more power. He has an aggressive approach and a low-ball swing that is often underneath fastballs. Barring pretty significant late develop to his hit tool (some amount of it is likely considering that Luis is such a young switch bat) there is going to be strikeout and chase risk here, but the power ceiling on a switch-hitting shortstop like this is incredibly rare and exciting.","kBVybH_Av0Y","sa3018508"
,4,"Jaison Chourio","CLE","LF","A+",2027,"45+","Med",,"19.4805555","6' 1""","175","S","R",2022,"Intl15","CLE",1500000,"Venezuela","Chourio was a Pick to Click last offseason who didn't quite do enough in 2023 to make the universal Top 100 list (plus he looked a little stiff and haggard playing winter ball), but if the way he has looked out of the gate in the spring of 2024 is any indication, he's poised to make the leap this year. Chourio has a terrific offensive skill set that includes at least a little bit of all three core skills: contact, power, and plate discipline. He has feel for making in-swing adjustments to his posture in the hips and back to alter the location of his barrel, and he's already strong enough to do damage on some of his awkward looking swings. The square-framed switch-hitter has room for more strength and (hopefully) raw power, which should allow him to profile as an everyday left fielder, Chourio's most likely future defensive home. How much power he develops will dictate whether Chourio becomes a Robbie Grossman type of big leaguer, or makes a leap into the Ian Happ/Shin-Soo Choo level of impact. Because we're talking about a corner defender, I want to see the power manifest more in games than it has so far (two home runs in two seasons) before valuing Chourio's profile in the Top 100 range, but it looks like we're about to get that.","Mx9VvslaGaM","sa3018399"
,4,"Jared Serna","MIA","2B","AAA",2026,"45+","High",1,"22.4472222","5' 6""","170","R","R",2019,"J2","NYY",10000,"Mexico","Serna signed in 2019 but his affiliated pro career didn't begin until 2021. He's a career .273/.371/.447 hitter in the low minors and has always been a little old for the level, though that began to change in 2023 when he clubbed 19 homers in 95 Low-A games and ended the year with a month at the age-appropriate High-A Hudson Valley. 
Serna is only listed at 5-foot-6, but he's long and sinewy, and he swings incredibly hard for such a small player. He also moves the barrel around the zone with uncommon feel for someone who swings with this much effort and verve. There's some chase-driven risk here. Serna is swing-happy in any count, but he gets especially antsy in two-strike counts, when he chases over 40% of the time. 
Like a lot of other interesting position player prospects in New York's system, Serna's arm strength will likely limit him to second base at the highest levels. If his swing decisions prevent him from being an everyday second baseman, any kind of versatility would make Serna more rosterable as a utilityman; he's gotten quite a few left field reps in Mexico this winter. Despite his size and age, I like Serna's power projection more than most of the other little middle infielders in the system because of his build and the ferocity with which he swings. He's got a puncher's chance to be an everyday second baseman, but he's more likely a Dylan Moore type of role player.",,"sa3015579"
,4,"Mike Burrows","PIT","SP","MLB",2024,"45+","Med",,"25.0111111","6' 1""","190","R","R",2018,"Draft","PIT",500000,"Waterford HS (CT)","Burrows had success as a starter throughout a 2022 split between Double- and Triple-A before shoulder inflammation effectively ended his season. The emergence of a consistently above-average third offering (a good changeup) reignited Burrows' projection as a starter (he had been projected as a fastball/curveball reliever here in previous seasons, in part due to injuries), and across his 94.1 innings in 2022, he racked up 111 strikeouts against just 31 walks. Burrows then had Tommy John at the very start of the 2023 campaign. He returned for his first game action in about 14 months two days before list publication. His fastball sat 94-95 with 16-17 inches of vertical break. His trademark changeup looked like its usual nasty self, sinking in with power action at 86-88 mph. Burrows' change induced a 53% miss rate in 2022 and his usage of it skyrocketed. Primarily a curveball-oriented guy before his injury, Burrows showed a new, harder slider in his 2024 debut, as well as his usual low-80s curve. 
Burrows is on the 40-man and in his second option year. Given his injury history, it's fair to say that he has substantial relief risk, but the addition of a fourth pitch makes it seem like Pittsburgh is staying the course with him coming out of rehab and will continue to develop Burrows as a starter. His command looks predictably rusty after the layoff and will need to rebound for that to occur, but Burrows has the pitch mix to be a good team's no. 4 starter if indeed he can stay healthy and throw strikes like he did in 2022.",,"24728"
,4,"Jordy Vargas","COL","SP","CPX",2026,"45+","High",,"21.0166666","6' 3""","153","R","R",2021,"Intl15","COL",500000,"Dominican Republic","Vargas is a loose, ultra-projectable, strike-throwing starter prospect with a curvaceous breaking ball. He had Tommy John late in 2023 and will probably miss most, if not all, of 2024 to rehab. At age 18, Vargas was already sitting 93-95 mph with disruptive tailing action, and he held that velo as his innings load and per-start output grew in full-season ball. His curveball is a knee-buckling parabola of death, he's adept at creating tail on his changeup, and his general athleticism and the looseness of his arm action portend continued growth in this area. His fastball's shape doesn't really complement his curveball right now, but Vargas is too young to really worry about that. The ease of his delivery and his ability to throw strikes both facilitate starter projection, and his extremely lanky, broad-shouldered build not only generates hope that he can maintain mid-90s heat under a starter's workload, but also that he may continue to throw harder as he matures. He had the look of a guy with mid-rotation ceiling when he was healthy, with time and the risk associated with teenage arms pulling down his FV grade even before he got hurt.","GDgiBY7jaFI","sa3016052"
,4,"Enrique Bradfield Jr.","BAL","CF","AAA",2025,"45+","Low",,"22.9444444","6' 0""","175","L","L",2023,"Draft","BAL",4170000,"Vanderbilt","Bradfield was a well-known high school prospect who scouts wanted to see get stronger in college, and while that didn't happen in a way that yielded big power, Bradfield became physical enough to sustain his offensive performance against pro pitching. Bradfield didn't have quite as good a junior year as he did during his amazing sophomore campaign, when he went 46-for-46 on stolen base attempts, but he looked good enough to solidify mid-first round draft status. 
Bradfield is an elite speedster with several catalytic offensive qualities that make him a prototypical leadoff hitting prospect. Previously compared to Juan Pierre because of his build, swing, and speed, Bradfield's idea of the strike zone is much better than Pierre's, and he walked more than he struck out throughout his college career, no small feat against SEC pitching. He tends to do slash-and-dash singles damage to all fields, which has remained true in pro ball even though the Orioles have overhauled his swing. Most true everyday center fielders produce close to average power, and Bradfield probably needs to out-hit his pre-draft contact projection to be a true 2-WAR everyday option. It looks like he might. He has an 84% contact rate and minute 5.7% swinging strike rate as of publication, and he's doing that amid tweaks to both his bat's angle of attack and his lower half usage. There are still all kinds of other statistical indicators that say Bradfield is going to have trouble actualizing any kind of power, but he might make enough contact to be a Michael Bourn or Gregor Blanco type player. We'd like to see him do this against Double-A pitching for a while before stuffing him in the Top 100.",,"sa3022917"
,4,"Brock Wilken","MIL","3B","AA",2025,"45+","Med",,"22.4027777","6' 4""","225","R","R",2023,"Draft","MIL",3150000,"Wake Forest","Wilken has plus-plus present raw power and hit several balls harder than 115 mph at Wake, where he slashed an amazing .299/.419/.679 during his career. He generates that power with a comically simple swing. He's an extremely patient hitter who rarely chases, and most of Wilken's whiffs come against sliders that finish in the strike zone but that he simply can't reach because his approach is so pull-oriented. His contact ability will probably trend down as he climbs the minors, but so far Wilken has had a successful post-draft debut, hitting .285/.414/.473 in 47 games. Wilken's selectivity and the lift in his swing help ensure that he'll get to his power in games despite what will probably be a 40-grade hit tool during his career, and his on-base skills will also help keep his offensive profile afloat. 
The power and OBP components together are important because there's a chance Wilken ends up at first base. He has big raw arm strength, but his size and stiffness aren't a clean fit at third base in the big leagues, where he'll be measured against the Matt Chapmans and Nolan Arenados of the world. He'll need to work to stay as agile and mobile as possible to avoid a shift to first. For now, I have him projected as a 40-grade third sacker. Just outside the Top 100 prospects, Wilken was a Pick to Click with an everyday corner infield tool set, and we want to see him retain strong levels of contact through a large Double-A sample before moving him into the 50 FV tier.",,"sa3022499"
,4,"Seaver King","WSN","SS","AA",2027,"45+","Med",,"21.5472222","6' 0""","195","R","R",2024,"Draft","WSN",,"Wake Forest","King transferred to Wake from Division-II Wingate but had experience against top competition before he arrived on campus. He raked on Cape Cod (17 games, .424/.479/.542 line) and was among the most impressive athletes on last summer's Collegiate Team USA roster. His lone season at Wake went well (.308/.377/.577, 33 extra-base hits) while King played multiple positions (in order of frequency: third base, center field, short stop, second base). Defensive versatility will probably be a big part of King's big league utility. He has the athleticism and arm strength to play anywhere on the diamond, but lacks polish at each of the positions he's played and often looks tentative catching popups and fly balls. King seemed most comfortable at third base, where he played most toward the end of the 2023 college season. Incredible lower body athleticism and agility helped him handle hot shots on the carpet at Wake. He has a plus arm that he doesn't always look comfortable airing out, but that should come with reps. Shortstop should be a more prominent part of his developmental pro mix, as this is a pretty special athlete without a ton of high-level experience who might yet develop better feel for defense. 
On offense, King has impressive oppo power for his size. He requires whole-body effort to swing hard, which can make the entire operation tough for him to time. He's more likely to slug versus breaking stuff than fastballs, which he's often a little too late on to damage. King is a candidate for swing simplification if he gets stronger and is able to swing hard with less noise. Until then, it's going to be fun to see if his elaborate current style of hitting can reproduce his college contact rates (79% overall, 87% in-zone) against pro stuff. He also brings big energy and on-field bravado to the party, and will gas up his teammates. 
King's skill set is tailored like a skinnier Ezequiel Duran or Christopher Morel. He's relatively raw for a college prospect, but he's performed well anyway and has some late-bloomer characteristics (college transfer, no set position to this point, big time athlete, motor). If he gets stronger and more comfortable at shortstop, he could be an everyday player there. More likely, he's going to be a dynamic multi-positional role player.",,"sa3025414"
,4,"Christian Moore","LAA","2B","MLB",2025,"45","High",,"22.0583333","6' 1""","210","R","R",2024,"Draft","LAA",5000000,"Tennessee","Moore was a vocal team leader and offensive catalyst for the National Champion Volunteers. A righty-hitting second baseman with rare power for a middle infielder, he has all-fields low-ball juice; the ball really jumps off his bat. Moore was an incredible three-year performer, with a .338/.447/.698 career line in Rocky Top, and hit 34 bombs as a junior, twice as many as his sophomore year. 
Moore has a pretty standard leg kick (he cuts it with two strikes) with a very aggressive hand position when he loads. The tip of his bat is pointed back toward the pitcher at his load's apex, his hands work with bloodthirsty loft, and he generates big time leverage with his lower half. Moore is right there with Charlie Condon as far as average and peak exit velos are concerned, but he's more physically mature than Condon is. He has low-ball tendencies and is going to be tested by pro velocity at the belt. He's already swinging through a lot of fastballs in the zone and his head doesn't stay on the ball very well. He's a dangerous all-fields hitter and it's good to see him shorten up with two strikes, but he's very likely to have a 40-grade hit tool and rely on his power production to profile as an everyday guy. 
At second base that should be fine, but Moore will need to improve as a defender. He has below-average lateral footwork and hands, and can look awkward bending at the waist over balls directly in front of him. Still, he plays with big time effort and zeal, and is willing to leave his feet to make tough plays if he has to. Moore gets by at second base on guts more than skill. This guy plays with an edge, often toeing the line between competitive and abrasive.",,"34979"
,4,"Royber Salinas","OAK","SP","",2024,"45","Med",,"23.5888888","6' 3""","230","R","R",2018,"J2","ATL",35000,"Venezuela","Salinas came to Oakland in the Sean Murphy trade. He dealt with a 2023 elbow injury that was sandwiched between dominant stretches with a nearly 40% strikeout rate and 7% walk rate, capped by a great Fall League showing. Early in 2024, Salinas' walk rate has again been elevated, but I still believe in his athleticism and pitch utility enough to consider him a potential no. 4 starter. 
The physique of the barrel-chested Salinas (who looks a little more svelte early in 2024) belies his athleticism somewhat. He gets way down the mound and generates pretty ridiculous hip/shoulder separation for a huskier guy, but he doesn't demonstrate that athleticism in other keys ways, such as how he moves off the mound to play defense. He often looks imbalanced and not well-connected to the ground as he completes his delivery, which impacts his release consistency; some of his errant fastball control might be due to how much effort Salinas requires to get as far down the mound as he does. As a pretty athletic 23-year-old, this might still improve, and I think aspects of his repertoire will allow him to work more efficiently than he has to this point. 
For instance, Salinas could throw either of his excellent breaking balls for early-count strikes more often. Both of Royber's breakers (a late-moving 85-88 mph SOB slider and a low-80s rainbow curveball) have generated absurd miss rates north of 50% combined between 2023 and 2024, and have enough movement to play in the strike zone even when they're anticipated. Salinas also showed both four-seamer (sometimes with natural cut) and one-seam sinker fastball variants in the fall, and mixing those should help him generate weak early-count contact. I saw good changeups in the Fall League, but they've barely been part of Salinas' mix early in 2024. This guy is on the 40-man roster now and has a chance to debut this year if he can curb his walks. I'd greatly prefer Salinas to stay limber and loose rather than become tightly wound like some baseball athletes tend to as they drop weight. This visual detail is important to monitor if Salinas continues to slim, as it appears he recently has. A balanced and flexible lower body is integral to my command projection here.","6nDYveA9WjM","sa3009243"
,4,"Winston Santos","TEX","SP","AAA",2025,"45","Med",,"22.575","6' 0""","180","R","R",2019,"J2","TEX",10000,"Dominican Republic","Santos has enjoyed a bat-missing boost across his entire repertoire, which was more average across the board last year and has played above this season. He was running a 2.80 ERA at High-A Hickory during the first half of 2024 and was promoted to Frisco not long before this system update. 
Santos' stuff isn't meaningfully different than last year. His fastball is still his best pitch, topping out at 98 with plus riding life. His secondary pitches are more frequently average than plus in terms of their pure nastiness, but Santos' command has begun to emerge as a potentially special aspect of his game and is elevating how they play. He's always thrown plenty of strikes (this is a very athletic 6-foot tall righty with a simple operation), but his release has grown more and more consistent, and Santos' stuff is more often in an enticing but unhittable location. His delivery is so effortless and easy that Santos looks like he'll sustain his velo across a starter's load of innings. He's already done so under a 100-inning load and is on pace for a little more than that this season. Santos looks more likely to be parked at the back of a good rotation now and he's a virtual lock to be added to the Rangers' 40-man roster after the season, making it likely that he plays a spot starter role next year. His long-term forecast is as a no. 4/5 starter right on the fringe of making a contender's playoff rotation.",,"sa3015952"
,4,"Trey Yesavage","TOR","SP",,2025,"45","Med",,"21.2888888","6' 4""","225","R","R",2024,"Draft","TOR",4180000,"East Carolina","Yesavage was an eastern PA high schooler (Boyertown, James Develin and A.J. Bogucki's alma mater) who matriculated to ECU and carved. He ran a sub-3.00 ERA as a sophomore and junior and had a top five ERA in college baseball this season. He also struck out 145 batters in 93.1 innings as a junior, a 17-inning increase from his prior season. It would have been more, but Yesavage dealt with a partially collapsed lung late in May. He was back for the college postseason and while his fastball velocity was down slightly during his duel with Chase Burns (he averaged 92 rather than his usual 94), Yesavage looked fine and then flew to the Combine (which he couldn't have done without a healthy lung). 
Yesavage has a super vertical release point, nearly seven feet high at release, and is somewhat similar to Oliver Drake in that some of his breaking balls have arm-side action. He's able to command a mid-80s slider/cutter that looks and plays like either of those two pitches depending on the vertical location (the higher ones act as cutters, the lower ones sliders); he peppers the glove-side edge of the plate with them. His downhill mid-90s fastball has plus carry and misses bats in spite of its plane. It's a fastball/slider attack versus righties, with more splitters and slower breakers versus lefties. Yesavage's splitter command isn't as good as that of his fastball/slider, but the pitch has enough sink and velo separation to sometimes stay out of trouble when it isn't located well. Yesavage is a polished, quick-moving no. 4 starter type who could come off the board somewhere between picks eight and 15.",,
,4,"C.J. Culpepper","MIN","SP","AA",2026,"45","Low",,"23.0277777","6' 3""","193","R","R",2022,"Draft","MIN",125000,"Cal Baptist","One of a couple of Twins mid-minors starter prospects whose deliveries make for fascinating scouting, Culpepper is like Zebby Matthews in several ways. He has a relatively maxed, rectangular frame (Culpepper is built more athletically than Matthews, however) that belies a potent blend of bodily explosion and feel for location. Culpepper's delivery, which features a Napoleanically short arm action and stride, can make it difficult to see his athleticism because it is so odd looking on first glance, but that's part of what makes him an uncomfortable at-bat. 
Culpepper lacks an overt platoon-neutralizer, but his repertoire is otherwise a lot like Zebby's. He throws a lot of well-located cutters in on the hands of lefties and tries to rush his heater past guys at the letters. His slider has enough depth that it can be used as a backfoot weapon against lefties to get a chase, but he has to nail the location for it to be effective, whereas Matthews' vertical fastball/curveball split is more dramatic and gives him better margin for error in this regard. That's virtually the only thing separating these two and you could easily prefer Culpepper because of the way his body's put together. A few of our sources pointed to Culpepper as a candidate to be a Top 100 Prospect this offseason. He's currently on the IL with an forearm strain, but if he returns and pitches his way to Double-A before the end of the season, he'll have made a pretty good case for himself. He's got no. 4 starter upside and is tracking for a 2026 debut.",,"sa3020563"
,4,"Joe Whitman","SFG","SP","AA",2025,"45","Med",,"23.1527777","6' 5""","200","L","L",2023,"Draft","SFG",805580,"Kent State","Whitman is a super smooth lefty with a beautiful arm action and delivery. After two years with just 5.2 total innings pitched at Purdue, Whitman transferred to Kent State for his junior year and had a breakout season. Given the arc of his college career, it seemed feasible that Whitman had both skill and physical development remaining, with a chance to blow up on a pro strength and conditioning program. Early on in 2024, it appears that’s happening. He's had a two-tick velo bump, as his fastball has gone from the 90-94 mph range to the 92-96 mph range at Low-A San Jose. 
He has taken a power-over-precision approach with his fastball so far in pro ball, leaning on it at about a 70% clip so far in San Jose, and Whitman's size and the pacing of his delivery causes his heater to jump on hitters. His slider has plus teeth and two-planed depth at its best, and we're projecting heavily on Whitman's changeup here because of the quality of his arm action and athleticism. And remember, he barely pitched in a competitive setting until 2023. His mechanical grace, especially at his size, make him one of the more viable starting pitching prospects in the Giants system. This is a great tip-of-the-iceberg prospect who has already shown progress in one of the areas we hoped he would upon his entry into pro ball (velocity), and has the ingredients to be a good team's no. 4 starter if his changeup or a second breaking ball develop.",,"sa3023131"
,4,"Walker Janek","HOU","C","A+",2027,"45","High",,"22.1333333","6' 0""","190","R","R",2024,"Draft","HOU",3130000,"Sam Houston","Janek's arm might be the best individual tool in the entire draft. He threw out more than half of attempted base stealers in 2024, he'll occasionally pop sub-1.80 on throws to second, and sometimes his throws arrive at the bag so quickly that they beat the infielder there. If Janek can ever become more consistent leaving his crouch (he's a compact guy and plus athlete, so it's possible), then he's going to have an all-world arm. The rest of his game is pretty raw. Janek is a fair receiver around the edges of the zone, but he's mostly caught guys throwing 89. He's probably going to have a learning curve as a receiver and ball-blocker upon his entry to pro ball. The athletic ingredients to be a good catcher are here, they just need to be cooked. 
Janek's athleticism extends to the batter's box and gives him exciting power potential for a catcher. His hands start with his bat draped down behind his back, then he uses his shoulder to lever the barrel up into the position where they load. Sometimes this happens too late. Janek is in pretty good position when he loads, but the journey his hands take to get there might change. The contact skills of small school hitters are always a little more opaque than their Power Five peers. Janek has some slider vulnerability and his contact rates (78% overall, 88% in-zone) are a little better than average, though I'm inclined to adjust down a bit there considering his level of competition. There's everyday catcher upside here if Janek can get to enough power and polish the nuances of his defense.",,"sa3025254"
,4,"Carter Jensen","KCR","C","MLB",2026,"45","Med",,"21.3583333","6' 1""","210","L","R",2021,"Draft","KCR",1100000,"Park Hill Senior HS (MO)","In what proved to be a bit too aggressive of an assignment for the 19-year-old, Jensen had a rough 2023 in the Midwest League, slashing .211/.356/.363 in just under 500 plate appearances. This season, he's back in Quad Cities, where his offensive output has taken an encouraging turn, as he’s currently sporting an OPS above .800. This is a fairly extreme Three True Outcomes type of profile. Jensen’s 17% career walk rate is a product of both his strike zone awareness and a passive streak in his approach. His lofty path and the aggressive intent in his hacks ensure Jensen will get to power when he's making contact. 
Jensen's defensive ability as a catcher is the aspect of his game that has progressed the most from his days as an amateur. His frame is leaner and more athletic than it was when he was a high school prospect in Kansas City’s backyard, and shedding some of his bulk has improved his ability as a lateral mover, enabling him to better block balls in the dirt. His receiving continues to trend in the right direction and it’s looking more likely than not that he'll be an average or better defensive backstop in the future. Jensen projects as a solid backup catcher, a league average defender who packs a punch with the bat, albeit with an empty hit tool.",,"29478"
,4,"Brandon Valenzuela","SDP","C","AAA",2025,"40+","Med",,"24.1111111","6' 0""","225","S","R",2017,"J2","SDP",100000,"Mexico","Valenzuela's athleticism and physique are uncommon for a catcher. Defensively, he still has some things to work on (mostly his ball blocking, which has been subpar for a couple years), but his arm strength and pitch framing are above-average. There's enough here to project Valenzuela as a viable big league defender, but probably not a special one. 
It seems like it takes Valenzuela a little while to adjust to each new level. He has had a dip in production upon each of his last two promotions before rebounding in his second attempt. Much more comfortable from the left side than the right, Valenzuela's hands have an aggressive load from both sides of the plate and produce lots of airborne contact. Catchers with this kind of physicality are rare, let alone ones who switch-hit. It's tough to call Valenzuela a primary catching prospect because he lacks a plus tool and really needs to sandbag the baseball better. But he also looks like more than just a backup. He has enough pop to get an occasional DH or first base start in addition to part-time catching duty. This might be the offseason San Diego puts Valenzuela on the 40-man roster, though he might be another couple years away from an active roster role. ",,"sa3005729"
,5,"Brayden Taylor","TBR","3B","AA",2025,"45+","Low",,"22.4722222","6' 1""","190","L","R",2023,"Draft","TBR",3880000,"TCU","Taylor got off to a rough start during his draft spring but righted the ship and hit a career-best 23 homers, ending his tenure at TCU slashing .315/.442/.595. While on the surface it seems like Taylor's early-season swoon was a blip, he did have some swing-and-miss issues exposed in 2023. He is extremely pull-oriented and his hips tend to bail toward first base, creating a hole on the outer third of the zone. Taylor's swing is also geared for lift in the extreme, which creates a different hole at the top of the strike zone. But Taylor is so selective and so reliably hits the ball in the air when he does make contact that he's gotten to big game power since turning pro. Taylor doesn't have .500 SLG raw power; his measured exit velocities are south of the big league average. There are definitely core competencies in Taylor's offense but not big tools. 
Instead, his best skill is his defense. The Rays have tried to move Taylor up the defensive spectrum and are giving him a ton of reps at shortstop rather than his native third base. It just might work. His hands and actions are certainly of shortstop quality, and if it turns out Taylor doesn't have quite enough arm (at times his stroke looks deliberately short and odd) or range to stay there, then he's going to be a plus-plus third base defender. Does all of this add up to an everyday player despite the middling raw power and below-average hit tool? There's some precedent for it. For instance, Paul DeJong and later-career Matt Carpenter presented a similar profile at times, while Ryan Schimpf's career arc feels like the floor here, except with much better defense stabilizing Taylor's profile. We're not ready to stuff Taylor inside the Top 100 just yet because his profile is so bizarre. Because he's likely a corner player, we'd like to see his hit tool stress-tested by upper-level arms to reinforce our confidence that this level of offensive performance is sustainable.",,"sa3022921"
,5,"Adriel Radney","ARI","CF","DSL",2030,"45+","High",,"17.3861111","6' 3""","180","R","R",2024,"Intl15","ARI",1850000,"Dominican Republic","Earlier during the international scouting process, Radney, who signed for $1.85 million, looked more like an Eloy Jiménez type of prospect, a huge-framed corner outfielder who might grow into enormous raw power. As signing day 2024 approached, Radney became a sleeker, speedier athlete, and now has a better chance to become a true center fielder than was anticipated. He still carries with him substantial power projection, and he has a non-zero chance of maturing in the Goldilocks Zone as an athlete who retains the speed to play center field while also developing big power. International scouts are also fairly bullish about Radney's bat-to-ball ability, or at least there aren't proactive doubts surrounding his hit tool. Radney is one of the few prospects from the 2024 class who has a chance to do at least a little bit of everything (and a lot of some things), and he's also one of the youngest. He's slated to begin his pro career in the DSL.",,"sa3023886"
,5,"Angel Genao","CLE","2B","AA",2027,"45+","High",,"20.4805555","6' 0""","165","S","R",2021,"Intl15","CLE",1175000,"Dominican Republic","Genoa looks now like Juan Brito did a couple of years ago: He's a projectable switch-hitting infielder with a fantastic early career bat-to-ball track record and some questions to answer on defense. Genao slashed .263/.345/.385 at Low-A last season while playing mostly shortstop and third base. His arm accuracy, which is very inconsistent, is the biggest defensive shortcoming he needs to remedy, but he's talented and athletic enough to continue developing at shortstop to see if he can. 
On offense, Genao's contact performance is exciting for such a young switch-hitter. He's still figuring out how to pull the ball as a left-handed hitter, but he's fairly short to the baseball and has precocious bat control. He also swings with exciting verve from both sides of the plate and looks like he has room for 15-20 more pounds of muscle before he starts to slow down. He could have the offensive package to profile at a corner position if it turns out he can't play shortstop. There are scouts who dare to dream that all the aspects of Genao's skill set will come together as hoped and that he'll become a build-around, everyday shortstop. That outcome is definitely in play, but it's a bit too out of focus to <em>value</em> Genao's prospectdom at that level already. He was a preseason Pick to Click who could break out in a profound way in 2024.","UGPLgo0RJio","sa3015706"
