Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Orelvis Martinez","TOR","AA",21,70,239,292,54,27,9,1,17,33,46,41,2,60,2,4,0,6,0,0,0.225941422,"25967"
"Nasim Nunez","MIA","AA",22,125,490,585,110,92,11,2,5,84,43,87,0,107,2,4,2,6,52,7,0.224489795,"25979"
"Matthew Lugo","BOS","AA",22,83,289,322,70,41,23,1,5,37,37,19,0,89,5,4,1,4,8,4,0.242214532,"25980"
"Victor Mesa Jr.","MIA","AA",21,123,483,533,117,73,24,2,18,73,76,41,0,122,6,2,1,3,16,3,0.242236024,"25999"
"Troy Johnston","MIA","AA",26,83,314,374,93,48,23,4,18,71,83,42,2,64,12,3,1,4,16,1,0.296178343,"26143"
"Tristin English","ARI","AA",26,18,66,78,22,9,7,0,6,14,20,12,0,21,0,0,0,2,1,0,0.333333333,"26148"
"Tyler Fitzgerald","SFG","AA",25,19,68,78,22,11,6,3,2,15,9,9,0,22,1,0,0,0,3,0,0.323529411,"26208"
"Darell Hernaiz","OAK","AA",21,71,278,308,94,66,20,3,5,43,43,26,0,48,0,1,3,7,7,3,0.338129496,"26224"
"Kenedy Corona","HOU","AA",23,111,434,491,106,61,21,4,20,63,61,48,1,127,5,3,1,12,31,9,0.244239631,"26244"
"John Rave","KCR","AA",25,54,200,236,55,37,10,3,5,33,24,34,0,58,0,1,1,1,6,4,0.275,"26284"
"Oliver Dunn","PHI","AA",25,119,417,505,113,61,27,4,21,65,78,82,1,139,5,1,0,3,16,5,0.270983213,"26295"
"Jonny DeLuca","LAD","AA",24,32,122,142,34,16,8,0,10,29,18,14,0,26,6,0,0,1,9,1,0.278688524,"26365"
"Kyren Paris","LAA","AA",21,113,415,514,106,68,23,1,14,79,45,88,0,151,7,2,0,4,44,5,0.255421686,"26420"
"Luis Matos","SFG","AA",21,31,115,133,35,25,7,0,3,18,16,17,0,12,1,0,0,4,9,4,0.304347826,"26467"
"Noelvi Marte","CIN","AA",21,50,196,222,55,36,10,1,8,37,25,22,1,38,2,2,0,3,10,2,0.280612244,"26517"
"Warming Bernabel","COL","AA",21,83,302,322,68,47,14,1,6,30,28,15,0,68,4,1,0,7,2,0,0.225165562,"26536"
"Angel Martinez","CLE","AA",21,99,383,437,94,64,15,4,11,55,60,37,0,83,8,5,4,8,10,3,0.245430809,"26540"
"Agustin Ramirez","NYY","AA",21,31,128,139,27,18,7,0,2,17,11,10,0,27,1,0,0,6,3,0,0.2109375,"26546"
"Luisangel Acuna","TEX","AA",21,121,510,569,150,111,28,2,9,93,63,52,0,106,2,4,1,7,57,10,0.294117647,"26548"
"Jonatan Clase","SEA","AA",21,108,414,489,92,53,19,7,13,79,51,64,0,137,6,5,0,4,62,11,0.222222222,"26599"
"Yoshi Tsutsugo","SFG","AA",31,13,45,55,14,10,0,0,4,9,10,10,0,17,0,0,0,1,1,1,0.311111111,"27459"
"Dillon Dingler","DET","AA",24,51,182,219,46,26,11,0,9,35,41,27,0,63,8,1,0,3,3,1,0.252747252,"27464"
"Patrick Bailey","SFG","AA",24,14,54,60,18,14,2,0,2,9,10,6,0,13,0,0,0,2,2,0,0.333333333,"27478"
"Robert Hassell III","WSN","AA",21,106,414,476,93,69,15,1,8,54,37,52,0,152,5,3,2,9,13,5,0.224637681,"27482"
"Rece Hinds","CIN","AA",22,109,412,461,111,53,29,6,23,63,98,34,2,151,7,8,0,6,20,6,0.269417475,"27493"
"Owen Caissie","CHC","AA",20,120,439,528,127,72,31,2,22,77,84,76,0,164,7,5,1,6,7,9,0.289293849,"27496"
"Tyler Callihan","CIN","AA",23,22,87,101,27,16,10,0,1,11,11,13,0,20,0,1,0,1,4,1,0.310344827,"27497"
"Nick Yorke","BOS","AA",21,110,444,506,119,76,25,5,13,74,61,51,1,122,7,4,0,5,18,5,0.268018018,"27504"
"Duke Ellis","CHW","AA",25,16,51,63,8,6,1,1,0,5,4,12,0,21,0,0,0,0,3,1,0.156862745,"27543"
"Austin Wells","NYY","AA",23,58,228,263,54,29,14,0,11,28,50,29,2,60,3,3,0,2,5,0,0.236842105,"27562"
"Gage Workman","DET","AA",23,55,178,214,34,16,9,2,7,37,19,31,0,83,3,2,0,5,11,1,0.191011235,"27573"
"Jacob Hurtubise","CIN","AA",25,83,242,318,74,51,7,10,6,74,36,48,0,49,19,2,3,3,33,6,0.305785123,"27599"
"Alika Williams","TBR","AA",24,42,156,175,37,20,11,1,5,21,23,15,0,34,3,1,0,3,3,1,0.237179487,"27604"
"Christian Koss","BOS","AA",25,38,134,147,30,20,7,1,2,18,10,10,0,33,1,0,2,2,11,1,0.223880597,"27653"
"Eric Yang","CIN","AA",25,22,58,72,9,6,2,0,1,9,3,12,0,19,2,0,0,1,0,0,0.155172413,"27698"
"Drew Romo","COL","AA",21,91,327,368,83,50,18,2,13,45,48,29,1,67,2,6,4,9,6,7,0.253822629,"27763"
"Pete Crow-Armstrong","CHC","AA",21,73,298,342,86,48,19,5,14,68,60,31,0,82,10,3,0,1,27,8,0.288590604,"27769"
"Zac Veen","COL","AA",21,46,172,201,36,25,7,2,2,15,24,23,0,43,2,4,0,3,22,2,0.209302325,"27770"
"Shay Whitcomb","HOU","AA",24,46,176,197,48,24,12,0,12,35,36,18,1,56,1,2,0,4,8,2,0.272727272,"27789"
"Evan Carter","TEX","AA",20,97,377,462,107,74,15,6,12,68,62,74,2,103,9,2,0,2,22,10,0.283819628,"27790"
"Thomas Saggese","STL","AA",21,126,497,567,158,98,29,6,25,92,107,49,1,130,11,9,1,5,11,2,0.317907444,"27883"
"Colt Keith","DET","AA",21,59,246,276,80,46,18,2,14,43,50,25,1,63,3,2,0,2,2,1,0.325203252,"27899"
"Petey Halpin","CLE","AA",21,113,452,510,110,74,23,4,9,55,38,47,0,126,2,8,1,5,12,2,0.243362831,"27931"
"Edgar Quero","LAA","AA",20,101,368,455,94,71,17,0,6,52,57,72,0,76,7,8,0,11,1,2,0.255434782,"28022"
"Jasson Dominguez","NYY","AA",20,109,425,507,108,72,19,2,15,83,66,77,2,130,1,4,0,4,37,7,0.254117647,"28080"
"Junior Caminero","TBR","AA",19,81,314,351,97,65,9,3,20,55,62,32,1,60,2,3,0,5,3,4,0.308917197,"28163"
"Coby Mayo","BAL","AA",21,78,287,347,88,39,30,2,17,48,44,51,1,86,8,1,0,6,4,1,0.306620209,"28312"
"Tsung-Che Cheng","PIT","AA",21,66,247,281,62,46,11,1,4,35,25,17,0,53,4,5,8,2,13,3,0.251012145,"28344"
"Yanquiel Fernandez","COL","AA",20,56,218,237,45,27,10,0,8,20,25,15,0,78,2,2,0,1,0,0,0.206422018,"28552"
"Jackson Chourio","MIL","AA",19,122,510,559,143,95,23,3,22,84,89,41,0,103,4,4,0,8,43,9,0.280392156,"28806"
"Blake Dunn","CIN","AA",24,77,295,357,98,66,13,4,15,75,52,41,0,84,15,5,1,1,35,4,0.332203389,"29487"
"Jackson Merrill","SDP","AA",20,46,187,211,51,31,13,2,5,26,31,18,0,25,2,3,1,2,5,1,0.272727272,"29490"
"James Wood","WSN","AA",20,87,323,368,80,40,19,3,18,48,55,39,0,124,4,2,0,3,10,2,0.247678018,"29518"
"Bryce Teodosio","LAA","AA",24,118,368,419,78,55,15,1,7,53,39,36,0,141,11,3,1,1,16,8,0.211956521,"29524"
"Ryan Bliss","ARI","AA",23,68,293,324,105,64,25,4,12,67,47,24,0,55,5,2,0,2,30,8,0.358361774,"29547"
"Adrian Del Castillo","ARI","AA",23,63,220,265,60,34,13,1,12,36,45,40,0,67,2,2,1,7,2,2,0.272727272,"29554"
"Tim Tawa","ARI","AA",24,116,434,497,111,67,21,1,22,76,75,55,0,121,2,6,0,7,11,7,0.255760368,"29571"
"Billy Cook","BAL","AA",24,120,447,501,112,70,16,2,24,64,81,42,0,125,6,5,1,3,30,3,0.250559284,"29573"
"Trey Sweeney","NYY","AA",23,100,397,472,100,65,20,2,13,67,49,65,1,90,8,2,0,4,20,7,0.251889168,"29575"
"Ben Rice","NYY","AA",24,48,196,222,64,34,13,1,16,40,48,21,0,42,4,1,0,0,7,3,0.326530612,"29576"
"Chad Stevens","HOU","AA",24,122,418,495,92,53,19,5,15,53,60,61,0,176,12,4,0,6,23,7,0.220095693,"29614"
"Henry Davis","PIT","AA",23,41,148,187,42,24,7,1,10,25,27,32,1,35,7,0,0,5,7,3,0.283783783,"29617"
"Joey Loperfido","HOU","AA",24,84,314,365,93,53,20,1,19,60,57,47,3,81,3,1,0,7,20,3,0.296178343,"29630"
"Will Wagner","HOU","AA",24,53,207,234,64,39,16,2,7,36,32,26,0,47,0,1,0,2,3,2,0.309178743,"29634"
"Caleb Durbin","NYY","AA",23,47,175,194,51,34,12,1,4,26,17,12,0,9,7,0,0,6,21,7,0.291428571,"29646"
"Marcelo Mayer","BOS","AA",20,43,169,190,32,17,8,1,6,20,20,15,0,49,1,4,0,1,4,3,0.189349112,"29668"
"Braxton Fulford","COL","AA",24,35,105,125,23,12,8,0,3,13,6,15,0,36,3,1,1,2,2,1,0.219047619,"29704"
"Colson Montgomery","CHW","AA",21,37,131,167,32,18,8,2,4,27,21,25,0,36,9,0,0,2,0,1,0.244274809,"29712"
"Hunter Goodman","COL","AA",23,91,348,400,83,34,24,0,25,53,78,41,1,98,6,5,0,7,0,0,0.238505747,"29715"
"Max Muncy","OAK","AA",20,51,202,233,61,40,17,0,4,40,31,21,0,54,7,0,3,4,4,0,0.301980198,"29779"
"Niko Kavadas","BOS","AA",24,69,221,293,45,23,8,0,14,35,42,63,1,110,5,4,0,2,2,0,0.203619909,"29782"
"Brett Harris","OAK","AA",25,69,258,314,73,49,16,3,5,44,48,40,0,42,12,3,1,5,6,1,0.282945736,"29788"
"Jack Winkler","OAK","AA",24,46,172,200,40,26,9,1,4,28,32,21,0,39,5,2,0,5,3,2,0.232558139,"29830"
"Liam Hicks","TEX","AA",24,77,253,316,68,50,14,1,3,30,40,49,0,52,12,2,0,6,4,0,0.268774703,"29844"
"Denzel Clarke","OAK","AA",23,64,234,286,61,34,11,4,12,54,43,37,0,85,11,4,0,1,11,1,0.26068376,"29858"
"Jacob Young","WSN","AA",23,52,204,231,62,45,11,3,3,30,28,17,0,37,7,2,1,3,17,3,0.303921568,"29931"
"Tyler Black","MIL","AA",22,84,308,385,84,46,16,8,14,70,48,61,2,77,13,2,0,4,47,9,0.272727272,"29949"
"Jordan Lawlar","ARI","AA",20,89,350,410,92,51,23,3,15,77,48,47,0,89,11,2,0,2,33,4,0.262857142,"29976"
"Brady House","WSN","AA",20,36,139,148,45,32,8,2,3,19,12,7,0,42,1,1,0,3,1,1,0.323741007,"29993"
"Bob Seymour","TBR","AA",24,18,67,79,23,18,1,0,4,12,13,10,0,17,2,0,0,0,0,0,0.343283582,"30028"
"Tristan Peters","TBR","AA",23,93,363,415,100,66,22,5,7,65,46,42,0,66,8,2,0,7,14,5,0.275482093,"30063"
"Cesar Prieto","BAL","AA",24,58,231,249,84,67,12,1,4,33,29,15,1,17,2,1,0,8,5,6,0.363636363,"30163"
"Heston Kjerstad","BAL","AA",24,46,184,206,57,33,10,3,11,30,23,15,0,31,7,0,0,2,3,3,0.309782608,"31166"
"Victor Scott II","STL","AA",22,66,282,310,91,71,11,2,7,51,34,18,0,45,6,2,2,2,44,7,0.322695035,"31349"
"Graham Pauley","SDP","AA",22,20,81,88,26,13,10,0,3,15,12,7,0,12,0,0,0,1,2,0,0.320987654,"31363"
"Jakob Marsee","SDP","AA",22,16,56,69,16,13,0,0,3,12,5,11,0,15,1,0,1,0,5,0,0.285714285,"31370"
"Tyler Locklear","SEA","AA",22,22,77,94,20,12,6,1,1,11,8,11,0,14,5,1,0,4,2,0,0.259740259,"31396"
"Jordan Beck","COL","AA",22,50,192,223,46,25,15,1,5,22,19,30,0,71,0,0,0,4,9,2,0.239583333,"31431"
"Jace Jung","DET","AA",22,47,183,209,52,29,9,0,14,28,39,23,0,56,3,0,0,4,0,0,0.284153005,"31437"
"Wade Meckler","SFG","AA",23,39,149,174,50,39,7,2,2,36,23,25,0,29,0,0,0,1,4,3,0.335570469,"31490"
"Tim Elko","CHW","AA",24,34,130,137,35,26,3,0,6,17,23,3,0,49,2,2,0,3,0,0,0.269230769,"31522"
"Drake Baldwin","ATL","AA",22,14,53,59,17,15,1,0,1,4,5,6,0,11,0,0,0,1,0,0,0.320754716,"31539"
"Drew Gilbert","NYM","AA",22,95,347,418,94,62,18,2,12,58,41,52,2,76,6,4,0,5,8,5,0.270893371,"31545"
"Zach Dezenzo","HOU","AA",23,63,245,277,63,36,12,1,14,42,41,26,0,79,5,1,0,5,16,0,0.257142857,"31562"
"Alan Roden","TOR","AA",23,46,174,209,54,41,6,1,6,35,27,26,1,32,8,1,0,1,9,2,0.310344827,"31564"
"Trey Lipscomb","WSN","AA",23,80,320,335,91,64,15,2,10,40,45,12,0,61,1,2,0,9,4,3,0.284375,"31567"
"Chase Meidroth","BOS","AA",21,91,325,396,83,59,16,1,7,59,43,59,0,78,11,1,0,9,9,1,0.255384615,"31580"
"Brooks Lee","MIN","AA",22,87,349,399,102,60,31,0,11,63,61,41,1,63,2,5,0,8,6,4,0.29226361,"31595"
"Jacob Melton","HOU","AA",22,13,52,56,13,7,1,0,5,10,13,4,0,16,0,0,0,0,5,0,0.25,"31661"
"Dylan Beavers","BAL","AA",21,34,134,157,43,29,9,3,2,29,12,20,0,32,2,0,0,0,5,4,0.320895522,"31695"
"Jackson Holliday","BAL","AA",19,36,142,164,48,33,9,3,3,28,15,21,2,34,0,1,0,1,3,1,0.338028169,"31781"
"Rhylan Thomas","NYM","AA",23,16,51,59,18,16,2,0,0,8,2,7,0,5,0,0,1,1,2,2,0.352941176,"31793"
"Nolan Schanuel","LAA","AA",21,17,60,76,20,15,3,1,1,15,12,16,0,9,0,0,0,0,1,0,0.333333333,"33189"
"Matt Shaw","CHC","AA",21,15,65,70,19,11,4,1,3,10,9,3,0,12,1,1,0,1,6,1,0.292307692,"33322"
"Wyatt Langford","TEX","AA",21,12,42,54,17,10,3,0,4,7,10,11,0,7,0,1,0,0,1,2,0.404761904,"33333"
"Dylan Crews","WSN","AA",21,20,72,85,15,10,5,0,0,7,5,8,0,19,4,1,0,3,3,3,0.208333333,"33541"
"Juan Centeno","ARI","AA",33,68,251,273,68,56,11,0,1,25,23,20,1,72,0,1,1,9,4,1,0.270916334,"7168"
"Anthony Prato","MIN","AA",25,43,129,156,22,17,2,1,2,17,15,20,0,35,5,0,2,3,8,2,0.170542635,"sa1052903"
"Seth Gray","MIN","AA",25,84,285,333,74,54,9,2,9,48,37,41,1,108,7,0,0,5,14,6,0.259649122,"sa1115752"
"Carter Bins","PIT","AA",24,25,90,101,20,13,4,0,3,12,16,8,0,31,2,1,0,2,1,1,0.222222222,"sa1115884"
"Nick Kahle","MIL","AA",25,27,59,74,10,5,2,0,3,7,17,13,0,15,1,0,1,3,0,0,0.169491525,"sa1115979"
"Will Matthiessen","PIT","AA",25,24,82,95,12,10,2,0,0,6,6,10,0,42,2,1,0,0,0,0,0.146341463,"sa1116023"
"Colin Simpson","COL","AA",26,66,208,236,46,24,16,0,6,25,24,27,0,72,0,1,0,1,0,0,0.221153846,"sa1159681"
"Quincy McAfee","CIN","AA",25,97,317,385,76,40,18,4,14,63,54,46,0,76,16,3,3,6,10,4,0.239747634,"sa1159899"
"Beau Philip","ATL","AA",24,70,226,264,45,31,9,1,4,26,19,31,0,91,5,2,0,5,2,2,0.199115044,"sa1169595"
"Ivan Johnson","CIN","AA",24,93,334,386,75,41,19,1,14,57,55,35,0,103,11,5,1,5,20,2,0.224550898,"sa1169627"
"Simon Whiteman","SFG","AA",26,73,207,242,43,32,8,1,2,25,20,28,0,52,0,2,5,4,11,1,0.207729468,"sa1169809"
"Cody Milligan","ATL","AA",24,69,261,308,73,49,16,5,3,49,22,38,2,67,5,4,0,1,23,4,0.279693486,"sa1169818"
"Tanner Murphy","NYM","AA",25,44,139,160,26,18,6,0,2,18,12,18,1,66,2,0,1,2,9,0,0.187050359,"sa1170052"
"Matt O'Neill","NYM","AA",25,60,198,226,35,21,8,0,6,22,19,28,1,80,0,0,0,7,0,0,0.176767676,"sa1170279"
"Jake Means","KCR","AA",27,69,231,266,38,26,5,0,7,23,27,28,0,70,4,2,0,6,5,2,0.164502164,"sa1170316"
"Anthony Mulrine","LAA","AA",25,22,61,78,11,7,3,0,1,5,9,9,0,17,4,0,4,1,0,0,0.180327868,"sa1170373"
"Bryce Ball","CLE","AA",24,59,212,245,44,22,13,0,9,31,30,32,1,74,0,1,0,1,0,0,0.207547169,"sa1170451"
"Alex Isola","MIN","AA",24,110,408,465,114,72,22,0,20,66,58,50,2,100,6,1,0,10,5,2,0.279411764,"sa1170516"
"Chandler Redmond","STL","AA",26,132,453,550,116,66,19,0,31,88,92,81,2,167,8,5,0,8,3,2,0.25607064,"sa1170749"
"Dylan Shockley","PIT","AA",26,36,96,113,16,16,0,0,0,12,10,14,0,37,3,0,0,2,0,0,0.166666666,"sa1170874"
"Tanner Kirwer","SEA","AA",27,58,155,180,36,27,6,0,3,33,20,19,0,45,4,1,0,1,19,3,0.232258064,"sa3002831"
