Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Maximo Acosta","TEX","AA",21,104,386,434,111,77,23,3,8,57,58,34,0,58,8,6,0,11,26,9,0.287564766,"27963"
"Edgar Quero","CHW","AA",21,72,255,292,70,46,12,0,12,28,53,26,0,49,9,2,0,10,1,1,0.274509803,"28022"
"Jhostynxon Garcia","BOS","AA",21,30,114,126,30,22,4,2,2,14,10,6,0,24,4,1,0,0,2,4,0.263157894,"28142"
"Javier Sanoja","MIA","AA",21,15,57,61,14,12,1,0,1,4,7,3,0,6,0,1,0,0,3,1,0.245614035,"28253"
"Tsung-Che Cheng","PIT","AA",22,126,422,500,92,62,19,0,11,64,54,61,0,117,4,3,10,3,16,7,0.218009478,"28344"
"Yanquiel Fernandez","COL","AA",21,89,314,346,89,61,17,1,10,40,46,26,3,66,2,3,0,3,1,0,0.28343949,"28552"
"Denzer Guzman","LAA","AA",20,83,296,342,61,45,9,1,6,26,30,36,0,90,3,2,4,5,7,6,0.206081081,"28816"
"Moises Ballesteros","CHC","AA",20,56,194,223,58,39,9,1,9,27,43,22,1,33,3,4,0,2,1,0,0.298969072,"28820"
"Samuel Basallo","BAL","AA",19,106,398,446,115,77,22,0,16,57,55,41,1,85,2,4,1,9,9,5,0.288944723,"28824"
"Carter Jensen","KCR","AA",20,41,150,170,35,17,7,3,8,20,28,15,0,45,1,4,0,1,1,1,0.233333333,"29478"
"Tim Tawa","ARI","AA",25,105,411,456,111,66,22,2,21,62,64,40,0,96,4,1,0,10,11,6,0.270072992,"29571"
"Billy Cook","BAL","AA",25,15,51,63,13,9,2,1,1,10,10,8,0,11,2,2,0,1,4,0,0.25490196,"29573"
"Ben Rice","NYY","AA",25,49,180,218,47,26,9,0,12,36,26,32,0,46,4,1,0,4,8,0,0.261111111,"29576"
"Chad Stevens","LAA","AA",25,41,142,159,31,20,8,0,3,9,15,12,0,46,3,2,0,4,4,2,0.218309859,"29614"
"Marcelo Mayer","BOS","AA",21,77,300,335,92,56,28,0,8,60,38,30,1,66,2,3,0,6,13,2,0.306666666,"29668"
"Braxton Fulford","COL","AA",25,92,323,379,78,45,21,2,10,47,46,38,0,95,13,4,0,6,10,2,0.241486068,"29704"
"Jack Winkler","OAK","AA",25,127,470,536,105,65,31,1,8,66,57,48,1,117,13,4,1,10,28,5,0.223404255,"29830"
"Liam Hicks","TEX","AA",25,113,406,494,107,81,20,0,6,67,47,64,0,58,16,8,0,6,3,1,0.263546798,"29844"
"Denzel Clarke","OAK","AA",24,116,431,478,116,74,21,8,13,74,53,39,0,143,7,1,0,6,36,9,0.269141531,"29858"
"Harry Ford","SEA","AA",21,116,430,523,107,72,26,2,7,72,45,74,0,115,16,2,1,10,35,9,0.248837209,"29958"
"Brady House","WSN","AA",21,75,274,306,64,39,11,1,13,38,34,24,0,75,7,1,0,10,5,2,0.233576642,"29993"
"Daylen Lile","WSN","AA",21,73,275,316,70,48,15,4,3,34,21,33,0,58,5,2,1,2,11,3,0.254545454,"29995"
"Bob Seymour","TBR","AA",25,66,262,292,76,49,17,1,9,39,51,22,0,80,4,4,0,5,2,0,0.290076335,"30028"
"Carson Williams","TBR","AA",21,115,433,505,111,65,20,6,20,83,69,58,1,144,9,5,0,2,33,11,0.256351039,"30038"
"Jimmy Crooks","STL","AA",22,90,315,371,101,69,19,2,11,42,62,43,0,78,8,5,0,2,4,0,0.32063492,"31354"
"Nathan Church","STL","AA",23,127,482,541,129,97,22,1,9,81,66,43,2,60,6,6,3,10,24,4,0.267634854,"31357"
"Graham Pauley","MIA","AA",23,38,138,160,33,21,8,0,4,19,17,18,0,35,1,3,0,2,4,0,0.239130434,"31363"
"Jakob Marsee","MIA","AA",23,115,405,510,75,48,14,4,9,76,42,80,0,115,17,3,5,1,44,7,0.185185185,"31370"
"Dalton Rushing","LAD","AA",23,77,281,334,76,43,15,1,17,44,59,38,1,69,12,2,0,2,0,2,0.270462633,"31382"
"Brooks Baldwin","CHW","AA",23,74,286,319,92,70,16,0,6,34,37,28,0,56,3,2,0,2,16,4,0.321678321,"31394"
"Tyler Locklear","SEA","AA",23,41,158,188,46,25,12,1,8,30,26,23,2,49,6,0,0,2,4,1,0.29113924,"31396"
"Ryan Ritter","COL","AA",23,91,318,373,86,60,17,2,7,57,32,35,1,88,16,1,3,3,17,0,0.270440251,"31500"
"Tim Elko","CHW","AA",25,91,343,371,99,73,16,1,9,36,40,21,1,109,5,1,0,10,2,0,0.288629737,"31522"
"Drake Baldwin","ATL","AA",23,52,193,217,47,37,6,0,4,18,33,20,0,41,1,3,0,3,1,1,0.243523316,"31539"
"Zach Dezenzo","HOU","AA",24,22,81,91,18,10,6,0,2,8,7,9,0,23,1,0,0,2,2,1,0.222222222,"31562"
"Alan Roden","TOR","AA",24,54,206,244,55,36,11,1,7,31,27,29,1,34,7,2,0,5,6,1,0.266990291,"31564"
"Zach Cole","HOU","AA",23,70,262,295,56,27,17,2,10,29,36,24,1,113,9,0,0,1,14,2,0.213740458,"31583"
"Jacob Melton","HOU","AA",23,58,226,251,56,34,10,2,10,32,34,18,0,56,2,2,0,2,19,4,0.24778761,"31661"
"Alex Freeland","LAD","AA",22,74,282,341,69,42,15,1,11,59,35,45,0,73,12,2,0,3,24,2,0.244680851,"31665"
"Cole Young","SEA","AA",20,124,469,552,127,91,25,2,9,67,57,67,0,87,8,4,3,6,23,11,0.270788912,"31680"
"Dylan Beavers","BAL","AA",22,119,431,509,104,65,19,5,15,67,50,67,0,115,3,6,2,4,31,3,0.241299303,"31695"
"Nacho Alvarez Jr.","ATL","AA",21,48,170,202,45,38,6,1,0,18,15,29,0,38,3,0,0,6,16,1,0.264705882,"31765"
"Otto Kemp","PHI","AA",24,64,233,273,60,34,12,3,11,38,39,23,0,62,13,3,0,6,9,5,0.257510729,"31792"
"Rhylan Thomas","NYM","AA",24,25,96,109,31,23,8,0,0,11,13,8,0,13,1,1,3,0,6,3,0.322916666,"31793"
"Roman Anthony","BOS","AA",20,84,323,376,87,49,20,3,15,60,45,48,2,96,3,2,0,2,16,5,0.269349845,"31812"
"Colby Thomas","OAK","AA",23,59,234,261,66,30,19,3,14,32,47,17,0,47,5,3,0,2,12,1,0.282051282,"31855"
"Chandler Simpson","TBR","AA",23,78,322,358,113,98,13,1,1,56,20,29,1,27,0,3,4,2,73,12,0.350931677,"31912"
"Rafael Flores Jr.","NYY","AA",23,65,241,273,66,37,14,0,15,40,33,28,0,73,4,0,0,7,6,0,0.273858921,"31991"
"Chase DeLauter","CLE","AA",22,30,111,128,28,17,6,0,5,18,16,14,0,19,0,3,0,1,1,1,0.252252252,"32127"
"Carson McCusker","MIN","AA",26,98,370,420,104,60,26,3,15,56,64,38,0,117,8,4,0,6,7,7,0.281081081,"33098"
"Ben Williamson","SEA","AA",23,95,356,411,97,69,23,2,3,50,43,44,0,97,9,2,0,5,15,6,0.27247191,"33197"
"Jacob Wilson","OAK","AA",22,22,88,93,40,24,13,0,3,18,19,2,0,10,2,1,0,1,2,1,0.454545454,"33266"
"Brice Matthews","HOU","AA",22,42,151,181,38,20,8,1,9,28,21,24,0,61,6,0,0,2,16,4,0.251655629,"33280"
"Luke Keaschall","MIN","AA",21,58,221,267,62,44,9,1,8,43,27,32,1,51,11,3,0,3,9,5,0.280542986,"33321"
"Matt Shaw","CHC","AA",22,86,312,371,87,59,11,3,14,60,50,45,0,65,6,7,0,4,25,8,0.278846153,"33322"
"Dylan Crews","WSN","AA",22,51,186,211,51,32,11,3,5,26,38,16,0,50,5,3,0,1,15,3,0.274193548,"33541"
"Kyle Teel","BOS","AA",22,84,325,382,97,66,20,0,11,65,60,48,0,87,4,5,0,7,9,5,0.298461538,"33549"
"Kristian Campbell","BOS","AA",22,56,213,255,77,49,17,3,8,48,35,35,0,38,6,1,0,2,17,5,0.361502347,"33644"
"Nolan McLean","NYM","AA",22,35,63,69,10,5,2,0,3,6,8,6,0,36,0,0,0,0,0,0,0.158730158,"33703"
"CJ Kayfus","CLE","AA",22,67,251,298,66,38,14,4,10,38,55,36,0,84,7,4,0,3,1,2,0.262948207,"33704"
"Christian Moore","LAA","AA",21,23,90,98,29,20,4,0,5,18,14,8,0,29,0,0,0,3,2,0,0.322222222,"34979"
"Carter Bins","PIT","AA",25,66,212,247,41,24,8,1,8,34,18,29,0,87,4,0,1,4,6,1,0.193396226,"sa1115884"
"Nick Kahle","MIL","AA",26,30,93,107,16,13,2,0,1,10,13,11,0,24,2,1,0,2,0,0,0.17204301,"sa1115979"
"Quincy McAfee","CIN","AA",26,59,210,234,43,27,7,0,9,24,26,16,0,42,7,1,0,1,5,3,0.204761904,"sa1159899"
"Ivan Johnson","CIN","AA",25,75,230,273,54,28,17,2,7,34,25,36,0,85,6,1,0,0,12,3,0.234782608,"sa1169627"
"Clay Dungan","SDP","AA",28,34,124,152,27,20,5,0,2,19,10,24,0,35,1,3,0,2,9,2,0.217741935,"sa1169803"
"Cody Milligan","ATL","AA",25,105,388,426,94,65,18,6,5,45,38,33,0,104,3,1,1,5,38,8,0.242268041,"sa1169818"
"Brandon Parker","ATL","AA",25,74,232,257,46,26,11,0,9,27,29,17,0,95,6,2,0,2,7,1,0.198275862,"sa1169878"
"Aaron Shackelford","PIT","AA",27,23,88,95,19,11,3,1,4,9,14,3,1,34,3,1,0,0,1,1,0.21590909,"sa1169950"
"Matt Lloyd","STL","AA",28,120,413,486,111,69,25,0,17,70,77,56,1,98,7,10,0,8,16,2,0.268765133,"sa1169978"
"Bryce Ball","PHI","AA",25,54,176,206,34,18,12,1,3,25,19,26,0,67,2,2,0,4,0,0,0.193181818,"sa1170451"
"Alex Isola","MIN","AA",25,19,70,78,15,11,2,0,2,7,8,7,0,15,1,0,0,0,0,1,0.214285714,"sa1170516"
"Chandler Redmond","STL","AA",27,83,268,319,62,47,6,0,9,32,50,36,0,99,3,4,0,5,5,1,0.231343283,"sa1170749"
"Robert Perez Jr.","SDP","AA",24,120,405,476,91,61,21,0,9,50,46,52,1,148,16,3,0,8,14,9,0.224691358,"sa3002851"
"Ernesto Martinez Jr.","MIL","AA",25,110,401,457,114,69,30,2,13,52,62,40,1,77,13,3,0,13,20,5,0.284289276,"sa3003173"
"Eliezer Alfonzo","DET","AA",24,97,364,396,93,70,14,0,9,41,52,23,1,31,4,4,0,13,2,2,0.255494505,"sa3003262"
"Luis Mieses","TEX","AA",24,33,128,136,36,25,5,0,6,12,20,4,0,31,1,2,0,1,0,0,0.28125,"sa3003274"
"Diego Infante","MIA","AA",24,27,93,99,27,25,1,0,1,11,7,6,0,30,0,0,0,3,4,0,0.29032258,"sa3003280"
"Jose Peroza","NYM","AA",24,23,70,82,17,12,3,0,2,13,7,10,0,27,1,1,0,1,0,0,0.242857142,"sa3003288"
"Jeremy Arocho","HOU","AA",25,109,370,443,79,67,8,3,1,42,34,66,0,79,2,2,3,3,34,5,0.213513513,"sa3004046"
"Austin Beck","LAD","AA",25,65,229,262,49,26,9,1,13,31,45,25,0,92,3,5,0,2,1,0,0.213973799,"sa3004055"
"Jancarlos Cintron","ARI","AA",29,80,315,344,76,58,14,1,3,45,35,19,0,50,4,3,3,10,4,3,0.241269841,"sa3004065"
"Jeisson Rosario","OAK","AA",24,74,252,292,65,52,6,4,3,34,38,37,0,75,1,0,2,3,8,6,0.257936507,"sa3004146"
"Jordy Barley","WSN","AA",24,37,108,129,17,13,2,0,2,12,8,20,0,44,0,0,1,3,10,3,0.157407407,"sa3004148"
"Abrahan Gutierrez","PIT","AA",24,44,171,180,43,32,10,1,0,15,20,7,0,29,1,1,0,9,2,1,0.251461988,"sa3004263"
"Logan Warmoth","ARI","AA",28,45,150,181,29,23,5,0,1,15,21,28,0,44,1,2,0,2,5,1,0.193333333,"sa3004813"
"Micael Ramirez","CLE","AA",25,45,141,160,38,33,2,0,3,11,17,15,0,27,1,1,2,5,0,2,0.269503546,"sa3004883"
"Lamar Sparks","MIL","AA",25,103,357,392,99,69,19,1,10,45,43,33,1,117,0,2,0,11,12,8,0.277310924,"sa3004932"
"Adam Hall","MIL","AA",25,53,172,208,45,42,3,0,0,24,16,23,0,51,10,2,0,2,10,2,0.261627906,"sa3005077"
"Tyler Dearden","MIN","AA",25,27,95,105,21,12,9,0,0,9,6,7,1,27,1,2,0,2,0,0,0.221052631,"sa3005103"
"Jeferson Morales","MIN","AA",25,88,327,371,91,60,21,1,9,39,52,30,1,57,11,3,0,3,4,4,0.278287461,"sa3005472"
"Carlos Rodriguez","MIL","AA",23,84,326,372,97,77,12,4,4,53,42,42,0,41,1,3,0,8,15,4,0.297546012,"sa3005478"
"Miguel Hiraldo","TOR","AA",23,45,154,168,35,26,8,0,1,22,16,9,0,40,4,1,0,0,10,4,0.227272727,"sa3005486"
"Keyber Rodriguez","TEX","AA",23,94,355,387,83,54,18,3,8,49,52,23,0,75,4,4,1,9,7,3,0.233802816,"sa3005488"
"Jesus Valdez","ARI","AA",26,67,198,222,47,31,10,1,5,26,15,22,0,64,0,1,1,3,2,1,0.237373737,"sa3005492"
"Fabian Pertuz","CHC","AA",23,42,147,158,35,26,6,0,3,14,17,8,0,53,3,0,0,3,4,1,0.238095238,"sa3005500"
"Allan Cerda","SFG","AA",24,29,92,105,17,9,2,1,5,13,11,13,0,32,0,0,0,1,1,0,0.184782608,"sa3005504"
"Alexfri Planez","CLE","AA",22,104,402,425,88,56,14,2,16,46,48,16,0,123,4,3,0,12,3,1,0.218905472,"sa3005515"
"Luis Toribio","SFG","AA",23,69,206,239,43,25,8,2,8,32,33,27,0,90,3,2,1,2,0,2,0.208737864,"sa3005541"
"Neyfy Castillo","ARI","AA",23,49,194,213,40,24,10,1,5,22,23,17,0,77,1,1,0,1,5,1,0.206185567,"sa3005544"
"Rainer Nunez","TOR","AA",23,105,385,433,106,78,14,2,12,40,54,44,0,87,1,3,0,20,2,0,0.275324675,"sa3005551"
"Daniel Vellojin","CIN","AA",24,64,182,215,31,23,5,1,2,13,18,31,0,51,1,1,0,3,1,0,0.17032967,"sa3005587"
"Alberto Rodriguez","SEA","AA",23,93,353,384,85,62,18,2,3,33,47,22,1,103,3,5,1,5,10,4,0.240793201,"sa3005603"
"Ronaiker Palma","COL","AA",24,55,178,209,43,38,4,0,1,21,18,25,0,34,4,0,2,7,7,0,0.241573033,"sa3005624"
"Stanley Consuegra","NYM","AA",23,58,204,221,41,27,10,1,3,24,22,12,0,63,5,0,0,2,4,2,0.200980392,"sa3005628"
"Dalvy Rosario","MIA","AA",23,41,122,131,25,21,2,1,1,17,9,5,0,36,0,1,3,2,6,2,0.204918032,"sa3005712"
"Brandon Valenzuela","SDP","AA",23,84,307,347,74,49,16,0,9,38,43,33,1,80,3,4,0,4,0,2,0.241042345,"sa3005729"
"Junior Perez","OAK","AA",22,97,341,390,75,41,24,2,8,50,52,42,0,138,1,4,2,2,28,5,0.219941348,"sa3005744"
"Diego Hernandez","KCR","AA",23,104,366,395,88,64,15,1,8,39,43,16,0,97,1,4,8,2,5,7,0.240437158,"sa3005759"
"Rolando Espinosa","HOU","AA",23,84,265,300,59,37,11,1,10,36,39,29,0,101,1,5,0,1,13,2,0.222641509,"sa3005774"
"Yoyner Fajardo","PIT","AA",25,63,220,265,66,53,10,3,0,40,20,35,0,37,5,1,0,1,17,5,0.3,"sa3005938"
"Pablo Aliendo","CHC","AA",23,58,197,231,49,28,10,1,10,29,33,24,0,75,7,3,0,3,2,0,0.248730964,"sa3006220"
"Bladimir Restituyo","COL","AA",22,111,408,444,110,87,18,0,5,50,47,25,0,73,3,6,0,2,25,9,0.269607843,"sa3006621"
"Orlando Martinez","LAA","AA",26,77,274,324,72,51,15,1,5,34,36,41,1,51,1,7,0,4,4,0,0.262773722,"sa3006664"
"Jake Anchia","SEA","AA",27,79,271,290,57,35,13,0,9,33,39,9,0,85,5,4,1,4,3,1,0.210332103,"sa3006674"
"Nick Podkul","CHW","AA",27,22,82,95,21,14,4,1,2,12,7,12,0,26,1,0,0,0,0,0,0.25609756,"sa3006720"
"Kendall Simmons","PHI","AA",24,64,202,228,51,29,12,1,9,31,27,17,0,65,8,1,0,3,6,0,0.252475247,"sa3006867"
"Trey Harris","WSN","AA",28,51,188,202,39,28,10,1,0,13,16,10,0,47,3,1,0,8,2,3,0.207446808,"sa3006876"
"Kristian Robinson","ARI","AA",23,110,351,419,75,50,13,1,11,48,42,63,0,150,3,2,0,4,10,4,0.213675213,"sa3006884"
"Luis Verdugo","CHC","AA",23,109,405,447,104,80,21,1,2,34,42,34,0,74,2,6,0,12,4,2,0.256790123,"sa3006888"
"Reivaj Garcia","CHC","AA",22,17,56,63,12,9,3,0,0,4,4,3,0,7,0,2,2,0,0,0,0.214285714,"sa3006900"
"Carlos De La Cruz","PHI","AA",24,65,248,279,65,42,13,2,8,36,35,24,0,85,6,1,0,5,5,1,0.262096774,"sa3006903"
"Jeremy Eierman","OAK","AA",27,72,235,260,52,34,6,0,12,26,36,15,0,83,6,3,1,0,2,0,0.221276595,"sa3007005"
"Frainyer Chavez","TEX","AA",25,78,259,297,64,49,8,3,4,36,30,34,1,61,1,1,2,5,15,2,0.247104247,"sa3007019"
"Jarryd Dale","SDP","AA",23,33,85,93,12,7,2,0,3,7,6,3,0,28,2,1,2,3,1,1,0.14117647,"sa3007022"
"Grant Witherspoon","SEA","AA",27,41,137,157,21,14,3,1,3,13,16,17,0,53,1,1,1,3,2,2,0.153284671,"sa3007047"
"Mateo Gil","NYM","AA",23,25,86,92,14,10,3,0,1,8,6,4,0,31,0,1,1,2,1,0,0.162790697,"sa3007050"
"Kekai Rios","TOR","AA",27,18,52,56,7,3,3,0,1,3,3,4,0,14,0,0,0,0,1,0,0.134615384,"sa3007282"
"Ramon Mendoza","STL","AA",23,53,155,188,37,26,8,0,3,17,24,25,0,41,4,2,2,9,2,0,0.238709677,"sa3007513"
"Max Burt","NYY","AA",27,72,213,237,31,21,5,0,5,35,20,17,0,80,4,3,0,3,14,2,0.145539906,"sa3007631"
"Nick Schnell","TBR","AA",24,81,294,326,77,48,19,1,9,43,41,25,0,78,5,2,0,8,9,5,0.261904761,"sa3007639"
"Nicholas Northcut","CIN","AA",25,107,391,425,75,32,15,2,26,45,65,28,1,128,6,0,0,5,0,0,0.191815856,"sa3007640"
"Sean Roby","MIA","AA",25,44,153,172,30,23,1,1,5,17,16,16,0,52,0,3,0,1,0,0,0.196078431,"sa3007788"
"Elih Marrero","BOS","AA",27,50,164,183,44,26,12,0,6,25,22,16,0,39,1,1,1,0,11,3,0.268292682,"sa3007822"
"Connor Hollis","SDP","AA",29,86,320,362,77,62,11,2,2,39,25,23,0,57,14,1,2,4,18,5,0.240625,"sa3007870"
"Wilderd Patino","ARI","AA",22,65,244,268,54,41,9,0,4,28,14,17,0,94,3,1,3,5,17,3,0.221311475,"sa3007874"
"Ezequiel Pagan","CHC","AA",23,67,217,233,40,27,6,1,6,27,15,8,0,49,5,3,0,3,7,0,0.184331797,"sa3007975"
"Joe Gray Jr.","KCR","AA",24,30,81,96,11,8,2,1,0,4,1,12,0,27,1,1,1,6,4,0,0.135802469,"sa3008005"
"Onix Vega","WSN","AA",25,34,105,124,20,18,1,0,1,10,8,17,0,21,0,1,1,3,2,0,0.19047619,"sa3008007"
"Kyle Datres","COL","AA",28,69,226,268,51,31,11,0,9,30,32,37,0,71,4,1,0,4,13,2,0.225663716,"sa3008029"
"Josh Breaux","PHI","AA",26,25,87,97,20,12,4,0,4,8,20,8,0,27,0,2,0,3,0,0,0.229885057,"sa3008051"
"Connor Scott","PIT","AA",24,65,221,241,47,28,15,0,4,30,29,16,0,62,2,2,0,1,0,3,0.212669683,"sa3008080"
"Cole Roederer","CHC","AA",24,46,150,181,23,12,9,1,1,15,15,27,0,54,3,1,0,4,3,3,0.153333333,"sa3008184"
"Andy Weber","ARI","AA",26,34,134,149,44,26,14,0,4,21,15,12,1,29,1,0,2,2,2,1,0.328358208,"sa3008282"
"Jaylen Palmer","NYM","AA",23,83,273,310,61,27,22,0,12,35,33,33,0,119,4,0,0,4,10,4,0.223443223,"sa3008297"
"Nick Decker","BOS","AA",24,56,180,203,32,14,12,0,6,28,24,21,0,89,1,1,0,1,7,1,0.177777777,"sa3008590"
"Diego Cartaya","LAD","AA",22,46,161,192,38,25,8,0,5,27,27,27,1,56,3,1,0,4,1,0,0.236024844,"sa3008742"
"Juan Guerrero","COL","AA",22,29,115,124,36,32,2,0,2,17,17,7,0,15,0,1,1,2,4,3,0.313043478,"sa3008759"
